 Nascidos vivos - Brasil
Nascim p/resid.mãeNascim p/ocorrênc por Município
Período:2000-2022
"Município";"Nascim_p/resid.mãe";"Nascim_p/ocorrênc"
"292090 MASCOTE";4865;464
"292100 MATA DE SAO JOAO";16180;10637
"292105 MATINA";3951;2378
"292110 MEDEIROS NETO";7591;6787
"292120 MIGUEL CALMON";9701;11946
"292130 MILAGRES";4123;3585
"292140 MIRANGABA";5020;251
"292145 MIRANTE";2529;278
"292150 MONTE SANTO";17495;16989
"292160 MORPARA";2751;1164
"292170 MORRO DO CHAPEU";13405;14163
"292180 MORTUGABA";2961;1294
"292190 MUCUGE";4185;5400
"292200 MUCURI";14785;15434
"292205 MULUNGU DO MORRO";5402;4388
"292210 MUNDO NOVO";6899;4616
"292220 MUNIZ FERREIRA";1882;3
"292225 MUQUEM DE SAO FRANCISCO";4045;65
"292230 MURITIBA";7786;1030
"292240 MUTUIPE";7270;4973
"292250 NAZARE";8099;9116
"292260 NILO PECANHA";4406;458
"292265 NORDESTINA";4141;1823
"292270 NOVA CANAA";4559;4849
"292273 NOVA FATIMA";1998;28
"292275 NOVA IBIA";1810;65
"292280 NOVA ITARANA";2646;139
"292285 NOVA REDENCAO";2786;867
"292290 NOVA SOURE";8532;4770
"292300 NOVA VICOSA";13392;8877
"292303 NOVO HORIZONTE";3229;18
"292305 NOVO TRIUNFO";2910;73
"292310 OLINDINA";8637;5890
"292320 OLIVEIRA DOS BREJINHOS";6725;3104
"292330 OURICANGAS";2326;1146
"292335 OUROLANDIA";6913;2869
"292340 PALMAS DE MONTE ALTO";6561;4538
"292350 PALMEIRAS";3298;450
"292360 PARAMIRIM";5627;17516
"292370 PARATINGA";11428;9095
"292380 PARIPIRANGA";8168;3751
"292390 PAU BRASIL";4505;1845
"292400 PAULO AFONSO";43060;77282
"292405 PE DE SERRA";4055;295
"292410 PEDRAO";1722;121
"292420 PEDRO ALEXANDRE";4820;953
"292430 PIATA";6519;6031
"292440 PILAO ARCADO";12974;7379
"292450 PINDAI";4504;3594
"292460 PINDOBACU";7078;5739
"292465 PINTADAS";2641;1513
"292467 PIRAI DO NORTE";2751;264
"292470 PIRIPA";2645;557
"292480 PIRITIBA";6453;4182
"292490 PLANALTINO";2303;886
"292500 PLANALTO";8778;5561
"292510 POCOES";16838;14478
"292520 POJUCA";12579;28968
"292525 PONTO NOVO";6333;4679
"292530 PORTO SEGURO";59108;65868
"292540 POTIRAGUA";3272;1204
"292550 PRADO";10655;7511
"292560 PRESIDENTE DUTRA";4674;2944
"292570 PRESIDENTE JANIO QUADROS";3478;938
"292575 PRESIDENTE TANCREDO NEVES";9503;4808
"292580 QUEIMADAS";8155;9718
"292590 QUIJINGUE";8490;5706
"292593 QUIXABEIRA";2791;48
"292595 RAFAEL JAMBEIRO";7340;4848
"292600 REMANSO";17122;27918
"292610 RETIROLANDIA";4653;3178
"292620 RIACHAO DAS NEVES";7526;2139
"292630 RIACHAO DO JACUIPE";9987;17422
"292640 RIACHO DE SANTANA";9560;7629
"292650 RIBEIRA DO AMPARO";4854;612
"292660 RIBEIRA DO POMBAL";18672;30487
"292665 RIBEIRAO DO LARGO";2495;393
"292670 RIO DE CONTAS";3494;1080
"292680 RIO DO ANTONIO";3475;182
"292690 RIO DO PIRES";2627;889
"292700 RIO REAL";13655;8910
"292710 RODELAS";3534;1089
"292720 RUY BARBOSA";11698;12943
"292730 SALINAS DA MARGARIDA";3996;1357
"292740 SALVADOR";837906;982562
"292750 SANTA BARBARA";6676;2129
"292760 SANTA BRIGIDA";5676;1347
"292770 SANTA CRUZ CABRALIA";10209;3853
"292780 SANTA CRUZ DA VITORIA";1661;36
"292790 SANTA INES";3357;2088
"292800 SANTALUZ";13750;14223
"292805 SANTA LUZIA";4259;236
"292810 SANTA MARIA DA VITORIA";12590;14164
"292820 SANTANA";7530;7133
"292830 SANTANOPOLIS";2517;700
"292840 SANTA RITA DE CASSIA";9204;6965
"292850 SANTA TERESINHA";3203;2661
"292860 SANTO AMARO";17941;20746
"292870 SANTO ANTONIO DE JESUS";30976;63960
"292880 SANTO ESTEVAO";16837;7547
"292890 SAO DESIDERIO";11384;7156
"292895 SAO DOMINGOS";2389;812
"292900 SAO FELIX";3941;19455
"292905 SAO FELIX DO CORIBE";5618;4306
"292910 SAO FELIPE";5488;918
"292920 SAO FRANCISCO DO CONDE";12605;10485
"292925 SAO GABRIEL";7476;5016
"292930 SAO GONCALO DOS CAMPOS";9860;2125
"292935 SAO JOSE DA VITORIA";2587;75
"292937 SAO JOSE DO JACUIPE";3353;912
"292940 SAO MIGUEL DAS MATAS";3309;2300
"292950 SAO SEBASTIAO DO PASSE";12829;6027
"292960 SAPEACU";6055;6054
"292970 SATIRO DIAS";5613;4807
"292975 SAUBARA";2941;284
"292980 SAUDE";3771;3141
"292990 SEABRA";16122;16057
"293000 SEBASTIAO LARANJEIRAS";2521;1033
"293010 SENHOR DO BONFIM";27036;36409
"293015 SERRA DO RAMALHO";11944;8683
"293020 SENTO SE";13149;7382
"293030 SERRA DOURADA";5619;5183
"293040 SERRA PRETA";4445;1296
"293050 SERRINHA";28597;32973
"293060 SERROLANDIA";3993;2189
"293070 SIMOES FILHO";45375;28347
"293075 SITIO DO MATO";4266;2142
"293076 SITIO DO QUINTO";3732;162
"293077 SOBRADINHO";9669;2351
"293080 SOUTO SOARES";6165;3363
"293090 TABOCAS DO BREJO VELHO";3539;2535
"293100 TANHACU";6126;409
"293105 TANQUE NOVO";5010;2201
"293110 TANQUINHO";2254;1139
"293120 TAPEROA";6491;1697
"293130 TAPIRAMUTA";5994;5119
"293135 TEIXEIRA DE FREITAS";56681;74181
"293140 TEODORO SAMPAIO";1954;112
"293150 TEOFILANDIA";7025;2231
"293160 TEOLANDIA";4765;3355
"293170 TERRA NOVA";3480;369
"293180 TREMEDAL";4553;1441
"293190 TUCANO";14649;9831
"293200 UAUA";8098;5769
"293210 UBAIRA";6681;6255
"293220 UBAITABA";8012;5608
"293230 UBATA";7292;2709
"293240 UIBAI";4223;2511
"293245 UMBURANAS";4392;1868
"293250 UNA";7700;3708
"293260 URANDI";5105;3732
"293270 URUCUCA";8244;899
"293280 UTINGA";7132;4216
"293290 VALENCA";33851;56025
"293300 VALENTE";7398;6760
"293305 VARZEA DA ROCA";3928;1365
"293310 VARZEA DO POCO";2541;2327
"293315 VARZEA NOVA";4639;2664
"293317 VARZEDO";2786;32
"293320 VERA CRUZ";12573;4923
"293325 VEREDA";1810;827
"293330 VITORIA DA CONQUISTA";126336;190519
"293340 WAGNER";3240;5693
"293345 WANDERLEY";4626;2392
"293350 WENCESLAU GUIMARAES";8691;6343
"293360 XIQUE-XIQUE";21130;21774
" MUNICIPIO IGNORADO - MG";328;1
"310010 ABADIA DOS DOURADOS";1601;1178
"310020 ABAETE";6053;5732
"310030 ABRE CAMPO";4157;5434
"310040 ACAIACA";1111;5
"310050 ACUCENA";2752;35
"310060 AGUA BOA";4810;2803
"310070 AGUA COMPRIDA";456;2
"310080 AGUANIL";940;-
"310090 AGUAS FORMOSAS";6812;12000
"310100 AGUAS VERMELHAS";4075;3538
"310110 AIMORES";7823;8346
"310120 AIURUOCA";1426;4429
"310130 ALAGOA";617;50
"310140 ALBERTINA";528;1
"310150 ALEM PARAIBA";10175;11767
"310160 ALFENAS";23674;43033
"310163 ALFREDO VASCONCELOS";1779;3
"310170 ALMENARA";13538;20739
"310180 ALPERCATA";2173;7
"310190 ALPINOPOLIS";5726;4550
"310200 ALTEROSA";4102;3732
"310205 ALTO CAPARAO";1818;-
"310210 ALTO RIO DOCE";2703;674
"310220 ALVARENGA";1238;375
"310230 ALVINOPOLIS";3910;2485
"310240 ALVORADA DE MINAS";1266;36
"310250 AMPARO DO SERRA";1446;4
"310260 ANDRADAS";10513;11740
"310270 CACHOEIRA DE PAJEU";2564;1469
"310280 ANDRELANDIA";3178;5027
"310285 ANGELANDIA";2875;110
"310290 ANTONIO CARLOS";2925;14
"310300 ANTONIO DIAS";2575;14
"310310 ANTONIO PRADO DE MINAS";281;2
"310320 ARACAI";560;1
"310330 ARACITABA";420;4
"310340 ARACUAI";11012;17254
"310350 ARAGUARI";32500;35512
"310360 ARANTINA";777;7
"310370 ARAPONGA";2550;43
"310375 ARAPORA";2539;2231
"310380 ARAPUA";494;16
"310390 ARAUJOS";2248;12
"310400 ARAXA";31202;33506
"310410 ARCEBURGO";1778;389
"310420 ARCOS";10523;10662
"310430 AREADO";3943;2184
"310440 ARGIRITA";650;-
"310445 ARICANDUVA";1537;38
"310450 ARINOS";5820;4086
"310460 ASTOLFO DUTRA";3043;1188
"310470 ATALEIA";3859;2691
"310480 AUGUSTO DE LIMA";1398;13
"310490 BAEPENDI";5165;6644
"310500 BALDIM";2030;32
"310510 BAMBUI";5558;5673
"310520 BANDEIRA";1116;113
"310530 BANDEIRA DO SUL";1411;9
"310540 BARAO DE COCAIS";8985;6148
"310550 BARAO DE MONTE ALTO";1337;3
"310560 BARBACENA";34889;57052
"310570 BARRA LONGA";1379;23
"310590 BARROSO";6374;7411
"310600 BELA VISTA DE MINAS";3049;5
"310610 BELMIRO BRAGA";760;21
"310620 BELO HORIZONTE";713277;1086081
"310630 BELO ORIENTE";7557;32
"310640 BELO VALE";2048;2221
"310650 BERILO";2633;2382
"310660 BERTOPOLIS";1941;337
"310665 BERIZAL";1430;31
"310670 BETIM";136704;154058
"310680 BIAS FORTES";778;32
"310690 BICAS";3938;2186
"310700 BIQUINHAS";492;10
"310710 BOA ESPERANCA";13299;13573
"310720 BOCAINA DE MINAS";750;12
"310730 BOCAIUVA";16272;18815
"310740 BOM DESPACHO";14791;17302
"310750 BOM JARDIM DE MINAS";1725;888
"310760 BOM JESUS DA PENHA";1023;63
"310770 BOM JESUS DO AMPARO";1634;6
"310780 BOM JESUS DO GALHO";4115;3665
"310790 BOM REPOUSO";3052;182
"310800 BOM SUCESSO";4671;3701
"310810 BONFIM";1142;5
"310820 BONFINOPOLIS DE MINAS";1441;122
"310825 BONITO DE MINAS";3090;479
"310830 BORDA DA MATA";4298;3690
"310840 BOTELHOS";3344;993
"310850 BOTUMIRIM";1684;246
"310855 BRASILANDIA DE MINAS";5087;156
"310860 BRASILIA DE MINAS";11253;27082
"310870 BRAS PIRES";1067;30
"310880 BRAUNAS";1231;8
"310890 BRAZOPOLIS";3872;1152
"310900 BRUMADINHO";9826;3863
"310910 BUENO BRANDAO";2431;1237
"310920 BUENOPOLIS";2698;17
"310925 BUGRE";1140;11
"310930 BURITIS";9391;8755
"310940 BURITIZEIRO";9746;5967
"310945 CABECEIRA GRANDE";1640;17
"310950 CABO VERDE";3757;4572
"310960 CACHOEIRA DA PRATA";898;11
"310970 CACHOEIRA DE MINAS";2754;5
"310980 CACHOEIRA DOURADA";641;1
"310990 CAETANOPOLIS";2696;2245
"311000 CAETE";11264;9357
"311010 CAIANA";1438;1
"311020 CAJURI";1084;1
"311030 CALDAS";2801;3019
"311040 CAMACHO";754;5
"311050 CAMANDUCAIA";6180;2877
"311060 CAMBUI";7344;8460
"311070 CAMBUQUIRA";3522;2914
"311080 CAMPANARIO";1013;7
"311090 CAMPANHA";4714;3120
"311100 CAMPESTRE";5486;5017
"311110 CAMPINA VERDE";4753;4429
"311115 CAMPO AZUL";978;33
"311120 CAMPO BELO";15248;21429
"311130 CAMPO DO MEIO";3120;918
"311140 CAMPO FLORIDO";2148;12
"311150 CAMPOS ALTOS";4964;4651
"311160 CAMPOS GERAIS";7976;6897
"311170 CANAA";1285;5
"311180 CANAPOLIS";3122;3578
"311190 CANA VERDE";1433;1
"311200 CANDEIAS";2986;1329
"311205 CANTAGALO";1260;9
"311210 CAPARAO";1740;5
"311220 CAPELA NOVA";1146;9
"311230 CAPELINHA";13979;17957
"311240 CAPETINGA";1853;12
"311250 CAPIM BRANCO";2563;191
"311260 CAPINOPOLIS";4379;2835
"311265 CAPITAO ANDRADE";1388;3
"311270 CAPITAO ENEAS";4980;1187
"311280 CAPITOLIO";2057;685
"311290 CAPUTIRA";2986;11
"311300 CARAI";7372;4864
"311310 CARANAIBA";786;4
"311320 CARANDAI";6796;5111
"311330 CARANGOLA";10223;30266
"311340 CARATINGA";27622;46923
"311350 CARBONITA";2352;155
"311360 CAREACU";1779;400
"311370 CARLOS CHAGAS";5982;4784
"311380 CARMESIA";822;54
"311390 CARMO DA CACHOEIRA";3500;1670
"311400 CARMO DA MATA";2543;961
"311410 CARMO DE MINAS";3957;20
"311420 CARMO DO CAJURU";6168;33
"311430 CARMO DO PARANAIBA";8388;7626
"311440 CARMO DO RIO CLARO";5009;4415
"311450 CARMOPOLIS DE MINAS";5122;5853
"311455 CARNEIRINHO";2253;10
"311460 CARRANCAS";1115;314
"311470 CARVALHOPOLIS";900;1
"311480 CARVALHOS";1001;72
"311490 CASA GRANDE";524;1
"311500 CASCALHO RICO";630;1
"311510 CASSIA";5373;7899
"311520 CONCEICAO DA BARRA DE MINAS";873;1
"311530 CATAGUASES";18109;20969
"311535 CATAS ALTAS";1509;4
"311540 CATAS ALTAS DA NORUEGA";954;30
"311545 CATUJI";3041;101
"311547 CATUTI";1434;31
"311550 CAXAMBU";6067;4750
"311560 CEDRO DO ABAETE";270;-
"311570 CENTRAL DE MINAS";1949;2613
"311580 CENTRALINA";2321;275
"311590 CHACARA";631;1
"311600 CHALE";1717;1
"311610 CHAPADA DO NORTE";3246;200
"311615 CHAPADA GAUCHA";4048;904
"311620 CHIADOR";644;5
"311630 CIPOTANEA";1513;211
"311640 CLARAVAL";510;3
"311650 CLARO DOS POCOES";1849;25
"311660 CLAUDIO";8640;7047
"311670 COIMBRA";1791;3
"311680 COLUNA";2943;3473
"311690 COMENDADOR GOMES";608;7
"311700 COMERCINHO";1842;111
"311710 CONCEICAO DA APARECIDA";2771;1825
"311720 CONCEICAO DAS PEDRAS";672;12
"311730 CONCEICAO DAS ALAGOAS";8212;5177
"311740 CONCEICAO DE IPANEMA";1355;1175
"311750 CONCEICAO DO MATO DENTRO";6025;2833
"311760 CONCEICAO DO PARA";1300;2
"311770 CONCEICAO DO RIO VERDE";3926;2969
"311780 CONCEICAO DOS OUROS";2798;4
"311783 CONEGO MARINHO";1856;35
"311787 CONFINS";1919;2
"311790 CONGONHAL";2563;7
"311800 CONGONHAS";16161;13238
"311810 CONGONHAS DO NORTE";1391;67
"311820 CONQUISTA";1769;697
"311830 CONSELHEIRO LAFAIETE";37210;43720
"311840 CONSELHEIRO PENA";6547;4394
"311850 CONSOLACAO";442;1
"311860 CONTAGEM";196394;112614
"311870 COQUEIRAL";2461;25
"311880 CORACAO DE JESUS";7414;8208
"311890 CORDISBURGO";1755;24
"311900 CORDISLANDIA";957;1
"311910 CORINTO";7433;1727
"311920 COROACI";2151;552
"311930 COROMANDEL";7579;6407
"311940 CORONEL FABRICIANO";32578;27737
"311950 CORONEL MURTA";2314;36
"311960 CORONEL PACHECO";657;2
"311970 CORONEL XAVIER CHAVES";822;1
"311980 CORREGO DANTA";603;2
"311990 CORREGO DO BOM JESUS";654;-
"311995 CORREGO FUNDO";1397;-
"312000 CORREGO NOVO";815;-
"312010 COUTO DE MAGALHAES DE MINAS";1280;3
"312015 CRISOLITA";1991;40
"312020 CRISTAIS";2971;1120
"312030 CRISTALIA";2223;4
"312040 CRISTIANO OTONI";1502;6
"312050 CRISTINA";2589;1100
"312060 CRUCILANDIA";1165;4
"312070 CRUZEIRO DA FORTALEZA";1198;11
"312080 CRUZILIA";4820;5809
"312083 CUPARAQUE";1466;5
"312087 CURRAL DE DENTRO";2574;55
"312090 CURVELO";23529;40243
"312100 DATAS";1824;49
"312110 DELFIM MOREIRA";2036;17
"312120 DELFINOPOLIS";1846;823
"312125 DELTA";2889;13
"312130 DESCOBERTO";1114;-
"312140 DESTERRO DE ENTRE RIOS";1582;3
"312150 DESTERRO DO MELO";804;16
"312160 DIAMANTINA";15759;29447
"312170 DIOGO DE VASCONCELOS";959;4
"312180 DIONISIO";1649;303
"312190 DIVINESIA";996;-
"312200 DIVINO";6974;5176
"312210 DIVINO DAS LARANJEIRAS";1425;593
"312220 DIVINOLANDIA DE MINAS";2303;250
"312230 DIVINOPOLIS";61512;89147
"312235 DIVISA ALEGRE";2157;33
"312240 DIVISA NOVA";1858;154
"312245 DIVISOPOLIS";2202;615
"312247 DOM BOSCO";898;16
"312250 DOM CAVATI";1577;4
"312260 DOM JOAQUIM";1439;650
"312270 DOM SILVERIO";1149;884
"312280 DOM VICOSO";700;-
"312290 DONA EUSEBIA";1518;-
"312300 DORES DE CAMPOS";2354;6
"312310 DORES DE GUANHAES";1409;31
"312320 DORES DO INDAIA";3508;4353
"312330 DORES DO TURVO";1164;4
"312340 DORESOPOLIS";382;-
"312350 DOURADOQUARA";396;-
"312352 DURANDE";2752;26
"312360 ELOI MENDES";7572;6102
"312370 ENGENHEIRO CALDAS";3244;15
"312380 ENGENHEIRO NAVARRO";2086;33
"312385 ENTRE FOLHAS";1735;2
"312390 ENTRE RIOS DE MINAS";3942;3723
"312400 ERVALIA";5789;2516
"312410 ESMERALDAS";20242;5276
"312420 ESPERA FELIZ";8038;5461
"312430 ESPINOSA";10052;9954
"312440 ESPIRITO SANTO DO DOURADO";1364;2
"312450 ESTIVA";2696;591
"312460 ESTRELA DALVA";627;4
"312470 ESTRELA DO INDAIA";742;1278
"312480 ESTRELA DO SUL";1732;5
"312490 EUGENOPOLIS";2464;1459
"312500 EWBANK DA CAMARA";1152;5
"312510 EXTREMA";11603;14160
"312520 FAMA";481;2
"312530 FARIA LEMOS";1023;2
"312540 FELICIO DOS SANTOS";1695;40
"312550 SAO GONCALO DO RIO PRETO";799;5
"312560 FELISBURGO";2177;5155
"312570 FELIXLANDIA";3680;765
"312580 FERNANDES TOURINHO";756;1
"312590 FERROS";2648;943
"312595 FERVEDOURO";3427;229
"312600 FLORESTAL";1652;8
"312610 FORMIGA";17631;19730
"312620 FORMOSO";2146;925
"312630 FORTALEZA DE MINAS";894;2
"312640 FORTUNA DE MINAS";780;1
"312650 FRANCISCO BADARO";1599;104
"312660 FRANCISCO DUMONT";1428;79
"312670 FRANCISCO SA";7159;5078
"312675 FRANCISCOPOLIS";1478;33
"312680 FREI GASPAR";2005;92
"312690 FREI INOCENCIO";3072;1738
"312695 FREI LAGONEGRO";977;5
"312700 FRONTEIRA";3203;39
"312705 FRONTEIRA DOS VALES";1363;31
"312707 FRUTA DE LEITE";1919;38
"312710 FRUTAL";16142;20703
"312720 FUNILANDIA";1182;1
"312730 GALILEIA";2314;1233
"312733 GAMELEIRAS";1327;157
"312735 GLAUCILANDIA";696;3
"312737 GOIABEIRA";952;4
"312738 GOIANA";757;6
"312740 GONCALVES";944;1
"312750 GONZAGA";1900;11
"312760 GOUVEIA";3382;781
"312770 GOVERNADOR VALADARES";91164;125203
"312780 GRAO MOGOL";4460;5161
"312790 GRUPIARA";308;-
"312800 GUANHAES";10410;18148
"312810 GUAPE";3494;2113
"312820 GUARACIABA";2473;1343
"312825 GUARACIAMA";1460;19
"312830 GUARANESIA";5429;4640
"312840 GUARANI";2290;1696
"312850 GUARARA";973;3
"312860 GUARDA-MOR";1725;669
"312870 GUAXUPE";14403;15959
"312880 GUIDOVAL";1830;4
"312890 GUIMARANIA";2109;11
"312900 GUIRICEMA";1791;-
"312910 GURINHATA";1029;388
"312920 HELIODORA";1550;152
"312930 IAPU";2903;19
"312940 IBERTIOGA";1563;1946
"312950 IBIA";6697;4665
"312960 IBIAI";2651;49
"312965 IBIRACATU";1697;16
"312970 IBIRACI";3396;1564
"312980 IBIRITE";58217;22501
"312990 IBITIURA DE MINAS";799;2
"313000 IBITURUNA";777;2
"313005 ICARAI DE MINAS";2812;54
"313010 IGARAPE";12255;75
"313020 IGARATINGA";2775;9
"313030 IGUATAMA";1813;787
"313040 IJACI";1878;5
"313050 ILICINEA";3391;2551
"313055 IMBE DE MINAS";2035;9
"313060 INCONFIDENTES";1576;1
"313065 INDAIABIRA";2003;33
"313070 INDIANOPOLIS";1546;3
"313080 INGAI";714;3
"313090 INHAPIM";6821;10567
"313100 INHAUMA";1697;13
"313110 INIMUTABA";1774;4
"313115 IPABA";5892;9
"313120 IPANEMA";5805;7150
"313130 IPATINGA";74537;123773
"313140 IPIACU";971;425
"313150 IPUIUNA";2399;284
"313160 IRAI DE MINAS";2014;5
"313170 ITABIRA";34778;42936
"313180 ITABIRINHA";3308;4200
"313190 ITABIRITO";15721;14984
"313200 ITACAMBIRA";1137;25
"313210 ITACARAMBI";7425;6581
"313220 ITAGUARA";3549;4561
"313230 ITAIPE";4617;2010
"313240 ITAJUBA";28465;48866
"313250 ITAMARANDIBA";11765;13457
"313260 ITAMARATI DE MINAS";969;5
"313270 ITAMBACURI";8994;12711
"313280 ITAMBE DO MATO DENTRO";521;3
"313290 ITAMOGI";2789;1295
"313300 ITAMONTE";4109;3850
"313310 ITANHANDU";4240;5083
"313320 ITANHOMI";3868;4577
"313330 ITAOBIM";6850;13235
"313340 ITAPAGIPE";2802;1343
"313350 ITAPECERICA";4728;2813
"313360 ITAPEVA";2494;19
"313370 ITATIAIUCU";3067;10
"313375 ITAU DE MINAS";4041;1647
"313380 ITAUNA";24716;27264
"313390 ITAVERAVA";1421;18
"313400 ITINGA";3881;217
"313410 ITUETA";1735;4
"313420 ITUIUTABA";27708;30500
"313430 ITUMIRIM";1750;14
"313440 ITURAMA";11606;14515
"313450 ITUTINGA";1033;6
"313460 JABOTICATUBAS";4231;34
"313470 JACINTO";3239;4021
"313480 JACUI";2075;247
"313490 JACUTINGA";6981;7161
"313500 JAGUARACU";753;2
"313505 JAIBA";12984;5925
"313507 JAMPRUCA";1562;25
"313510 JANAUBA";25721;44729
"313520 JANUARIA";24133;28324
"313530 JAPARAIBA";1147;1
"313535 JAPONVAR";2472;22
"313540 JECEABA";1266;223
"313545 JENIPAPO DE MINAS";1723;80
"313550 JEQUERI";3270;64
"313560 JEQUITAI";2083;30
"313570 JEQUITIBA";1312;10
"313580 JEQUITINHONHA";6810;6143
"313590 JESUANIA";1220;-
"313600 JOAIMA";5429;5636
"313610 JOANESIA";1121;6
"313620 JOAO MONLEVADE";22221;32838
"313630 JOAO PINHEIRO";16468;20937
"313640 JOAQUIM FELICIO";1124;682
"313650 JORDANIA";2714;1066
"313652 JOSE GONCALVES DE MINAS";1202;34
"313655 JOSE RAYDAN";1254;20
"313657 JOSENOPOLIS";1452;131
"313660 NOVA UNIAO";1609;-
"313665 JUATUBA";8065;22
"313670 JUIZ DE FORA";148855;180524
"313680 JURAMENTO";1086;49
"313690 JURUAIA";2964;2624
"313695 JUVENILIA";1633;75
"313700 LADAINHA";5192;2104
"313710 LAGAMAR";1469;24
"313720 LAGOA DA PRATA";14049;13123
"313730 LAGOA DOS PATOS";1172;50
"313740 LAGOA DOURADA";3720;7
"313750 LAGOA FORMOSA";4396;1119
"313753 LAGOA GRANDE";2346;41
"313760 LAGOA SANTA";16482;6851
"313770 LAJINHA";7059;6654
"313780 LAMBARI";5835;6067
"313790 LAMIM";957;31
"313800 LARANJAL";1074;93
"313810 LASSANCE";2010;25
"313820 LAVRAS";30557;46891
"313830 LEANDRO FERREIRA";778;-
"313835 LEME DO PRADO";1266;9
"313840 LEOPOLDINA";15026;16225
"313850 LIBERDADE";1137;460
"313860 LIMA DUARTE";4219;1782
"313862 LIMEIRA DO OESTE";1847;9
"313865 LONTRA";2550;36
"313867 LUISBURGO";2352;10
"313868 LUISLANDIA";2096;27
"313870 LUMINARIAS";1338;9
"313880 LUZ";4790;4866
"313890 MACHACALIS";2348;4232
"313900 MACHADO";12094;10820
"313910 MADRE DE DEUS DE MINAS";1269;5
"313920 MALACACHETA";6856;10780
"313925 MAMONAS";1292;5
"313930 MANGA";8656;16500
"313940 MANHUACU";31733;67210
"313950 MANHUMIRIM";7456;9445
"313960 MANTENA";8397;10932
"313970 MARAVILHAS";1974;12
"313980 MAR DE ESPANHA";3338;2539
"313990 MARIA DA FE";4380;341
"314000 MARIANA";19745;20277
"314010 MARILAC";1358;45
"314015 MARIO CAMPOS";4558;9
"314020 MARIPA DE MINAS";693;5
"314030 MARLIERIA";1105;2
"314040 MARMELOPOLIS";853;1
"314050 MARTINHO CAMPOS";3352;1425
"314053 MARTINS SOARES";2793;2
"314055 MATA VERDE";2500;86
"314060 MATERLANDIA";1282;16
"314070 MATEUS LEME";9694;6919
"314080 MATIAS BARBOSA";3576;18
"314085 MATIAS CARDOSO";3178;154
"314090 MATIPO";7105;4261
"314100 MATO VERDE";3675;993
"314110 MATOZINHOS";11298;5285
"314120 MATUTINA";898;4
"314130 MEDEIROS";847;1
"314140 MEDINA";6649;7626
"314150 MENDES PIMENTEL";1631;2581
"314160 MERCES";2527;1453
"314170 MESQUITA";1732;12
"314180 MINAS NOVAS";8842;10897
"314190 MINDURI";1063;510
"314200 MIRABELA";4431;6721
"314210 MIRADOURO";2502;2413
"314220 MIRAI";3793;4313
"314225 MIRAVANIA";1283;22
"314230 MOEDA";1215;1
"314240 MOEMA";2074;793
"314250 MONJOLOS";627;8
"314260 MONSENHOR PAULO";1903;867
"314270 MONTALVANIA";5282;6027
"314280 MONTE ALEGRE DE MINAS";5053;4686
"314290 MONTE AZUL";6538;9649
"314300 MONTE BELO";3417;2406
"314310 MONTE CARMELO";14673;19040
"314315 MONTE FORMOSO";1602;285
"314320 MONTE SANTO DE MINAS";5551;3812
"314330 MONTES CLAROS";137383;177512
"314340 MONTE SIAO";4779;802
"314345 MONTEZUMA";1877;147
"314350 MORADA NOVA DE MINAS";2093;770
"314360 MORRO DA GARCA";778;4
"314370 MORRO DO PILAR";758;88
"314380 MUNHOZ";1277;9
"314390 MURIAE";30405;39608
"314400 MUTUM";8720;7857
"314410 MUZAMBINHO";5974;5874
"314420 NACIP RAYDAN";735;20
"314430 NANUQUE";13660;16854
"314435 NAQUE";2294;5
"314437 NATALANDIA";926;4
"314440 NATERCIA";961;500
"314450 NAZARENO";2125;532
"314460 NEPOMUCENO";7338;4625
"314465 NINHEIRA";2524;81
"314467 NOVA BELEM";1214;13
"314470 NOVA ERA";5599;2656
"314480 NOVA LIMA";27826;103843
"314490 NOVA MODICA";1054;86
"314500 NOVA PONTE";3947;2297
"314505 NOVA PORTEIRINHA";2497;5
"314510 NOVA RESENDE";4906;3625
"314520 NOVA SERRANA";29744;22339
"314530 NOVO CRUZEIRO";11843;10060
"314535 NOVO ORIENTE DE MINAS";3065;193
"314537 NOVORIZONTE";1478;4
"314540 OLARIA";450;1
"314545 OLHOS-D'AGUA";1831;30
"314550 OLIMPIO NORONHA";725;2
"314560 OLIVEIRA";10778;13442
"314570 OLIVEIRA FORTES";400;1
"314580 ONCA DE PITANGUI";674;1
"314585 ORATORIOS";1403;5
"314587 ORIZANIA";2652;1
"314590 OURO BRANCO";11365;15952
"314600 OURO FINO";7575;8812
"314610 OURO PRETO";20096;15306
"314620 OURO VERDE DE MINAS";2411;92
"314625 PADRE CARVALHO";1906;2
"314630 PADRE PARAISO";7259;8740
