 Nascidos vivos - Brasil;;;;;;;;;
Nascim p/resid.mãe por Município e Peso ao nascer;;;;;;;;;
Período:2000-2022;;;;;;;;;
Município;Menos de 500g;500 a 999g;1000 a 1499 g;1500 a 2499 g;2500 a 2999 g;3000 a 3999 g;4000g e mais;Ignorado;Total
251350 SANTANA DE MANGUEIRA;2;1;6;82;252;1171;158;53;1725
251360 SANTANA DOS GARROTES;7;1;10;118;293;1512;201;75;2217
251365 JOCA CLAUDINO;-;1;4;34;109;471;37;3;659
251370 SANTA RITA;42;226;343;3300;10635;33855;3133;157;51691
251380 SANTA TERESINHA;2;4;10;104;357;1129;98;9;1713
251385 SANTO ANDRE;1;1;3;35;109;491;54;1;695
251390 SAO BENTO;21;34;65;596;1976;7287;662;4;10645
251392 SAO BENTINHO;2;2;5;73;216;773;100;-;1171
251394 SAO DOMINGOS DO CARIRI;1;3;1;29;118;540;46;3;741
251396 SAO DOMINGOS;-;1;2;36;158;584;55;-;836
251398 SAO FRANCISCO;1;7;9;59;251;723;55;11;1116
251400 SAO JOAO DO CARIRI;1;6;13;62;216;960;83;-;1341
251410 SAO JOAO DO TIGRE;-;9;7;84;285;844;85;32;1346
251420 SAO JOSE DA LAGOA TAPADA;1;4;21;163;556;1555;113;12;2425
251430 SAO JOSE DE CAIANA;3;3;10;111;332;1600;283;2;2344
251440 SAO JOSE DE ESPINHARAS;1;1;8;101;283;952;109;1;1456
251445 SAO JOSE DOS RAMOS;1;5;12;108;344;1324;156;2;1952
251450 SAO JOSE DE PIRANHAS;-;18;45;334;1243;4404;447;7;6498
251455 SAO JOSE DE PRINCESA;1;5;-;54;220;667;68;3;1018
251460 SAO JOSE DO BONFIM;2;4;9;77;271;875;85;-;1323
251465 SAO JOSE DO BREJO DO CRUZ;1;2;1;24;84;396;40;-;548
251470 SAO JOSE DO SABUGI;1;5;5;71;195;739;102;4;1122
251480 SAO JOSE DOS CORDEIROS;-;4;4;60;193;848;67;4;1180
251490 SAO MAMEDE;2;4;10;144;453;1734;234;6;2587
251500 SAO MIGUEL DE TAIPU;3;5;8;126;459;1640;193;11;2445
251510 SAO SEBASTIAO DE LAGOA DE ROCA;1;10;14;197;743;2282;191;4;3442
251520 SAO SEBASTIAO DO UMBUZEIRO;-;2;6;52;188;740;89;6;1083
251530 SAPE;14;63;97;985;3234;11403;1287;55;17138
251540 SAO VICENTE DO SERIDO;5;8;22;204;600;2729;364;37;3969
251550 SERRA BRANCA;1;12;20;174;589;2555;320;1;3672
251560 SERRA DA RAIZ;-;1;1;65;194;606;63;1;931
251570 SERRA GRANDE;3;1;5;55;194;716;98;6;1078
251580 SERRA REDONDA;-;9;10;101;402;1573;119;17;2231
251590 SERRARIA;1;4;11;107;415;1425;151;13;2127
251593 SERTAOZINHO;2;6;12;99;334;1028;93;6;1580
251597 SOBRADO;1;9;9;135;519;1659;166;5;2503
251600 SOLANEA;13;23;44;574;1721;6821;662;117;9975
251610 SOLEDADE;3;15;39;298;829;3412;357;87;5040
251615 SOSSEGO;-;6;8;66;246;845;79;1;1251
251620 SOUSA;13;87;158;1442;5077;15175;1132;193;23277
251630 SUME;4;27;43;336;1092;3707;314;8;5531
251640 TACIMA;1;9;8;147;533;1716;222;2;2638
251650 TAPEROA;2;28;30;287;941;3407;448;27;5170
251660 TAVARES;10;10;13;261;1063;3174;305;26;4862
251670 TEIXEIRA;5;14;29;286;1094;3955;417;40;5840
251675 TENORIO;1;3;3;58;198;657;67;3;990
251680 TRIUNFO;3;6;10;171;489;1824;184;29;2716
251690 UIRAUNA;4;14;28;225;838;2859;295;11;4274
251700 UMBUZEIRO;1;14;18;141;543;1982;224;3;2926
251710 VARZEA;3;2;-;31;133;481;64;5;719
251720 VIEIROPOLIS;-;4;7;82;240;829;80;16;1258
251740 ZABELE;-;4;11;48;176;542;46;-;827
 MUNICIPIO IGNORADO - PE;-;-;-;14;32;85;11;-;142
260005 ABREU E LIMA;43;149;219;2070;7231;21073;1941;5;32731
260010 AFOGADOS DA INGAZEIRA;20;59;71;901;3214;9357;625;2;14249
260020 AFRANIO;5;17;42;481;1421;4925;431;30;7352
260030 AGRESTINA;4;22;52;508;1663;5563;561;20;8393
260040 AGUA PRETA;14;40;74;716;2495;8311;888;31;12569
260050 AGUAS BELAS;13;44;96;1091;3854;12417;1411;68;18994
260060 ALAGOINHA;6;30;29;280;1038;3090;340;20;4833
260070 ALIANCA;23;47;88;824;2631;9095;1004;25;13737
260080 ALTINHO;6;27;44;416;1256;4460;458;44;6711
260090 AMARAJI;7;33;45;460;1465;5327;594;3;7934
260100 ANGELIM;2;8;20;257;830;2373;231;6;3727
260105 ARACOIABA;9;40;37;497;1594;4805;454;8;7444
260110 ARARIPINA;48;147;237;2638;9756;24328;1530;311;38995
260120 ARCOVERDE;35;151;188;2071;6229;17419;1445;30;27568
260130 BARRA DE GUABIRABA;2;15;23;262;789;3004;405;4;4504
260140 BARREIROS;22;79;119;1123;3461;12082;1484;-;18370
260150 BELEM DE MARIA;2;8;12;212;695;2556;282;8;3775
260160 BELEM DE SAO FRANCISCO;14;21;41;482;1587;6011;914;5;9075
260170 BELO JARDIM;24;127;157;1869;6338;18144;1490;141;28290
260180 BETANIA;10;19;28;280;906;3380;331;2;4956
260190 BEZERROS;15;71;118;1176;4029;12544;1212;5;19170
260200 BODOCO;17;45;78;862;2641;9252;1062;237;14194
260210 BOM CONSELHO;16;50;84;1022;3577;10074;978;51;15852
260220 BOM JARDIM;8;37;74;604;2156;8133;943;6;11961
260230 BONITO;9;51;93;804;2458;10612;1613;14;15654
260240 BREJAO;5;16;34;322;1090;2826;195;2;4490
260250 BREJINHO;3;1;9;124;482;1832;233;6;2690
260260 BREJO DA MADRE DE DEUS;15;71;118;1214;3777;11343;939;10;17487
260270 BUENOS AIRES;6;13;28;253;892;3070;323;5;4590
260280 BUIQUE;24;55;136;1441;5115;15147;1539;330;23787
260290 CABO DE SANTO AGOSTINHO;76;323;496;5191;17222;46847;3475;12;73642
260300 CABROBO;15;51;89;761;2376;9148;1097;17;13554
260310 CACHOEIRINHA;9;25;51;380;1345;4587;481;1;6879
260320 CAETES;10;31;49;767;2455;6662;530;34;10538
260330 CALCADO;4;4;11;183;641;2421;338;6;3608
260340 CALUMBI;6;11;17;174;575;1540;108;6;2437
260345 CAMARAGIBE;68;257;376;3666;11170;33734;3173;5;52449
260350 CAMOCIM DE SAO FELIX;5;23;34;314;1036;3650;466;-;5528
260360 CAMUTANGA;9;4;9;165;525;1959;227;3;2901
260370 CANHOTINHO;11;31;41;532;1832;5940;601;16;9004
260380 CAPOEIRAS;8;28;42;523;1823;4487;357;6;7274
260390 CARNAIBA;8;26;35;441;1576;4473;354;2;6915
260392 CARNAUBEIRA DA PENHA;9;18;29;352;1114;4599;784;274;7179
260400 CARPINA;32;103;149;1402;4820;16487;1726;17;24736
260410 CARUARU;108;566;882;8361;26997;81598;7296;4;125812
260415 CASINHAS;3;13;26;220;852;3198;346;4;4662
260420 CATENDE;15;36;79;787;2787;9023;939;11;13677
260430 CEDRO;2;11;23;245;847;2780;240;8;4156
260440 CHA DE ALEGRIA;8;17;40;281;955;3126;316;24;4767
260450 CHA GRANDE;7;15;34;366;1278;5036;629;2;7367
260460 CONDADO;5;40;53;499;1663;5586;609;5;8460
260470 CORRENTES;8;25;37;310;1112;3892;423;5;5812
260480 CORTES;11;19;22;272;925;3633;532;7;5421
260490 CUMARU;4;16;26;252;841;3136;400;1;4676
260500 CUPIRA;9;34;35;447;1547;5791;860;6;8729
260510 CUSTODIA;15;48;81;729;2477;8905;765;11;13031
260515 DORMENTES;4;18;47;384;1183;4381;450;23;6490
260520 ESCADA;31;78;135;1536;5616;16948;1472;-;25816
260530 EXU;10;32;73;767;2753;8232;773;294;12934
260540 FEIRA NOVA;11;22;30;396;1446;5220;558;11;7694
260545 FERNANDO DE NORONHA;-;3;3;27;71;333;30;-;467
260550 FERREIROS;8;8;16;226;784;2398;251;7;3698
260560 FLORES;10;28;46;467;1647;4621;361;3;7183
260570 FLORESTA;13;61;81;623;1985;7840;1214;136;11953
260580 FREI MIGUELINHO;3;13;30;219;716;2585;279;9;3854
260590 GAMELEIRA;10;24;40;473;1627;5990;766;27;8957
260600 GARANHUNS;60;231;379;3765;12993;33450;2561;17;53456
260610 GLORIA DO GOITA;11;40;45;576;1893;6272;598;1;9436
260620 GOIANA;22;130;163;1969;6206;18440;1741;24;28695
260630 GRANITO;-;9;13;149;466;1712;167;56;2572
260640 GRAVATA;25;103;136;1470;4846;17723;1935;6;26244
260650 IATI;9;22;45;480;1684;5519;632;20;8411
260660 IBIMIRIM;9;43;60;682;2150;7556;867;237;11604
260670 IBIRAJUBA;1;6;16;163;463;1670;190;7;2516
260680 IGARASSU;40;156;252;2345;7808;23078;2110;39;35828
260690 IGUARACY;5;10;10;207;784;2525;223;-;3764
260700 INAJA;10;26;39;348;1057;5060;977;330;7847
260710 INGAZEIRA;4;3;4;64;275;983;99;4;1436
260720 IPOJUCA;35;148;253;2410;8173;23572;2117;22;36730
260730 IPUBI;13;36;75;837;2893;8638;661;138;13291
260740 ITACURUBA;2;10;10;108;287;1311;190;3;1921
260750 ITAIBA;13;32;65;598;2177;7047;780;15;10727
260760 ILHA DE ITAMARACA;3;22;45;482;1525;4655;435;-;7167
260765 ITAMBE;6;37;82;707;2334;8007;929;28;12130
260770 ITAPETIM;4;15;19;235;965;3257;286;21;4802
260775 ITAPISSUMA;11;38;47;564;1805;5713;524;7;8709
260780 ITAQUITINGA;9;20;34;362;1225;3903;400;3;5956
260790 JABOATAO DOS GUARARAPES;235;1068;1593;15440;49245;137292;11686;43;216602
260795 JAQUEIRA;7;8;36;285;1003;3151;301;3;4794
260800 JATAUBA;8;28;36;422;1357;4144;412;5;6412
260805 JATOBA;6;18;31;358;1004;3679;437;32;5565
260810 JOAO ALFREDO;6;26;49;496;1736;6238;842;29;9422
260820 JOAQUIM NABUCO;8;18;39;383;1346;4301;362;29;6486
260825 JUCATI;6;12;22;267;1044;2784;203;8;4346
260830 JUPI;9;22;29;403;1397;4223;447;33;6563
260840 JUREMA;4;17;33;317;980;3737;447;6;5541
260845 LAGOA DO CARRO;6;16;44;308;1010;3691;347;6;5428
260850 LAGOA DE ITAENGA;8;38;42;528;1722;6041;661;1;9041
260860 LAGOA DO OURO;2;21;28;292;982;3226;360;3;4914
260870 LAGOA DOS GATOS;5;21;17;222;845;3487;535;6;5138
260875 LAGOA GRANDE;5;38;63;677;2094;6082;629;24;9612
260880 LAJEDO;15;57;83;916;2998;10506;1095;54;15724
260890 LIMOEIRO;21;66;111;1096;3784;13032;1431;14;19555
260900 MACAPARANA;6;30;56;538;1826;6369;698;9;9532
260910 MACHADOS;5;22;28;280;922;3117;319;4;4697
260915 MANARI;4;12;37;316;1097;4816;1250;225;7757
260920 MARAIAL;4;14;14;310;1056;3608;342;6;5354
260930 MIRANDIBA;9;28;24;473;1489;4285;372;15;6695
260940 MORENO;21;106;133;1109;3891;12020;1098;105;18483
260950 NAZARE DA MATA;8;58;66;599;2090;7008;671;7;10507
260960 OLINDA;205;760;1123;10198;31491;87673;7036;24;138510
260970 OROBO;7;17;42;351;1187;4845;681;3;7133
260980 OROCO;14;24;42;287;1060;4224;587;4;6242
260990 OURICURI;29;100;165;1642;5257;18693;2078;461;28425
261000 PALMARES;29;101;142;1432;5703;18297;1664;1;27369
261010 PALMEIRINA;2;7;20;214;694;1964;132;90;3123
261020 PANELAS;9;28;39;535;1824;6192;838;5;9470
261030 PARANATAMA;3;15;21;367;1307;3243;241;8;5205
261040 PARNAMIRIM;4;26;47;418;1340;5746;686;246;8513
261050 PASSIRA;6;37;37;520;1866;6960;752;22;10200
261060 PAUDALHO;26;101;146;1195;4344;13298;1241;23;20374
261070 PAULISTA;106;493;689;6219;19514;57893;4956;22;89892
261080 PEDRA;11;23;41;515;1650;5878;703;8;8829
261090 PESQUEIRA;37;120;153;1618;5469;15820;1452;44;24713
261100 PETROLANDIA;7;55;77;924;3154;11029;1230;73;16549
261110 PETROLINA;222;715;1096;9520;29616;85567;7069;173;133978
261120 POCAO;7;12;32;276;929;2877;349;8;4490
261130 POMBOS;6;28;49;521;1775;6056;595;-;9030
261140 PRIMAVERA;3;12;23;228;898;2978;281;7;4430
261150 QUIPAPA;21;26;47;452;1589;5721;671;1;8528
261153 QUIXABA;2;4;12;142;501;1511;118;1;2291
261160 RECIFE;697;2844;4095;37218;114905;327756;27343;107;514965
261170 RIACHO DAS ALMAS;7;29;47;377;1218;4640;644;2;6964
261180 RIBEIRAO;16;52;100;842;2955;10106;1095;64;15230
261190 RIO FORMOSO;19;37;60;561;1692;6259;852;3;9483
261200 SAIRE;4;10;22;206;656;2349;276;8;3531
261210 SALGADINHO;-;10;14;122;311;1093;146;21;1717
261220 SALGUEIRO;32;116;163;1688;5267;15979;1286;62;24593
261230 SALOA;5;17;36;352;1465;3621;384;2;5882
261240 SANHARO;2;23;43;419;1294;4829;622;1;7233
261245 SANTA CRUZ;6;30;45;385;1213;4194;427;120;6420
261247 SANTA CRUZ DA BAIXA VERDE;6;14;34;302;1060;2959;199;16;4590
261250 SANTA CRUZ DO CAPIBARIBE;33;141;201;1994;6792;19596;1486;5;30248
261255 SANTA FILOMENA;3;9;19;223;899;3651;528;11;5343
261260 SANTA MARIA DA BOA VISTA;16;71;92;1048;3460;12518;1487;25;18717
261270 SANTA MARIA DO CAMBUCA;9;17;28;292;892;3273;286;5;4802
261280 SANTA TEREZINHA;7;12;20;211;740;2546;244;12;3792
261290 SAO BENEDITO DO SUL;5;6;19;245;815;2619;279;-;3988
261300 SAO BENTO DO UNA;22;63;98;1238;4205;12356;1179;87;19248
261310 SAO CAITANO;16;55;82;875;2849;8759;832;2;13470
261320 SAO JOAO;10;25;41;491;1847;5542;557;4;8517
261330 SAO JOAQUIM DO MONTE;3;29;43;374;1432;5633;728;4;8246
261340 SAO JOSE DA COROA GRANDE;9;30;33;477;1433;5111;588;11;7692
261350 SAO JOSE DO BELMONTE;11;40;66;711;2612;8769;701;29;12939
261360 SAO JOSE DO EGITO;5;35;61;530;1957;7082;795;27;10492
261370 SAO LOURENCO DA MATA;47;155;232;2488;7677;23348;2303;17;36267
261380 SAO VICENTE FERRER;7;20;26;392;1312;4361;469;3;6590
261390 SERRA TALHADA;66;131;215;2062;7223;21101;1503;30;32331
261400 SERRITA;8;28;35;453;1526;4877;460;17;7404
261410 SERTANIA;11;48;64;616;2037;7456;947;78;11257
261420 SIRINHAEM;31;60;91;874;2753;11334;1387;7;16537
261430 MOREILANDIA;3;11;25;225;787;2311;185;42;3589
261440 SOLIDAO;5;9;12;146;487;1425;148;-;2232
261450 SURUBIM;9;70;127;1096;4000;13393;1165;19;19879
261460 TABIRA;10;34;50;590;2136;7227;663;40;10750
261470 TACAIMBO;7;26;21;305;897;2601;248;7;4112
261480 TACARATU;6;28;37;448;1304;5066;656;215;7760
261485 TAMANDARE;8;36;52;554;1748;5901;735;143;9177
261500 TAQUARITINGA DO NORTE;16;28;37;532;1947;5912;432;8;8912
261510 TEREZINHA;1;5;13;151;550;1648;178;9;2555
261520 TERRA NOVA;3;10;26;226;600;2376;278;7;3526
261530 TIMBAUBA;20;65;127;1136;4026;12974;1319;83;19750
261540 TORITAMA;18;53;81;901;3028;9040;747;1;13869
261550 TRACUNHAEM;3;10;26;296;883;3183;353;6;4760
261560 TRINDADE;10;51;109;815;2784;9168;882;44;13863
261570 TRIUNFO;9;20;34;264;931;3259;360;5;4882
261580 TUPANATINGA;9;26;57;612;2034;6264;568;1;9571
261590 TUPARETAMA;2;18;15;135;490;2028;287;2;2977
261600 VENTUROSA;13;28;40;391;1350;4263;416;-;6501
261610 VERDEJANTE;7;20;16;270;810;2567;203;13;3906
261618 VERTENTE DO LERIO;1;8;9;145;548;2082;178;21;2992
261620 VERTENTES;6;31;33;441;1387;5028;539;2;7467
261630 VICENCIA;9;33;60;581;2125;6593;733;17;10151
261640 VITORIA DE SANTO ANTAO;55;203;341;3081;9926;31905;2784;10;48305
261650 XEXEU;4;25;40;429;1397;4200;409;-;6504
 MUNICIPIO IGNORADO - AL;-;-;-;3;3;8;-;-;14
270010 AGUA BRANCA;7;24;54;437;1581;5625;688;2;8418
270020 ANADIA;6;21;40;446;1292;4015;524;16;6360
270030 ARAPIRACA;706;343;570;5934;20106;59384;4900;86;92029
270040 ATALAIA;50;50;91;1074;3378;12055;1342;37;18077
270050 BARRA DE SANTO ANTONIO;7;21;31;425;1463;4112;354;26;6439
270060 BARRA DE SAO MIGUEL;1;14;22;228;773;2123;192;8;3361
270070 BATALHA;20;23;48;421;1313;4912;574;-;7311
270080 BELEM;1;3;5;119;444;1243;92;5;1912
270090 BELO MONTE;6;7;9;129;445;1669;191;4;2460
270100 BOCA DA MATA;9;36;81;630;2114;6845;675;1;10391
270110 BRANQUINHA;3;16;16;271;952;3196;355;85;4894
270120 CACIMBINHAS;5;12;30;248;854;2876;335;28;4388
270130 CAJUEIRO;8;26;44;469;1539;5813;1090;6;8995
270135 CAMPESTRE;-;7;16;154;486;1750;271;10;2694
270140 CAMPO ALEGRE;33;36;84;962;3096;9634;1007;42;14894
270150 CAMPO GRANDE;26;12;20;242;825;2766;256;47;4194
270160 CANAPI;7;14;35;418;1470;4965;634;10;7553
270170 CAPELA;3;15;31;385;1309;4519;576;98;6936
270180 CARNEIROS;5;10;26;258;870;2502;230;104;4005
270190 CHA PRETA;1;7;17;158;562;1928;257;6;2936
270200 COITE DO NOIA;38;21;23;260;951;2618;206;39;4156
270210 COLONIA LEOPOLDINA;3;22;42;446;1344;5408;756;36;8057
270220 COQUEIRO SECO;5;5;19;151;517;1329;100;19;2145
270230 CORURIPE;21;80;117;1375;4950;14134;1370;40;22087
270235 CRAIBAS;67;28;58;729;2276;6505;570;62;10295
270240 DELMIRO GOUVEIA;16;72;98;1197;4341;13809;1260;44;20837
270250 DOIS RIACHOS;3;7;28;259;968;2923;274;5;4467
270255 ESTRELA DE ALAGOAS;8;19;27;407;1338;3586;287;32;5704
270260 FEIRA GRANDE;67;24;41;521;1865;5475;465;193;8651
270270 FELIZ DESERTO;1;4;16;102;393;1102;95;7;1720
270280 FLEXEIRAS;4;16;26;342;1089;3370;374;4;5225
270290 GIRAU DO PONCIANO;96;41;88;922;3205;9053;735;3;14143
270300 IBATEGUARA;6;18;32;321;1257;4209;569;54;6466
270310 IGACI;27;28;42;582;1962;5780;520;25;8966
270320 IGREJA NOVA;7;20;54;623;2061;6055;540;29;9389
270330 INHAPI;7;15;46;455;1608;5324;565;3;8023
270340 JACARE DOS HOMENS;12;10;10;142;495;1832;203;31;2735
270350 JACUIPE;5;4;4;130;451;1473;162;57;2286
270360 JAPARATINGA;4;9;20;206;728;2319;239;22;3547
270370 JARAMATAIA;10;14;22;172;522;1573;175;10;2498
270375 JEQUIA DA PRAIA;4;8;18;239;838;2403;277;53;3840
270380 JOAQUIM GOMES;11;22;57;545;2041;6995;806;17;10494
270390 JUNDIA;2;2;6;90;302;996;105;17;1520
270400 JUNQUEIRO;25;34;63;508;1803;6158;665;6;9262
270410 LAGOA DA CANOA;46;26;36;446;1620;5195;486;17;7872
270420 LIMOEIRO DE ANADIA;56;23;50;539;1723;5709;624;93;8817
270430 MACEIO;380;1584;2423;23859;79778;225498;19309;13;352844
270440 MAJOR ISIDORO;27;20;31;392;1314;4774;539;18;7115
270450 MARAGOGI;16;36;67;672;2419;8539;1059;10;12818
270460 MARAVILHA;2;6;13;223;915;2643;207;14;4023
270470 MARECHAL DEODORO;23;81;124;1396;4427;12524;1132;20;19727
270480 MARIBONDO;31;22;24;312;1021;3224;290;13;4937
270490 MAR VERMELHO;-;7;5;54;205;699;67;1;1038
270500 MATA GRANDE;16;19;34;532;1980;5994;578;104;9257
270510 MATRIZ DE CAMARAGIBE;16;31;59;574;2207;6984;697;10;10578
270520 MESSIAS;3;20;37;429;1438;4445;461;59;6892
270530 MINADOR DO NEGRAO;-;6;10;150;415;1472;146;5;2204
270540 MONTEIROPOLIS;6;13;10;161;615;2152;293;4;3254
270550 MURICI;9;36;58;723;2502;8064;900;250;12542
270560 NOVO LINO;6;16;26;252;903;2923;308;3;4437
270570 OLHO D'AGUA DAS FLORES;7;19;49;573;1790;5931;606;19;8994
270580 OLHO D'AGUA DO CASADO;3;10;21;199;770;2240;273;8;3524
270590 OLHO D'AGUA GRANDE;9;10;9;116;438;1316;147;53;2098
270600 OLIVENCA;2;15;17;277;951;2874;311;19;4466
270610 OURO BRANCO;1;6;16;260;945;3062;330;3;4623
270620 PALESTINA;6;7;12;147;473;1467;157;6;2275
270630 PALMEIRA DOS INDIOS;11;83;167;2119;7280;20075;1557;11;31303
270640 PAO DE ACUCAR;7;30;54;532;2049;7114;789;20;10595
270642 PARICONHA;5;9;28;198;742;2821;405;35;4243
270644 PARIPUEIRA;8;24;23;343;1178;3050;226;12;4864
270650 PASSO DE CAMARAGIBE;10;19;33;343;1218;3815;412;114;5964
270660 PAULO JACINTO;3;7;7;125;452;1751;209;12;2566
270670 PENEDO;26;104;153;1718;5911;16385;1371;98;25766
270680 PIACABUCU;6;25;55;452;1634;4935;504;22;7633
270690 PILAR;12;49;75;906;3173;8931;804;82;14032
270700 PINDOBA;3;3;4;59;221;645;56;11;1002
270710 PIRANHAS;17;52;59;742;2376;7327;696;31;11300
270720 POCO DAS TRINCHEIRAS;3;9;31;334;1209;3710;314;59;5669
270730 PORTO CALVO;16;26;59;668;2351;7527;870;176;11693
270740 PORTO DE PEDRAS;3;5;21;175;639;1902;177;50;2972
270750 PORTO REAL DO COLEGIO;15;22;32;425;1467;5085;558;20;7624
270760 QUEBRANGULO;5;14;17;273;879;2997;300;1;4486
270770 RIO LARGO;17;112;186;1733;5826;17503;1773;23;27173
270780 ROTEIRO;2;12;22;232;862;2324;231;26;3711
270790 SANTA LUZIA DO NORTE;1;8;12;204;668;1795;153;35;2876
270800 SANTANA DO IPANEMA;19;70;129;1376;4765;13212;1220;206;20997
270810 SANTANA DO MUNDAU;4;5;14;211;757;2842;349;96;4278
270820 SAO BRAS;6;4;15;125;463;1773;210;10;2606
270830 SAO JOSE DA LAJE;8;20;38;500;1678;6870;959;43;10116
270840 SAO JOSE DA TAPERA;35;24;85;1031;3238;9185;837;179;14614
270850 SAO LUIS DO QUITUNDE;26;45;66;875;2832;9759;1023;294;14920
270860 SAO MIGUEL DOS CAMPOS;26;75;136;1444;5257;15305;1468;668;24379
270870 SAO MIGUEL DOS MILAGRES;6;9;15;129;576;1591;162;51;2539
270880 SAO SEBASTIAO;84;42;78;851;3042;9191;964;245;14497
270890 SATUBA;2;18;25;318;1078;3149;341;7;4938
270895 SENADOR RUI PALMEIRA;4;13;28;436;1295;3177;328;284;5565
270900 TANQUE D'ARCA;10;7;10;151;445;1215;108;37;1983
270910 TAQUARANA;53;19;35;431;1504;5002;507;-;7551
270915 TEOTONIO VILELA;20;73;99;1128;3688;11967;1186;27;18188
270920 TRAIPU;56;32;39;553;1985;6091;606;58;9420
270930 UNIAO DOS PALMARES;22;75;116;1588;5665;19145;1985;5;28601
270940 VICOSA;7;32;72;652;2288;7078;806;13;10948
 MUNICIPIO IGNORADO - SE;-;-;2;2;4;12;1;-;21
280010 AMPARO DE SAO FRANCISCO;-;5;4;49;169;547;65;3;842
280020 AQUIDABA;10;34;55;471;1364;4303;515;65;6817
280030 ARACAJU;423;1299;1707;14884;45332;135572;13147;233;212597
280040 ARAUA;2;11;20;212;831;2772;336;17;4201
280050 AREIA BRANCA;7;34;43;429;1430;4314;447;25;6729
280060 BARRA DOS COQUEIROS;16;70;79;768;2214;6788;734;31;10700
280067 BOQUIM;4;32;50;528;1759;6080;740;30;9223
280070 BREJO GRANDE;1;16;18;210;663;1990;250;50;3198
280100 CAMPO DO BRITO;11;24;38;450;1454;3888;323;14;6202
280110 CANHOBA;-;7;4;101;344;1111;128;80;1775
280120 CANINDE DE SAO FRANCISCO;12;59;71;784;2681;8609;895;22;13133
280130 CAPELA;25;80;87;903;2853;8026;774;86;12834
280140 CARIRA;4;30;40;481;1582;5057;479;55;7728
280150 CARMOPOLIS;13;34;48;420;1344;3783;341;20;6003
280160 CEDRO DE SAO JOAO;2;12;13;126;415;1163;121;3;1855
280170 CRISTINAPOLIS;5;23;35;395;1544;4855;562;78;7497
280190 CUMBE;1;3;6;74;275;788;90;6;1243
280200 DIVINA PASTORA;1;11;16;123;323;1143;110;2;1729
280210 ESTANCIA;23;101;189;1590;5425;16675;1906;19;25928
280220 FEIRA NOVA;1;5;20;134;492;1472;112;12;2248
280230 FREI PAULO;2;24;24;312;1120;3566;351;18;5417
280240 GARARU;2;15;22;226;680;2377;306;58;3686
280250 GENERAL MAYNARD;1;3;7;67;203;568;51;1;901
280260 GRACHO CARDOSO;2;10;10;121;417;1228;120;20;1928
280270 ILHA DAS FLORES;3;18;16;170;664;2296;303;25;3495
280280 INDIAROBA;4;12;34;432;1265;4705;623;72;7147
280290 ITABAIANA;22;133;219;2125;7584;22166;1900;32;34181
280300 ITABAIANINHA;11;60;87;896;3039;10152;1352;19;15616
280310 ITABI;1;8;8;92;246;964;125;4;1448
280320 ITAPORANGA D'AJUDA;13;61;85;851;2648;8329;969;9;12965
280330 JAPARATUBA;7;27;47;405;1256;3955;408;22;6127
280340 JAPOATA;4;22;32;317;1020;3443;390;46;5274
280350 LAGARTO;14;119;222;2348;7836;23071;2275;44;35929
280360 LARANJEIRAS;16;70;89;786;2360;7018;676;16;11031
280370 MACAMBIRA;2;15;17;154;540;1509;140;4;2381
280380 MALHADA DOS BOIS;3;10;13;86;331;994;123;9;1569
280390 MALHADOR;4;22;32;249;979;2763;232;19;4300
280400 MARUIM;8;21;70;479;1498;4336;467;23;6902
280410 MOITA BONITA;2;10;19;223;743;2205;181;18;3401
280420 MONTE ALEGRE DE SERGIPE;1;19;35;321;1157;3920;377;6;5836
280430 MURIBECA;2;17;23;194;573;1696;209;5;2719
280440 NEOPOLIS;6;23;37;368;1278;4259;570;27;6568
280445 NOSSA SENHORA APARECIDA;3;15;22;171;627;1756;120;34;2748
280450 NOSSA SENHORA DA GLORIA;8;41;64;832;2728;8897;873;30;13473
280460 NOSSA SENHORA DAS DORES;11;47;72;588;1900;5966;565;103;9252
280470 NOSSA SENHORA DE LOURDES;2;5;7;125;390;1396;167;6;2098
280480 NOSSA SENHORA DO SOCORRO;112;364;526;4934;14738;42914;4412;96;68096
280490 PACATUBA;2;14;44;339;1145;3407;383;52;5386
280500 PEDRA MOLE;1;1;6;62;209;621;46;2;948
280510 PEDRINHAS;2;12;13;202;627;2081;242;11;3190
280520 PINHAO;1;11;12;138;460;1458;179;1;2260
280530 PIRAMBU;6;12;25;233;760;2262;256;4;3558
280540 POCO REDONDO;8;49;61;771;2505;8113;875;10;12392
280550 POCO VERDE;4;12;34;380;1328;4980;598;74;7410
280560 PORTO DA FOLHA;6;24;71;630;2116;6662;754;57;10320
280570 PROPRIA;3;60;63;736;2305;6865;749;180;10961
280580 RIACHAO DO DANTAS;4;10;40;398;1579;4794;534;117;7476
280590 RIACHUELO;12;26;34;291;771;2611;297;6;4048
280600 RIBEIROPOLIS;5;23;31;333;1163;3260;232;13;5060
280610 ROSARIO DO CATETE;-;19;35;248;833;2438;279;14;3866
280620 SALGADO;5;23;43;407;1307;4371;522;10;6688
280630 SANTA LUZIA DO ITANHY;5;17;32;330;1203;3782;454;25;5848
280640 SANTANA DO SAO FRANCISCO;1;13;17;148;507;1683;192;3;2564
280650 SANTA ROSA DE LIMA;1;3;6;103;338;1005;136;15;1607
280660 SANTO AMARO DAS BROTAS;5;21;29;303;912;2758;280;6;4314
280670 SAO CRISTOVAO;61;184;256;2243;6825;19541;1968;52;31130
