 Nascidos vivos - Brasil;;;;
Nascim p/resid.mãe por Município e Sexo;;;;
Período:2000-2022;;;;
Município;Masc;Fem;Ign;Total
291370 INHAMBUPE;6083;5896;7;11986
291380 IPECAETA;2173;2083;19;4275
291390 IPIAU;8516;7853;8;16377
291400 IPIRA;9780;9353;77;19210
291410 IPUPIARA;1321;1275;2;2598
291420 IRAJUBA;1164;1175;-;2339
291430 IRAMAIA;1601;1497;2;3100
291440 IRAQUARA;4684;4545;2;9231
291450 IRARA;4295;4031;44;8370
291460 IRECE;14796;14079;7;28882
291465 ITABELA;6731;6276;7;13014
291470 ITABERABA;12178;11664;92;23934
291480 ITABUNA;38138;36242;67;74447
291490 ITACARE;3925;3759;14;7698
291500 ITAETE;2918;2831;4;5753
291510 ITAGI;2781;2591;1;5373
291520 ITAGIBA;2639;2499;8;5146
291530 ITAGIMIRIM;1288;1138;2;2428
291535 ITAGUACU DA BAHIA;2322;2187;1;4510
291540 ITAJU DO COLONIA;1258;1194;1;2453
291550 ITAJUIPE;3866;3511;13;7390
291560 ITAMARAJU;13623;12733;88;26444
291570 ITAMARI;1570;1574;1;3145
291580 ITAMBE;4017;3800;3;7820
291590 ITANAGRA;1135;1092;2;2229
291600 ITANHEM;2834;2720;43;5597
291610 ITAPARICA;3159;3161;2;6322
291620 ITAPE;1703;1594;4;3301
291630 ITAPEBI;2026;1880;3;3909
291640 ITAPETINGA;13147;12595;3;25745
291650 ITAPICURU;4770;4510;7;9287
291660 ITAPITANGA;1288;1276;1;2565
291670 ITAQUARA;1361;1299;-;2660
291680 ITARANTIM;2933;2649;2;5584
291685 ITATIM;2479;2259;16;4754
291690 ITIRUCU;1967;1998;1;3966
291700 ITIUBA;7233;6896;5;14134
291710 ITORORO;3389;3276;1;6666
291720 ITUACU;3131;3047;1;6179
291730 ITUBERA;5373;4999;4;10376
291733 IUIU;1806;1760;4;3570
291735 JABORANDI;1599;1402;2;3003
291740 JACARACI;1776;1576;1;3353
291750 JACOBINA;15504;14967;84;30555
291760 JAGUAQUARA;10160;9718;3;19881
291770 JAGUARARI;5416;5158;23;10597
291780 JAGUARIPE;2402;2195;3;4600
291790 JANDAIRA;1661;1657;1;3319
291800 JEQUIE;29538;28379;13;57930
291810 JEREMOABO;6578;6289;7;12874
291820 JIQUIRICA;2093;1985;6;4084
291830 JITAUNA;2506;2292;1;4799
291835 JOAO DOURADO;5191;4958;-;10149
291840 JUAZEIRO;49240;46720;19;95979
291845 JUCURUCU;1138;1116;8;2262
291850 JUSSARA;3136;3100;-;6236
291855 JUSSARI;1128;1104;1;2233
291860 JUSSIAPE;839;787;5;1631
291870 LAFAIETE COUTINHO;507;470;-;977
291875 LAGOA REAL;1524;1452;3;2979
291880 LAJE;3967;3778;7;7752
291890 LAJEDAO;471;486;1;958
291900 LAJEDINHO;620;652;-;1272
291905 LAJEDO DO TABOCAL;1161;1086;-;2247
291910 LAMARAO;1095;1052;16;2163
291915 LAPAO;5442;5153;2;10597
291920 LAURO DE FREITAS;33645;32118;27;65790
291930 LENCOIS;1712;1705;1;3418
291940 LICINIO DE ALMEIDA;1756;1673;8;3437
291950 LIVRAMENTO DE NOSSA SENHORA;6940;6535;15;13490
291955 LUIS EDUARDO MAGALHAES;15591;14919;12;30522
291960 MACAJUBA;2139;2005;7;4151
291970 MACARANI;2812;2707;1;5520
291980 MACAUBAS;6950;6719;1;13670
291990 MACURURE;1303;1307;1;2611
291992 MADRE DE DEUS;3173;3118;18;6309
291995 MAETINGA;1072;972;1;2045
292000 MAIQUINIQUE;1474;1358;-;2832
292010 MAIRI;2885;2787;10;5682
292020 MALHADA;3123;2868;4;5995
292030 MALHADA DE PEDRAS;1375;1280;1;2656
292040 MANOEL VITORINO;2435;2327;10;4772
292045 MANSIDAO;1158;1054;1;2213
292050 MARACAS;4604;4490;-;9094
292060 MARAGOGIPE;5983;5810;42;11835
292070 MARAU;2677;2625;14;5316
292080 MARCIONILIO SOUZA;1916;1890;6;3812
292090 MASCOTE;2474;2383;8;4865
292100 MATA DE SAO JOAO;8315;7852;13;16180
292105 MATINA;2039;1910;2;3951
292110 MEDEIROS NETO;3884;3622;85;7591
292120 MIGUEL CALMON;4983;4710;8;9701
292130 MILAGRES;2113;2009;1;4123
292140 MIRANGABA;2615;2384;21;5020
292145 MIRANTE;1302;1227;-;2529
292150 MONTE SANTO;8888;8603;4;17495
292160 MORPARA;1416;1335;-;2751
292170 MORRO DO CHAPEU;6864;6527;14;13405
292180 MORTUGABA;1535;1424;2;2961
292190 MUCUGE;2155;2029;1;4185
292200 MUCURI;7580;7197;8;14785
292205 MULUNGU DO MORRO;2809;2591;2;5402
292210 MUNDO NOVO;3557;3337;5;6899
292220 MUNIZ FERREIRA;949;932;1;1882
292225 MUQUEM DE SAO FRANCISCO;2095;1947;3;4045
292230 MURITIBA;3999;3765;22;7786
292240 MUTUIPE;3688;3570;12;7270
292250 NAZARE;4135;3954;10;8099
292260 NILO PECANHA;2241;2151;14;4406
292265 NORDESTINA;2126;2003;12;4141
292270 NOVA CANAA;2311;2248;-;4559
292273 NOVA FATIMA;1001;983;14;1998
292275 NOVA IBIA;931;879;-;1810
292280 NOVA ITARANA;1376;1270;-;2646
292285 NOVA REDENCAO;1452;1331;3;2786
292290 NOVA SOURE;4435;4090;7;8532
292300 NOVA VICOSA;6764;6584;44;13392
292303 NOVO HORIZONTE;1651;1576;2;3229
292305 NOVO TRIUNFO;1500;1400;10;2910
292310 OLINDINA;4394;4234;9;8637
292320 OLIVEIRA DOS BREJINHOS;3444;3277;4;6725
292330 OURICANGAS;1165;1156;5;2326
292335 OUROLANDIA;3491;3409;13;6913
292340 PALMAS DE MONTE ALTO;3398;3162;1;6561
292350 PALMEIRAS;1684;1606;8;3298
292360 PARAMIRIM;2896;2730;1;5627
292370 PARATINGA;5849;5576;3;11428
292380 PARIPIRANGA;4115;4048;5;8168
292390 PAU BRASIL;2301;2203;1;4505
292400 PAULO AFONSO;22135;20896;29;43060
292405 PE DE SERRA;2076;1947;32;4055
292410 PEDRAO;843;875;4;1722
292420 PEDRO ALEXANDRE;2418;2400;2;4820
292430 PIATA;3352;3160;7;6519
292440 PILAO ARCADO;6711;6260;3;12974
292450 PINDAI;2326;2176;2;4504
292460 PINDOBACU;3572;3501;5;7078
292465 PINTADAS;1342;1288;11;2641
292467 PIRAI DO NORTE;1419;1330;2;2751
292470 PIRIPA;1363;1282;-;2645
292480 PIRITIBA;3294;3148;11;6453
292490 PLANALTINO;1180;1121;2;2303
292500 PLANALTO;4441;4331;6;8778
292510 POCOES;8623;8212;3;16838
292520 POJUCA;6351;6227;1;12579
292525 PONTO NOVO;3187;3136;10;6333
292530 PORTO SEGURO;30142;28950;16;59108
292540 POTIRAGUA;1686;1586;-;3272
292550 PRADO;5405;5239;11;10655
292560 PRESIDENTE DUTRA;2383;2281;10;4674
292570 PRESIDENTE JANIO QUADROS;1760;1714;4;3478
292575 PRESIDENTE TANCREDO NEVES;4915;4582;6;9503
292580 QUEIMADAS;4145;3995;15;8155
292590 QUIJINGUE;4338;4137;15;8490
292593 QUIXABEIRA;1461;1328;2;2791
292595 RAFAEL JAMBEIRO;3710;3611;19;7340
292600 REMANSO;8747;8364;11;17122
292610 RETIROLANDIA;2368;2278;7;4653
292620 RIACHAO DAS NEVES;3825;3696;5;7526
292630 RIACHAO DO JACUIPE;5061;4865;61;9987
292640 RIACHO DE SANTANA;4869;4690;1;9560
292650 RIBEIRA DO AMPARO;2473;2370;11;4854
292660 RIBEIRA DO POMBAL;9621;9046;5;18672
292665 RIBEIRAO DO LARGO;1297;1198;-;2495
292670 RIO DE CONTAS;1829;1664;1;3494
292680 RIO DO ANTONIO;1786;1684;5;3475
292690 RIO DO PIRES;1346;1280;1;2627
292700 RIO REAL;6975;6672;8;13655
292710 RODELAS;1809;1725;-;3534
292720 RUY BARBOSA;5938;5751;9;11698
292730 SALINAS DA MARGARIDA;2051;1942;3;3996
292740 SALVADOR;428126;409270;510;837906
292750 SANTA BARBARA;3396;3247;33;6676
292760 SANTA BRIGIDA;2868;2807;1;5676
292770 SANTA CRUZ CABRALIA;5186;5009;14;10209
292780 SANTA CRUZ DA VITORIA;832;828;1;1661
292790 SANTA INES;1721;1635;1;3357
292800 SANTALUZ;7003;6739;8;13750
292805 SANTA LUZIA;2188;2069;2;4259
292810 SANTA MARIA DA VITORIA;6494;6083;13;12590
292820 SANTANA;3892;3633;5;7530
292830 SANTANOPOLIS;1267;1237;13;2517
292840 SANTA RITA DE CASSIA;4799;4400;5;9204
292850 SANTA TERESINHA;1614;1581;8;3203
292860 SANTO AMARO;9194;8735;12;17941
292870 SANTO ANTONIO DE JESUS;15867;15101;8;30976
292880 SANTO ESTEVAO;8646;8129;62;16837
292890 SAO DESIDERIO;5751;5598;35;11384
292895 SAO DOMINGOS;1261;1118;10;2389
292900 SAO FELIX;2021;1915;5;3941
292905 SAO FELIX DO CORIBE;2857;2759;2;5618
292910 SAO FELIPE;2769;2698;21;5488
292920 SAO FRANCISCO DO CONDE;6488;6108;9;12605
292925 SAO GABRIEL;3830;3643;3;7476
292930 SAO GONCALO DOS CAMPOS;4983;4827;50;9860
292935 SAO JOSE DA VITORIA;1338;1248;1;2587
292937 SAO JOSE DO JACUIPE;1700;1651;2;3353
292940 SAO MIGUEL DAS MATAS;1668;1640;1;3309
292950 SAO SEBASTIAO DO PASSE;6566;6250;13;12829
292960 SAPEACU;3128;2890;37;6055
292970 SATIRO DIAS;2819;2787;7;5613
292975 SAUBARA;1466;1474;1;2941
292980 SAUDE;1961;1809;1;3771
292990 SEABRA;8132;7963;27;16122
293000 SEBASTIAO LARANJEIRAS;1259;1256;6;2521
293010 SENHOR DO BONFIM;13910;13043;83;27036
293015 SERRA DO RAMALHO;6215;5722;7;11944
293020 SENTO SE;6722;6413;14;13149
293030 SERRA DOURADA;2915;2703;1;5619
293040 SERRA PRETA;2273;2130;42;4445
293050 SERRINHA;14660;13748;189;28597
293060 SERROLANDIA;2010;1964;19;3993
293070 SIMOES FILHO;23278;22084;13;45375
293075 SITIO DO MATO;2203;2063;-;4266
293076 SITIO DO QUINTO;1932;1798;2;3732
293077 SOBRADINHO;4960;4707;2;9669
293080 SOUTO SOARES;3083;3079;3;6165
293090 TABOCAS DO BREJO VELHO;1826;1713;-;3539
293100 TANHACU;3132;2988;6;6126
293105 TANQUE NOVO;2534;2475;1;5010
293110 TANQUINHO;1127;1115;12;2254
293120 TAPEROA;3372;3118;1;6491
293130 TAPIRAMUTA;3028;2962;4;5994
293135 TEIXEIRA DE FREITAS;28735;27567;379;56681
293140 TEODORO SAMPAIO;1021;919;14;1954
293150 TEOFILANDIA;3613;3347;65;7025
293160 TEOLANDIA;2502;2257;6;4765
293170 TERRA NOVA;1785;1688;7;3480
293180 TREMEDAL;2348;2202;3;4553
293190 TUCANO;7479;7151;19;14649
293200 UAUA;4233;3864;1;8098
293210 UBAIRA;3423;3257;1;6681
293220 UBAITABA;4078;3914;20;8012
293230 UBATA;3762;3513;17;7292
293240 UIBAI;2110;2112;1;4223
293245 UMBURANAS;2256;2117;19;4392
293250 UNA;4005;3675;20;7700
293260 URANDI;2655;2447;3;5105
293270 URUCUCA;4261;3955;28;8244
293280 UTINGA;3698;3431;3;7132
293290 VALENCA;17383;16464;4;33851
293300 VALENTE;3779;3585;34;7398
293305 VARZEA DA ROCA;2053;1871;4;3928
293310 VARZEA DO POCO;1292;1248;1;2541
293315 VARZEA NOVA;2336;2285;18;4639
293317 VARZEDO;1397;1389;-;2786
293320 VERA CRUZ;6438;6122;13;12573
293325 VEREDA;916;889;5;1810
293330 VITORIA DA CONQUISTA;64763;61560;13;126336
293340 WAGNER;1689;1550;1;3240
293345 WANDERLEY;2335;2286;5;4626
293350 WENCESLAU GUIMARAES;4379;4305;7;8691
293360 XIQUE-XIQUE;10784;10340;6;21130
 MUNICIPIO IGNORADO - MG;175;153;-;328
310010 ABADIA DOS DOURADOS;810;791;-;1601
310020 ABAETE;3071;2963;19;6053
310030 ABRE CAMPO;2072;2083;2;4157
310040 ACAIACA;568;541;2;1111
310050 ACUCENA;1428;1323;1;2752
310060 AGUA BOA;2442;2361;7;4810
310070 AGUA COMPRIDA;234;222;-;456
310080 AGUANIL;447;493;-;940
310090 AGUAS FORMOSAS;3492;3320;-;6812
310100 AGUAS VERMELHAS;2087;1988;-;4075
310110 AIMORES;3982;3839;2;7823
310120 AIURUOCA;744;682;-;1426
310130 ALAGOA;318;299;-;617
310140 ALBERTINA;270;257;1;528
310150 ALEM PARAIBA;5108;5066;1;10175
310160 ALFENAS;12157;11509;8;23674
310163 ALFREDO VASCONCELOS;935;843;1;1779
310170 ALMENARA;6868;6612;58;13538
310180 ALPERCATA;1123;1049;1;2173
310190 ALPINOPOLIS;2941;2781;4;5726
310200 ALTEROSA;2059;2042;1;4102
310205 ALTO CAPARAO;944;873;1;1818
310210 ALTO RIO DOCE;1347;1348;8;2703
310220 ALVARENGA;627;611;-;1238
310230 ALVINOPOLIS;1998;1911;1;3910
310240 ALVORADA DE MINAS;641;625;-;1266
310250 AMPARO DO SERRA;723;723;-;1446
310260 ANDRADAS;5324;5189;-;10513
310270 CACHOEIRA DE PAJEU;1327;1236;1;2564
310280 ANDRELANDIA;1588;1581;9;3178
310285 ANGELANDIA;1439;1436;-;2875
310290 ANTONIO CARLOS;1574;1351;-;2925
310300 ANTONIO DIAS;1315;1260;-;2575
310310 ANTONIO PRADO DE MINAS;156;125;-;281
310320 ARACAI;307;252;1;560
310330 ARACITABA;203;216;1;420
310340 ARACUAI;5527;5475;10;11012
310350 ARAGUARI;16652;15841;7;32500
310360 ARANTINA;411;364;2;777
310370 ARAPONGA;1269;1280;1;2550
310375 ARAPORA;1331;1207;1;2539
310380 ARAPUA;246;247;1;494
310390 ARAUJOS;1159;1087;2;2248
310400 ARAXA;16023;15154;25;31202
310410 ARCEBURGO;935;843;-;1778
310420 ARCOS;5362;5159;2;10523
310430 AREADO;2047;1895;1;3943
310440 ARGIRITA;356;294;-;650
310445 ARICANDUVA;749;787;1;1537
310450 ARINOS;2991;2828;1;5820
310460 ASTOLFO DUTRA;1535;1507;1;3043
310470 ATALEIA;2015;1843;1;3859
310480 AUGUSTO DE LIMA;701;695;2;1398
310490 BAEPENDI;2697;2468;-;5165
310500 BALDIM;1046;984;-;2030
310510 BAMBUI;2822;2734;2;5558
310520 BANDEIRA;558;555;3;1116
310530 BANDEIRA DO SUL;721;689;1;1411
310540 BARAO DE COCAIS;4526;4450;9;8985
310550 BARAO DE MONTE ALTO;708;621;8;1337
310560 BARBACENA;17831;17054;4;34889
310570 BARRA LONGA;670;707;2;1379
310590 BARROSO;3305;3067;2;6374
310600 BELA VISTA DE MINAS;1580;1465;4;3049
310610 BELMIRO BRAGA;395;362;3;760
310620 BELO HORIZONTE;364557;348522;198;713277
310630 BELO ORIENTE;3861;3694;2;7557
310640 BELO VALE;1055;989;4;2048
310650 BERILO;1332;1291;10;2633
310660 BERTOPOLIS;1025;914;2;1941
310665 BERIZAL;740;690;-;1430
310670 BETIM;69896;66765;43;136704
310680 BIAS FORTES;387;389;2;778
310690 BICAS;1974;1960;4;3938
310700 BIQUINHAS;251;241;-;492
310710 BOA ESPERANCA;6838;6458;3;13299
310720 BOCAINA DE MINAS;379;371;-;750
310730 BOCAIUVA;8321;7946;5;16272
310740 BOM DESPACHO;7653;7137;1;14791
310750 BOM JARDIM DE MINAS;882;843;-;1725
310760 BOM JESUS DA PENHA;525;498;-;1023
310770 BOM JESUS DO AMPARO;860;774;-;1634
310780 BOM JESUS DO GALHO;2083;2030;2;4115
310790 BOM REPOUSO;1605;1446;1;3052
310800 BOM SUCESSO;2356;2314;1;4671
310810 BONFIM;594;547;1;1142
310820 BONFINOPOLIS DE MINAS;743;697;1;1441
310825 BONITO DE MINAS;1578;1509;3;3090
310830 BORDA DA MATA;2190;2107;1;4298
310840 BOTELHOS;1725;1618;1;3344
310850 BOTUMIRIM;869;813;2;1684
310855 BRASILANDIA DE MINAS;2629;2458;-;5087
310860 BRASILIA DE MINAS;5760;5489;4;11253
310870 BRAS PIRES;534;532;1;1067
310880 BRAUNAS;639;591;1;1231
310890 BRAZOPOLIS;2001;1864;7;3872
310900 BRUMADINHO;5022;4800;4;9826
310910 BUENO BRANDAO;1263;1167;1;2431
310920 BUENOPOLIS;1389;1309;-;2698
310925 BUGRE;549;590;1;1140
310930 BURITIS;4805;4585;1;9391
310940 BURITIZEIRO;4966;4768;12;9746
310945 CABECEIRA GRANDE;827;813;-;1640
310950 CABO VERDE;1959;1797;1;3757
310960 CACHOEIRA DA PRATA;481;417;-;898
310970 CACHOEIRA DE MINAS;1433;1319;2;2754
310980 CACHOEIRA DOURADA;363;278;-;641
310990 CAETANOPOLIS;1341;1352;3;2696
311000 CAETE;5791;5471;2;11264
311010 CAIANA;740;695;3;1438
311020 CAJURI;564;519;1;1084
311030 CALDAS;1432;1367;2;2801
311040 CAMACHO;404;349;1;754
311050 CAMANDUCAIA;3192;2986;2;6180
311060 CAMBUI;3707;3636;1;7344
311070 CAMBUQUIRA;1782;1740;-;3522
311080 CAMPANARIO;531;481;1;1013
311090 CAMPANHA;2429;2278;7;4714
311100 CAMPESTRE;2802;2683;1;5486
311110 CAMPINA VERDE;2440;2313;-;4753
311115 CAMPO AZUL;451;527;-;978
311120 CAMPO BELO;7711;7520;17;15248
311130 CAMPO DO MEIO;1613;1507;-;3120
311140 CAMPO FLORIDO;1112;1036;-;2148
311150 CAMPOS ALTOS;2518;2446;-;4964
311160 CAMPOS GERAIS;4079;3896;1;7976
311170 CANAA;661;624;-;1285
311180 CANAPOLIS;1647;1475;-;3122
311190 CANA VERDE;728;705;-;1433
311200 CANDEIAS;1529;1456;1;2986
311205 CANTAGALO;629;626;5;1260
311210 CAPARAO;919;819;2;1740
311220 CAPELA NOVA;594;552;-;1146
311230 CAPELINHA;7137;6840;2;13979
311240 CAPETINGA;976;876;1;1853
311250 CAPIM BRANCO;1299;1258;6;2563
311260 CAPINOPOLIS;2262;2117;-;4379
311265 CAPITAO ANDRADE;720;667;1;1388
311270 CAPITAO ENEAS;2535;2443;2;4980
311280 CAPITOLIO;1085;972;-;2057
311290 CAPUTIRA;1581;1404;1;2986
311300 CARAI;3770;3601;1;7372
311310 CARANAIBA;396;389;1;786
311320 CARANDAI;3475;3320;1;6796
311330 CARANGOLA;5192;4972;59;10223
311340 CARATINGA;14236;13382;4;27622
311350 CARBONITA;1217;1135;-;2352
311360 CAREACU;876;903;-;1779
311370 CARLOS CHAGAS;3073;2907;2;5982
311380 CARMESIA;436;386;-;822
311390 CARMO DA CACHOEIRA;1805;1695;-;3500
311400 CARMO DA MATA;1293;1249;1;2543
311410 CARMO DE MINAS;2030;1926;1;3957
311420 CARMO DO CAJURU;3129;3037;2;6168
311430 CARMO DO PARANAIBA;4280;4105;3;8388
311440 CARMO DO RIO CLARO;2581;2428;-;5009
311450 CARMOPOLIS DE MINAS;2612;2509;1;5122
311455 CARNEIRINHO;1083;1169;1;2253
311460 CARRANCAS;547;568;-;1115
311470 CARVALHOPOLIS;475;424;1;900
311480 CARVALHOS;499;502;-;1001
311490 CASA GRANDE;256;268;-;524
311500 CASCALHO RICO;309;321;-;630
311510 CASSIA;2765;2608;-;5373
311520 CONCEICAO DA BARRA DE MINAS;447;424;2;873
311530 CATAGUASES;9199;8907;3;18109
311535 CATAS ALTAS;805;703;1;1509
311540 CATAS ALTAS DA NORUEGA;490;462;2;954
311545 CATUJI;1568;1472;1;3041
311547 CATUTI;735;699;-;1434
311550 CAXAMBU;3162;2905;-;6067
311560 CEDRO DO ABAETE;152;118;-;270
311570 CENTRAL DE MINAS;1006;936;7;1949
311580 CENTRALINA;1214;1107;-;2321
311590 CHACARA;336;294;1;631
311600 CHALE;904;813;-;1717
311610 CHAPADA DO NORTE;1626;1616;4;3246
311615 CHAPADA GAUCHA;2083;1963;2;4048
311620 CHIADOR;301;343;-;644
311630 CIPOTANEA;804;707;2;1513
311640 CLARAVAL;263;247;-;510
311650 CLARO DOS POCOES;951;897;1;1849
311660 CLAUDIO;4314;4320;6;8640
311670 COIMBRA;960;830;1;1791
311680 COLUNA;1525;1417;1;2943
311690 COMENDADOR GOMES;279;327;2;608
311700 COMERCINHO;945;895;2;1842
311710 CONCEICAO DA APARECIDA;1398;1373;-;2771
311720 CONCEICAO DAS PEDRAS;359;313;-;672
311730 CONCEICAO DAS ALAGOAS;4221;3989;2;8212
311740 CONCEICAO DE IPANEMA;688;667;-;1355
311750 CONCEICAO DO MATO DENTRO;3044;2978;3;6025
311760 CONCEICAO DO PARA;682;617;1;1300
311770 CONCEICAO DO RIO VERDE;1992;1933;1;3926
311780 CONCEICAO DOS OUROS;1437;1361;-;2798
311783 CONEGO MARINHO;957;899;-;1856
311787 CONFINS;1015;903;1;1919
311790 CONGONHAL;1326;1236;1;2563
311800 CONGONHAS;8205;7955;1;16161
311810 CONGONHAS DO NORTE;732;659;-;1391
311820 CONQUISTA;896;872;1;1769
311830 CONSELHEIRO LAFAIETE;19036;18161;13;37210
311840 CONSELHEIRO PENA;3324;3219;4;6547
311850 CONSOLACAO;218;224;-;442
311860 CONTAGEM;100306;95971;117;196394
311870 COQUEIRAL;1238;1223;-;2461
311880 CORACAO DE JESUS;3754;3659;1;7414
311890 CORDISBURGO;859;895;1;1755
311900 CORDISLANDIA;495;462;-;957
311910 CORINTO;3847;3575;11;7433
311920 COROACI;1134;1015;2;2151
311930 COROMANDEL;3874;3705;-;7579
311940 CORONEL FABRICIANO;16528;16045;5;32578
311950 CORONEL MURTA;1158;1152;4;2314
311960 CORONEL PACHECO;315;341;1;657
311970 CORONEL XAVIER CHAVES;393;429;-;822
311980 CORREGO DANTA;308;295;-;603
311990 CORREGO DO BOM JESUS;329;323;2;654
311995 CORREGO FUNDO;696;701;-;1397
312000 CORREGO NOVO;414;400;1;815
312010 COUTO DE MAGALHAES DE MINAS;667;611;2;1280
312015 CRISOLITA;1044;945;2;1991
312020 CRISTAIS;1550;1421;-;2971
312030 CRISTALIA;1151;1071;1;2223
312040 CRISTIANO OTONI;745;756;1;1502
312050 CRISTINA;1341;1245;3;2589
312060 CRUCILANDIA;579;586;-;1165
312070 CRUZEIRO DA FORTALEZA;642;556;-;1198
312080 CRUZILIA;2473;2347;-;4820
312083 CUPARAQUE;807;659;-;1466
312087 CURRAL DE DENTRO;1339;1234;1;2574
312090 CURVELO;12075;11445;9;23529
312100 DATAS;942;881;1;1824
312110 DELFIM MOREIRA;1057;978;1;2036
312120 DELFINOPOLIS;923;923;-;1846
312125 DELTA;1490;1397;2;2889
312130 DESCOBERTO;575;539;-;1114
312140 DESTERRO DE ENTRE RIOS;768;813;1;1582
312150 DESTERRO DO MELO;429;375;-;804
312160 DIAMANTINA;8154;7598;7;15759
312170 DIOGO DE VASCONCELOS;498;460;1;959
312180 DIONISIO;815;831;3;1649
312190 DIVINESIA;494;502;-;996
312200 DIVINO;3642;3324;8;6974
312210 DIVINO DAS LARANJEIRAS;725;700;-;1425
312220 DIVINOLANDIA DE MINAS;1179;1118;6;2303
312230 DIVINOPOLIS;31409;30093;10;61512
312235 DIVISA ALEGRE;1105;1051;1;2157
312240 DIVISA NOVA;995;863;-;1858
312245 DIVISOPOLIS;1140;1062;-;2202
312247 DOM BOSCO;479;419;-;898
312250 DOM CAVATI;799;777;1;1577
312260 DOM JOAQUIM;692;747;-;1439
312270 DOM SILVERIO;574;575;-;1149
312280 DOM VICOSO;353;346;1;700
312290 DONA EUSEBIA;765;751;2;1518
312300 DORES DE CAMPOS;1224;1125;5;2354
312310 DORES DE GUANHAES;731;678;-;1409
312320 DORES DO INDAIA;1759;1747;2;3508
312330 DORES DO TURVO;587;577;-;1164
312340 DORESOPOLIS;182;200;-;382
312350 DOURADOQUARA;192;204;-;396
312352 DURANDE;1423;1328;1;2752
312360 ELOI MENDES;3812;3759;1;7572
312370 ENGENHEIRO CALDAS;1637;1602;5;3244
312380 ENGENHEIRO NAVARRO;1059;1027;-;2086
312385 ENTRE FOLHAS;903;832;-;1735
312390 ENTRE RIOS DE MINAS;2059;1880;3;3942
312400 ERVALIA;2901;2883;5;5789
312410 ESMERALDAS;10307;9924;11;20242
312420 ESPERA FELIZ;4074;3954;10;8038
312430 ESPINOSA;5223;4825;4;10052
312440 ESPIRITO SANTO DO DOURADO;712;652;-;1364
312450 ESTIVA;1393;1302;1;2696
312460 ESTRELA DALVA;311;313;3;627
312470 ESTRELA DO INDAIA;377;364;1;742
312480 ESTRELA DO SUL;919;813;-;1732
312490 EUGENOPOLIS;1274;1186;4;2464
312500 EWBANK DA CAMARA;601;550;1;1152
312510 EXTREMA;5911;5690;2;11603
312520 FAMA;235;246;-;481
312530 FARIA LEMOS;520;497;6;1023
312540 FELICIO DOS SANTOS;866;827;2;1695
312550 SAO GONCALO DO RIO PRETO;416;382;1;799
312560 FELISBURGO;1114;1063;-;2177
312570 FELIXLANDIA;1868;1811;1;3680
312580 FERNANDES TOURINHO;398;358;-;756
312590 FERROS;1320;1323;5;2648
312595 FERVEDOURO;1769;1643;15;3427
312600 FLORESTAL;825;827;-;1652
312610 FORMIGA;9022;8607;2;17631
312620 FORMOSO;1112;1032;2;2146
312630 FORTALEZA DE MINAS;464;430;-;894
312640 FORTUNA DE MINAS;383;397;-;780
312650 FRANCISCO BADARO;842;757;-;1599
312660 FRANCISCO DUMONT;751;676;1;1428
312670 FRANCISCO SA;3703;3444;12;7159
312675 FRANCISCOPOLIS;761;717;-;1478
312680 FREI GASPAR;1071;928;6;2005
312690 FREI INOCENCIO;1622;1449;1;3072
312695 FREI LAGONEGRO;482;495;-;977
312700 FRONTEIRA;1637;1565;1;3203
312705 FRONTEIRA DOS VALES;693;666;4;1363
312707 FRUTA DE LEITE;998;921;-;1919
312710 FRUTAL;8342;7784;16;16142
312720 FUNILANDIA;621;561;-;1182
312730 GALILEIA;1200;1114;-;2314
312733 GAMELEIRAS;673;654;-;1327
312735 GLAUCILANDIA;333;363;-;696
312737 GOIABEIRA;459;493;-;952
312738 GOIANA;396;359;2;757
312740 GONCALVES;511;433;-;944
312750 GONZAGA;993;902;5;1900
312760 GOUVEIA;1733;1649;-;3382
312770 GOVERNADOR VALADARES;46517;44610;37;91164
312780 GRAO MOGOL;2299;2159;2;4460
312790 GRUPIARA;162;146;-;308
312800 GUANHAES;5323;5085;2;10410
312810 GUAPE;1788;1704;2;3494
312820 GUARACIABA;1277;1196;-;2473
312825 GUARACIAMA;724;736;-;1460
312830 GUARANESIA;2777;2651;1;5429
312840 GUARANI;1190;1097;3;2290
312850 GUARARA;506;466;1;973
312860 GUARDA-MOR;927;797;1;1725
312870 GUAXUPE;7330;7071;2;14403
312880 GUIDOVAL;954;876;-;1830
312890 GUIMARANIA;1114;995;-;2109
312900 GUIRICEMA;902;885;4;1791
312910 GURINHATA;540;489;-;1029
312920 HELIODORA;814;736;-;1550
312930 IAPU;1494;1409;-;2903
312940 IBERTIOGA;808;755;-;1563
312950 IBIA;3486;3206;5;6697
312960 IBIAI;1351;1300;-;2651
312965 IBIRACATU;879;815;3;1697
312970 IBIRACI;1750;1645;1;3396
312980 IBIRITE;29488;28692;37;58217
312990 IBITIURA DE MINAS;413;385;1;799
313000 IBITURUNA;399;378;-;777
313005 ICARAI DE MINAS;1448;1364;-;2812
313010 IGARAPE;6303;5949;3;12255
313020 IGARATINGA;1416;1359;-;2775
313030 IGUATAMA;898;915;-;1813
313040 IJACI;1011;867;-;1878
313050 ILICINEA;1709;1681;1;3391
313055 IMBE DE MINAS;1049;985;1;2035
313060 INCONFIDENTES;857;718;1;1576
313065 INDAIABIRA;1015;987;1;2003
