 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Adeq quant pré-natal*
Período:2000-2022
"Município";"Não fez pré-natal";"Inadequado";"Intermediário";"Adequado";"Mais que adequado";"Não Classificados";"Não informado";"Total"
"230180 BAIXIO";-;82;18;44;414;12;1189;1759
"230185 BANABUIU";2;360;136;149;1132;533;4295;6607
"230190 BARBALHA";13;1055;778;888;7718;168;14747;25367
"230195 BARREIRA";2;507;171;255;1526;363;4351;7175
"230200 BARRO";2;266;109;155;1247;308;4313;6400
"230205 BARROQUINHA";2;470;123;158;1161;81;3425;5420
"230210 BATURITE";9;675;514;464;2686;248;8000;12596
"230220 BEBERIBE";18;1017;347;466;3399;449;9249;14945
"230230 BELA CRUZ";3;739;96;167;2518;49;6418;9990
"230240 BOA VIAGEM";3;1003;302;422;3670;416;11812;17628
"230250 BREJO SANTO";5;567;290;375;4606;898;9964;16705
"230260 CAMOCIM";22;2256;650;671;4948;108;15772;24427
"230270 CAMPOS SALES";4;487;160;211;2437;34;6863;10196
"230280 CANINDE";5;1612;873;827;4445;2094;17566;27422
"230290 CAPISTRANO";1;279;171;166;1453;170;3722;5962
"230300 CARIDADE";1;311;166;195;940;533;3890;6036
"230310 CARIRE";2;339;76;87;1466;31;3546;5547
"230320 CARIRIACU";6;500;235;333;2106;361;5817;9358
"230330 CARIUS";1;209;48;96;1349;40;3604;5347
"230340 CARNAUBAL";4;250;51;62;1769;72;3921;6129
"230350 CASCAVEL";1;1310;262;226;6557;558;13771;22685
"230360 CATARINA";5;177;57;93;849;12;2312;3505
"230365 CATUNDA";3;140;31;47;659;20;2110;3010
"230370 CAUCAIA";73;10355;4090;3897;23880;4298;66718;113311
"230380 CEDRO";4;374;81;122;1997;30;5448;8056
"230390 CHAVAL";-;477;177;173;751;84;3262;4924
"230393 CHORO";-;258;91;122;724;435;3131;4761
"230395 CHOROZINHO";4;355;141;190;1326;426;3996;6438
"230400 COREAU";5;366;97;150;1972;38;5062;7690
"230410 CRATEUS";8;1123;491;590;4376;2426;16906;25920
"230420 CRATO";38;3525;1507;1684;12145;326;31196;50421
"230423 CROATA";2;291;43;71;1635;33;4122;6197
"230425 CRUZ";8;574;80;164;2995;45;5611;9477
"230426 DEPUTADO IRAPUAN PINHEIRO";1;86;10;21;667;1;1709;2495
"230427 ERERE";2;46;29;38;157;14;1015;1301
"230428 EUSEBIO";1;634;128;1824;7751;504;11060;21902
"230430 FARIAS BRITO";2;290;56;81;1769;32;4606;6836
"230435 FORQUILHA";1;467;173;192;1738;39;5025;7635
"230440 FORTALEZA";840;54370;24785;25345;162907;48215;544618;861080
"230445 FORTIM";5;286;59;79;1142;185;2785;4541
"230450 FRECHEIRINHA";4;323;77;113;1628;33;3279;5457
"230460 GENERAL SAMPAIO";1;191;46;70;515;66;1505;2394
"230465 GRACA";3;246;66;88;1049;35;3319;4806
"230470 GRANJA";8;1409;334;369;4864;106;12264;19354
"230480 GRANJEIRO";1;117;24;44;386;30;890;1492
"230490 GROAIRAS";1;136;28;51;926;12;2049;3203
"230495 GUAIUBA";12;678;158;230;1667;191;4989;7925
"230500 GUARACIABA DO NORTE";5;1149;223;313;3982;147;10080;15899
"230510 GUARAMIRANGA";1;91;22;43;484;57;1343;2041
"230520 HIDROLANDIA";6;337;92;113;1418;65;4038;6069
"230523 HORIZONTE";16;1600;531;704;7043;739;12113;22746
"230526 IBARETAMA";1;258;81;103;796;502;3188;4929
"230530 IBIAPINA";9;569;115;143;2377;98;5712;9023
"230533 IBICUITINGA";-;162;41;71;689;310;2400;3673
"230535 ICAPUI";3;330;135;191;1401;124;3639;5823
"230540 ICO";13;1202;401;484;5337;143;14924;22504
"230550 IGUATU";8;1120;619;861;9358;76;20177;32219
"230560 INDEPENDENCIA";4;357;125;171;1386;606;5227;7876
"230565 IPAPORANGA";-;172;67;116;574;359;2554;3842
"230570 IPAUMIRIM";3;207;42;83;821;50;2547;3753
"230580 IPU";1;1353;251;340;3420;125;9321;14811
"230590 IPUEIRAS";7;624;225;327;2425;733;9046;13387
"230600 IRACEMA";1;236;55;78;1069;46;2814;4299
"230610 IRAUCUBA";6;448;114;171;1817;498;5399;8453
"230620 ITAICABA";-;79;3;5;685;32;1216;2020
"230625 ITAITINGA";5;749;376;424;3570;647;6200;11971
"230630 ITAPAGE";7;1047;235;350;4458;206;12156;18459
"230640 ITAPIPOCA";35;2206;1124;1354;8052;6161;30203;49135
"230650 ITAPIUNA";1;266;140;150;1301;158;4041;6057
"230655 ITAREMA";8;1084;197;247;4574;96;10323;16529
"230660 ITATIRA";4;509;122;118;1431;517;4981;7682
"230670 JAGUARETAMA";1;304;47;95;1324;61;3717;5549
"230680 JAGUARIBARA";2;169;39;83;899;77;2144;3413
"230690 JAGUARIBE";-;585;99;189;3030;143;7597;11643
"230700 JAGUARUANA";5;411;106;186;2508;247;6110;9573
"230710 JARDIM";7;471;262;295;2717;80;6940;10772
"230720 JATI";3;114;49;54;698;158;1719;2795
"230725 JIJOCA DE JERICOACOARA";9;556;162;220;2181;112;3672;6912
"230730 JUAZEIRO DO NORTE";106;5389;3573;3660;19692;4210;54406;91036
"230740 JUCAS";3;366;162;239;2099;56;5409;8334
"230750 LAVRAS DA MANGABEIRA";5;476;60;91;2194;256;6190;9272
"230760 LIMOEIRO DO NORTE";11;977;426;593;4582;225;11527;18341
"230763 MADALENA";7;253;59;127;1111;238;3435;5230
"230765 MARACANAU";120;8141;2166;2442;23761;2251;55361;94242
"230770 MARANGUAPE";29;2128;596;732;8754;575;19373;32187
"230780 MARCO";3;704;162;237;3157;423;7455;12141
"230790 MARTINOPOLE";-;330;48;88;1039;26;2651;4182
"230800 MASSAPE";4;771;240;332;3453;62;8463;13325
"230810 MAURITI";19;619;335;447;4470;375;10141;16406
"230820 MERUOCA";2;319;100;145;1173;34;3159;4932
"230830 MILAGRES";6;417;136;235;2290;200;6115;9399
"230835 MILHA";3;192;62;76;646;367;2519;3865
"230837 MIRAIMA";1;174;71;79;785;548;3292;4950
"230840 MISSAO VELHA";12;576;336;456;3682;249;7998;13309
"230850 MOMBACA";9;674;164;232;3274;39;9645;14037
"230860 MONSENHOR TABOSA";4;297;72;93;1175;340;3883;5864
"230870 MORADA NOVA";21;1176;200;292;4564;273;12822;19348
"230880 MORAUJO";1;160;46;65;722;30;1837;2861
"230890 MORRINHOS";4;346;102;145;1911;275;4772;7555
"230900 MUCAMBO";2;183;83;120;1074;39;3021;4522
"230910 MULUNGU";5;161;92;93;799;69;2203;3422
"230920 NOVA OLINDA";5;408;128;177;1552;41;3413;5724
"230930 NOVA RUSSAS";-;408;138;240;2050;499;7001;10336
"230940 NOVO ORIENTE";5;361;117;172;1758;759;6193;9365
"230945 OCARA";4;335;53;76;1927;173;4725;7293
"230950 OROS";5;328;82;135;1704;32;4641;6927
"230960 PACAJUS";20;1354;605;719;4755;924;12962;21339
"230970 PACATUBA";40;1854;520;547;5306;626;10421;19314
"230980 PACOTI";-;145;51;77;932;139;2634;3978
"230990 PACUJA";-;99;14;39;509;16;1283;1960
"231000 PALHANO";3;152;36;40;693;62;1732;2718
"231010 PALMACIA";-;229;42;69;531;110;1927;2908
"231020 PARACURU";9;1018;259;302;3441;299;7322;12650
"231025 PARAIPABA";7;655;201;283;2202;634;6365;10347
"231030 PARAMBU";7;682;138;199;2653;200;7789;11668
"231040 PARAMOTI";1;185;56;65;549;264;2585;3705
"231050 PEDRA BRANCA";9;651;95;169;3023;492;9591;14030
"231060 PENAFORTE";4;174;79;117;983;216;2132;3705
"231070 PENTECOSTE";9;821;214;335;2867;251;8107;12604
"231080 PEREIRO";3;254;73;177;1285;46;3507;5345
"231085 PINDORETAMA";2;417;91;140;1834;317;3791;6592
"231090 PIQUET CARNEIRO";5;180;22;48;1093;13;2704;4065
"231095 PIRES FERREIRA";-;190;19;44;650;17;1978;2898
"231100 PORANGA";1;176;64;95;862;298;2886;4382
"231110 PORTEIRAS";1;224;56;105;1611;313;3630;5940
"231120 POTENGI";2;222;40;53;801;23;2413;3554
"231123 POTIRETAMA";1;98;23;60;462;20;1247;1911
"231126 QUITERIANOPOLIS";4;314;90;148;1172;452;4273;6453
"231130 QUIXADA";11;1716;761;759;5180;3189;19001;30617
"231135 QUIXELO";2;191;65;70;1329;15;3450;5122
"231140 QUIXERAMOBIM";15;2149;519;720;6508;376;16569;26856
"231150 QUIXERE";-;257;40;83;1948;79;4078;6485
"231160 REDENCAO";4;736;189;324;2194;172;6264;9883
"231170 RERIUTABA";3;364;107;130;1426;65;3981;6076
"231180 RUSSAS";11;1197;370;522;6091;485;14008;22684
"231190 SABOEIRO";1;291;154;155;999;40;3832;5472
"231195 SALITRE";3;441;77;145;1851;28;4334;6879
"231200 SANTANA DO ACARAU";6;555;178;246;2639;60;7760;11444
"231210 SANTANA DO CARIRI";5;481;90;135;1371;38;4618;6738
"231220 SANTA QUITERIA";11;687;387;398;2788;48;9529;13848
"231230 SAO BENEDITO";25;1439;284;432;4570;164;12247;19161
"231240 SAO GONCALO DO AMARANTE";17;1173;479;547;5223;521;9036;16996
"231250 SAO JOAO DO JAGUARIBE";2;115;31;41;398;23;1302;1912
"231260 SAO LUIS DO CURU";1;214;113;131;808;198;2625;4090
"231270 SENADOR POMPEU";6;359;87;103;1539;535;5715;8344
"231280 SENADOR SA";-;150;59;103;570;7;1639;2528
"231290 SOBRAL";13;3323;802;1135;23403;327;46360;75363
"231300 SOLONOPOLE";4;214;29;50;1134;298;3028;4757
"231310 TABULEIRO DO NORTE";1;371;96;200;2408;235;5720;9031
"231320 TAMBORIL";8;444;129;152;1429;719;5984;8865
"231325 TARRAFAS";1;120;56;78;533;57;1541;2386
"231330 TAUA";17;1208;205;339;4659;294;12344;19066
"231335 TEJUCUOCA";11;362;73;129;1424;143;3638;5780
"231340 TIANGUA";36;2521;598;875;8417;369;18480;31296
"231350 TRAIRI";17;1145;464;599;3030;1972;10857;18084
"231355 TURURU";7;313;124;201;936;824;3578;5983
"231360 UBAJARA";5;765;81;141;3424;132;8088;12636
"231370 UMARI";2;135;27;66;486;21;1667;2404
"231375 UMIRIM";3;367;146;164;954;857;4161;6652
"231380 URUBURETAMA";12;383;156;175;1412;1058;5477;8673
"231390 URUOCA";5;259;60;73;1087;16;2871;4371
"231395 VARJOTA";3;382;85;112;1728;56;4044;6410
"231400 VARZEA ALEGRE";3;507;81;113;3590;106;8452;12852
"231410 VICOSA DO CEARA";23;1707;236;313;6196;149;15452;24076
" MUNICIPIO IGNORADO - RN";-;-;1;-;1;-;77;79
"240010 ACARI";2;97;44;51;657;195;2284;3330
"240020 ACU";20;1011;679;739;3942;248;12012;18651
"240030 AFONSO BEZERRA";1;180;84;121;607;57;2178;3228
"240040 AGUA NOVA";-;12;11;13;327;10;692;1065
"240050 ALEXANDRIA";-;209;174;208;875;41;2839;4346
"240060 ALMINO AFONSO";1;84;26;60;296;25;1088;1580
"240070 ALTO DO RODRIGUES";3;251;147;199;861;134;2118;3713
"240080 ANGICOS";1;134;68;117;817;66;2557;3760
"240090 ANTONIO MARTINS";-;108;33;74;489;21;1613;2338
"240100 APODI";3;562;223;301;2355;234;6811;10489
"240110 AREIA BRANCA";11;431;400;400;1654;157;5398;8451
"240120 ARES";5;440;142;176;743;157;3041;4704
"240130 AUGUSTO SEVERO";-;120;55;67;551;54;1882;2729
"240140 BAIA FORMOSA";5;268;82;87;482;99;1971;2994
"240145 BARAUNA";9;408;381;462;1966;151;6160;9537
"240150 BARCELONA";-;43;17;31;238;90;668;1087
"240160 BENTO FERNANDES";1;142;63;79;260;22;1223;1790
"240165 BODO";-;48;13;33;257;32;607;990
"240170 BOM JESUS";3;170;62;83;564;263;2095;3240
"240180 BREJINHO";7;363;79;112;862;138;2659;4220
"240185 CAICARA DO NORTE";2;135;106;77;366;32;1345;2063
"240190 CAICARA DO RIO DO VENTO";1;66;18;17;274;82;659;1117
"240200 CAICO";18;629;313;385;4631;180;12325;18481
"240210 CAMPO REDONDO";4;159;40;53;643;282;2085;3266
"240220 CANGUARETAMA";14;1078;432;448;2175;444;8556;13147
"240230 CARAUBAS";8;407;123;185;1304;177;4475;6679
"240240 CARNAUBA DOS DANTAS";-;77;25;37;632;71;1374;2216
"240250 CARNAUBAIS";2;175;146;168;465;56;2086;3098
"240260 CEARA-MIRIM";40;2490;1390;1173;4675;447;17831;28046
"240270 CERRO CORA";1;152;50;64;820;115;2383;3585
"240280 CORONEL EZEQUIEL";3;112;11;25;379;150;1153;1833
"240290 CORONEL JOAO PESSOA";3;77;24;36;388;24;1148;1700
"240300 CRUZETA";3;77;54;78;483;63;1586;2344
"240310 CURRAIS NOVOS";13;613;324;368;2841;254;8888;13301
"240320 DOUTOR SEVERIANO";-;46;38;72;732;9;1580;2477
"240325 PARNAMIRIM";186;7781;2388;2399;19133;1630;45001;78518
"240330 ENCANTO";1;61;40;44;603;31;1216;1996
"240340 EQUADOR";-;55;27;29;376;70;1365;1922
"240350 ESPIRITO SANTO";-;174;64;73;532;78;1780;2701
"240360 EXTREMOZ";11;1111;621;492;2464;479;5523;10701
"240370 FELIPE GUERRA";2;77;32;73;324;25;917;1450
"240375 FERNANDO PEDROZA";-;36;19;33;213;25;568;894
"240380 FLORANIA";3;125;47;71;658;66;1972;2942
"240390 FRANCISCO DANTAS";-;21;15;17;260;9;670;992
"240400 FRUTUOSO GOMES";-;62;16;24;364;14;928;1408
"240410 GALINHOS";-;70;48;37;142;23;397;717
"240420 GOIANINHA";12;912;280;356;2385;379;6764;11088
"240430 GOVERNADOR DIX-SEPT ROSADO";-;173;124;176;758;59;2648;3938
"240440 GROSSOS";2;116;101;125;651;43;1751;2789
"240450 GUAMARE";7;363;131;158;1809;82;3051;5601
"240460 IELMO MARINHO";1;249;91;111;696;49;1989;3186
"240470 IPANGUACU";4;315;185;251;1078;70;3414;5317
"240480 IPUEIRA";1;15;5;9;140;2;388;560
"240485 ITAJA";3;128;87;107;558;45;1678;2606
"240490 ITAU";-;87;29;48;396;22;1058;1640
"240500 JACANA";2;132;20;29;573;210;1672;2638
"240510 JANDAIRA";-;181;78;77;422;47;1591;2396
"240520 JANDUIS";1;56;26;58;357;34;1223;1755
"240530 JANUARIO CICCO";3;257;68;64;598;230;1909;3129
"240540 JAPI";2;120;27;42;484;202;1637;2514
"240550 JARDIM DE ANGICOS";1;59;29;30;145;21;499;784
"240560 JARDIM DE PIRANHAS";-;190;87;105;1048;63;2582;4075
"240570 JARDIM DO SERIDO";3;52;31;51;763;58;1918;2876
"240580 JOAO CAMARA";7;926;464;465;2563;212;8207;12844
"240590 JOAO DIAS";-;50;18;37;162;8;604;879
"240600 JOSE DA PENHA";1;42;36;33;528;11;1291;1942
"240610 JUCURUTU";2;273;84;115;1342;92;3773;5681
"240615 JUNDIA";1;47;13;17;156;20;538;792
"240620 LAGOA D'ANTA";3;144;34;43;447;145;1318;2134
"240630 LAGOA DE PEDRAS";1;194;45;72;485;69;1431;2297
"240640 LAGOA DE VELHOS";1;66;18;19;175;79;615;973
"240650 LAGOA NOVA";8;250;71;113;1407;151;3599;5599
"240660 LAGOA SALGADA";4;320;95;102;645;110;2092;3368
"240670 LAJES";3;161;36;58;659;105;1969;2991
"240680 LAJES PINTADAS";-;94;21;21;346;129;1060;1671
"240690 LUCRECIA";-;30;13;27;269;9;693;1041
"240700 LUIS GOMES";1;137;126;138;848;26;2478;3754
"240710 MACAIBA";13;1555;532;626;5729;358;13693;22506
"240720 MACAU";9;671;350;296;1215;495;4612;7648
"240725 MAJOR SALES";1;32;23;20;371;8;819;1274
"240730 MARCELINO VIEIRA";1;108;60;105;590;14;1755;2633
"240740 MARTINS";1;92;42;71;595;17;1626;2444
"240750 MAXARANGUAPE";-;331;153;133;591;46;2092;3346
"240760 MESSIAS TARGINO";-;49;31;40;316;26;908;1370
"240770 MONTANHAS";3;253;79;108;937;133;2478;3991
"240780 MONTE ALEGRE";13;472;173;204;1461;223;3879;6425
"240790 MONTE DAS GAMELEIRAS";-;55;10;20;203;86;626;1000
"240800 MOSSORO";104;4291;3941;3996;19576;1673;55446;89027
"240810 NATAL";540;19975;9094;8306;53158;9585;180815;281473
"240820 NISIA FLORESTA";11;838;313;302;1712;268;4427;7871
"240830 NOVA CRUZ";9;814;281;397;2391;390;8498;12780
"240840 OLHO-D'AGUA DO BORGES";-;43;17;14;237;13;744;1068
"240850 OURO BRANCO";-;31;6;16;411;24;937;1425
"240860 PARANA";-;48;26;54;352;10;867;1357
"240870 PARAU";2;51;25;55;235;28;808;1204
"240880 PARAZINHO";-;155;54;50;543;27;1286;2115
"240890 PARELHAS";-;146;152;167;2089;44;4746;7344
"240895 RIO DO FOGO";2;258;82;148;912;60;2264;3726
"240910 PASSA E FICA";3;234;47;87;875;141;2164;3551
"240920 PASSAGEM";-;100;11;34;193;21;559;918
"240930 PATU";2;106;46;66;935;40;2750;3945
"240933 SANTA MARIA";1;114;31;50;329;106;908;1539
"240940 PAU DOS FERROS";6;273;292;334;2804;78;5881;9668
"240950 PEDRA GRANDE";-;116;43;52;274;19;903;1407
"240960 PEDRA PRETA";-;63;11;22;188;18;597;899
"240970 PEDRO AVELINO";3;111;40;49;386;50;1446;2085
"240980 PEDRO VELHO";7;372;130;168;976;188;3413;5254
"240990 PENDENCIAS";3;277;172;143;681;164;2121;3561
"241000 PILOES";-;29;19;30;259;10;744;1091
"241010 POCO BRANCO";2;307;124;152;801;68;2935;4389
"241020 PORTALEGRE";-;92;71;79;574;25;1579;2420
"241025 PORTO DO MANGUE";1;109;119;137;330;33;974;1703
"241030 SERRA CAIADA";3;247;72;109;621;295;2444;3791
"241040 PUREZA";1;262;124;150;560;45;1916;3058
"241050 RAFAEL FERNANDES";-;52;43;35;409;7;1099;1645
"241060 RAFAEL GODEIRO";-;18;4;16;193;28;612;871
"241070 RIACHO DA CRUZ";1;50;11;15;215;10;716;1018
"241080 RIACHO DE SANTANA";-;30;23;31;311;12;1037;1444
"241090 RIACHUELO";2;161;40;62;455;140;1524;2384
"241100 RODOLFO FERNANDES";-;46;50;56;421;13;1019;1605
"241105 TIBAU";2;67;62;75;459;24;880;1569
"241110 RUY BARBOSA";-;36;6;17;228;66;794;1147
"241120 SANTA CRUZ";14;786;292;340;2544;1089;8533;13598
"241140 SANTANA DO MATOS";2;158;87;127;701;59;2346;3480
"241142 SANTANA DO SERIDO";-;9;8;10;234;11;473;745
"241150 SANTO ANTONIO";4;495;162;181;1714;258;5598;8412
"241160 SAO BENTO DO NORTE";1;71;26;50;261;13;762;1184
"241170 SAO BENTO DO TRAIRI";-;86;31;29;273;109;1028;1556
"241180 SAO FERNANDO";2;34;8;20;235;11;662;972
"241190 SAO FRANCISCO DO OESTE";1;37;30;41;426;10;740;1285
"241200 SAO GONCALO DO AMARANTE";21;2109;1012;946;5334;4582;22304;36308
"241210 SAO JOAO DO SABUGI";2;72;28;31;391;14;1054;1592
"241220 SAO JOSE DE MIPIBU";17;1503;490;524;3457;471;10222;16684
"241230 SAO JOSE DO CAMPESTRE";1;211;51;83;712;261;2685;4004
"241240 SAO JOSE DO SERIDO";2;40;22;20;374;19;717;1194
"241250 SAO MIGUEL";3;490;147;211;2064;143;5856;8914
"241255 SAO MIGUEL DO GOSTOSO";-;155;65;111;569;48;1440;2388
"241260 SAO PAULO DO POTENGI";1;241;78;97;1047;360;3208;5032
"241270 SAO PEDRO";-;119;46;68;308;131;1311;1983
"241280 SAO RAFAEL";2;95;79;77;460;21;1405;2139
"241290 SAO TOME";1;162;35;54;567;209;2121;3149
"241300 SAO VICENTE";1;66;20;39;419;47;1052;1644
"241310 SENADOR ELOI DE SOUZA";2;112;40;56;354;175;1047;1786
"241320 SENADOR GEORGINO AVELINO";2;170;40;36;322;43;927;1540
"241330 SERRA DE SAO BENTO";-;145;31;51;370;107;1304;2008
"241335 SERRA DO MEL";4;185;148;222;1137;57;2826;4579
"241340 SERRA NEGRA DO NORTE";2;75;31;51;496;18;1633;2306
"241350 SERRINHA";3;168;44;57;444;72;1676;2464
"241355 SERRINHA DOS PINTOS";1;53;11;29;339;8;782;1223
"241360 SEVERIANO MELO";1;68;28;57;520;22;1280;1976
"241370 SITIO NOVO";1;67;14;19;298;106;1000;1505
"241380 TABOLEIRO GRANDE";-;53;15;25;168;7;575;843
"241390 TAIPU";-;287;149;156;617;92;2577;3878
"241400 TANGARA";2;294;78;117;982;381;3339;5193
"241410 TENENTE ANANIAS";-;170;51;153;841;24;2170;3409
"241415 TENENTE LAURENTINO CRUZ";1;99;37;48;519;76;1541;2321
"241420 TIBAU DO SUL";4;523;159;127;1114;234;2502;4663
"241430 TIMBAUBA DOS BATISTAS";-;17;6;7;156;3;370;559
"241440 TOUROS";6;801;374;500;2392;130;7375;11578
"241445 TRIUNFO POTIGUAR";1;61;45;68;274;15;912;1376
"241450 UMARIZAL";-;124;32;74;654;34;2196;3114
"241460 UPANEMA";3;184;120;187;891;66;2654;4105
"241470 VARZEA";1;120;27;49;349;41;1077;1664
"241475 VENHA-VER";-;70;26;25;347;2;847;1317
"241480 VERA CRUZ";5;317;64;95;933;146;2314;3874
"241490 VICOSA";-;21;5;11;151;6;415;609
"241500 VILA FLOR";2;97;23;27;260;31;748;1188
" MUNICIPIO IGNORADO - PB";-;-;-;-;3;4;66;73
"250010 AGUA BRANCA";1;93;36;92;839;57;2228;3346
"250020 AGUIAR";1;66;25;52;337;46;1150;1677
"250030 ALAGOA GRANDE";8;706;192;306;2032;235;6704;10183
"250040 ALAGOA NOVA";7;424;156;261;1880;201;4994;7923
"250050 ALAGOINHA";1;429;92;123;1273;92;3352;5362
"250053 ALCANTIL";1;115;47;86;685;31;1459;2424
"250057 ALGODAO DE JANDAIRA";-;59;14;44;309;20;659;1105
"250060 ALHANDRA";32;822;272;359;1861;210;5399;8955
"250070 SAO JOAO DO RIO DO PEIXE";3;180;82;174;1168;87;2900;4594
"250073 AMPARO";1;77;12;24;184;13;516;827
"250077 APARECIDA";-;142;46;61;559;63;1588;2459
"250080 ARACAGI";3;421;150;157;1067;71;3264;5133
"250090 ARARA";2;181;55;114;763;60;2407;3582
"250100 ARARUNA";4;365;77;130;1357;88;4637;6658
"250110 AREIA";4;637;186;285;1705;243;6194;9254
"250115 AREIA DE BARAUNAS";-;6;34;29;193;18;519;799
"250120 AREIAL";1;93;34;85;726;43;1517;2499
"250130 AROEIRAS";7;436;166;294;1540;117;4547;7107
"250135 ASSUNCAO";2;57;19;43;452;44;831;1448
"250140 BAIA DA TRAICAO";2;353;82;137;812;107;2188;3681
"250150 BANANEIRAS";3;511;91;122;1796;100;5043;7666
"250153 BARAUNA";1;86;20;36;374;16;902;1435
"250157 BARRA DE SANTANA";1;117;39;77;645;39;1786;2704
"250160 BARRA DE SANTA ROSA";1;162;43;129;879;43;2868;4125
"250170 BARRA DE SAO MIGUEL";1;115;23;38;606;23;1118;1924
"250180 BAYEUX";117;2101;1287;954;5195;2304;20844;32802
"250190 BELEM";2;389;134;155;1189;53;3719;5641
"250200 BELEM DO BREJO DO CRUZ";-;107;54;82;415;52;1331;2041
"250205 BERNARDINO BATISTA";-;42;12;28;361;21;804;1268
"250210 BOA VENTURA";2;106;28;53;397;162;1219;1967
"250215 BOA VISTA";-;77;28;71;627;42;1411;2256
"250220 BOM JESUS";-;23;6;18;262;23;595;927
"250230 BOM SUCESSO";-;41;41;36;287;12;945;1362
"250240 BONITO DE SANTA FE";1;148;83;103;870;102;2797;4104
"250250 BOQUEIRAO";2;295;116;205;1632;127;4339;6716
"250260 IGARACY";-;81;19;53;414;85;1345;1997
"250270 BORBOREMA";-;129;25;45;405;28;1103;1735
"250280 BREJO DO CRUZ";2;190;94;171;1069;73;2857;4456
"250290 BREJO DOS SANTOS";1;81;85;104;380;43;1486;2180
"250300 CAAPORA";16;663;160;257;2227;152;5819;9294
"250310 CABACEIRAS";-;55;18;39;415;22;1048;1597
"250320 CABEDELO";80;1529;582;598;5114;548;12256;20707
"250330 CACHOEIRA DOS INDIOS";-;138;94;148;757;67;2081;3285
"250340 CACIMBA DE AREIA";-;8;36;68;346;18;783;1259
"250350 CACIMBA DE DENTRO";2;306;106;178;1256;90;3840;5778
"250355 CACIMBAS";1;32;146;188;877;80;2132;3456
"250360 CAICARA";-;192;55;59;504;25;1581;2416
"250370 CAJAZEIRAS";14;821;502;560;5611;421;12153;20082
"250375 CAJAZEIRINHAS";-;40;33;46;292;4;743;1158
"250380 CALDAS BRANDAO";4;155;39;47;520;79;1040;1884
"250390 CAMALAU";-;175;25;46;544;15;1265;2070
"250400 CAMPINA GRANDE";70;6782;3652;4818;37188;3346;89576;145432
"250403 CAPIM";2;212;91;99;560;58;1320;2342
"250407 CARAUBAS";-;93;16;28;367;26;804;1334
"250410 CARRAPATEIRA";1;26;18;20;184;12;409;670
"250415 CASSERENGUE";1;117;15;37;577;20;1535;2302
"250420 CATINGUEIRA";-;13;64;58;400;27;1106;1668
"250430 CATOLE DO ROCHA";-;421;190;290;2489;183;6238;9811
"250435 CATURITE";2;74;11;36;545;29;1118;1815
"250440 CONCEICAO";2;269;129;201;1426;151;4234;6412
"250450 CONDADO";-;37;48;70;567;38;1772;2532
"250460 CONDE";65;899;323;381;2583;190;6070;10511
"250470 CONGO";3;190;30;49;566;21;1142;2001
"250480 COREMAS";2;269;141;162;1146;47;3331;5098
"250485 COXIXOLA";-;30;9;25;103;30;263;460
"250490 CRUZ DO ESPIRITO SANTO";13;669;311;319;1190;88;3850;6440
"250500 CUBATI";1;119;31;62;689;46;1679;2627
"250510 CUITE";1;339;116;160;1578;92;4552;6838
"250520 CUITEGI";1;220;80;84;595;35;1652;2667
"250523 CUITE DE MAMANGUAPE";-;217;62;83;459;49;965;1835
"250527 CURRAL DE CIMA";2;145;45;53;352;45;1256;1898
"250530 CURRAL VELHO";-;32;8;7;140;49;547;783
"250535 DAMIAO";1;71;11;49;415;23;1034;1604
"250540 DESTERRO";-;72;96;142;731;56;2060;3157
"250550 VISTA SERRANA";-;16;34;53;282;10;733;1128
"250560 DIAMANTE";-;125;35;77;408;156;1427;2228
"250570 DONA INES";2;265;41;79;839;60;2582;3868
"250580 DUAS ESTRADAS";-;130;26;36;256;24;845;1317
"250590 EMAS";-;9;22;49;262;14;781;1137
"250600 ESPERANCA";8;494;148;316;3249;164;8015;12394
"250610 FAGUNDES";2;195;80;136;1063;64;2841;4381
"250620 FREI MARTINHO";-;23;4;10;182;11;528;758
"250625 GADO BRAVO";-;162;41;89;813;36;1727;2868
"250630 GUARABIRA";16;1424;521;495;4885;257;12248;19846
"250640 GURINHEM";5;314;82;168;960;230;3003;4762
"250650 GURJAO";3;52;18;32;287;22;650;1064
"250660 IBIARA";-;71;26;36;409;81;1084;1707
"250670 IMACULADA";-;68;75;127;1013;60;2884;4227
"250680 INGA";1;275;88;180;1573;99;3820;6036
"250690 ITABAIANA";7;608;298;283;1632;412;5179;8419
"250700 ITAPORANGA";4;446;147;226;1594;634;5148;8199
"250710 ITAPOROROCA";3;562;201;249;1183;152;3501;5851
"250720 ITATUBA";1;187;55;93;964;74;2320;3694
"250730 JACARAU";5;441;107;132;1157;114;3336;5292
"250740 JERICO";-;127;59;96;460;63;1564;2369
"250750 JOAO PESSOA";1235;18070;9925;8350;60833;7277;158966;264656
"250760 JUAREZ TAVORA";1;152;52;78;676;41;1772;2772
"250770 JUAZEIRINHO";4;360;100;233;1809;173;4580;7259
"250780 JUNCO DO SERIDO";-;115;31;85;594;24;1475;2324
"250790 JURIPIRANGA";2;288;69;78;1070;234;2689;4430
"250800 JURU";2;97;34;86;755;46;2042;3062
"250810 LAGOA";-;52;23;30;351;9;1062;1527
"250820 LAGOA DE DENTRO";2;262;53;69;609;72;1699;2766
