 Nascidos vivos - Brasil;;;;;
Nascim p/resid.mãe por Município e Anomalia congênita;;;;;
Período:2000-2022;;;;;
Município;Sim;Não;Não ou ignorado;Ignorado;Total
251396 SAO DOMINGOS;3;782;42;9;836
251398 SAO FRANCISCO;1;1052;46;17;1116
251400 SAO JOAO DO CARIRI;5;1252;56;28;1341
251410 SAO JOAO DO TIGRE;10;1272;26;38;1346
251420 SAO JOSE DA LAGOA TAPADA;4;2297;82;42;2425
251430 SAO JOSE DE CAIANA;5;1938;108;293;2344
251440 SAO JOSE DE ESPINHARAS;6;1082;60;308;1456
251445 SAO JOSE DOS RAMOS;16;1833;78;25;1952
251450 SAO JOSE DE PIRANHAS;21;5797;263;417;6498
251455 SAO JOSE DE PRINCESA;2;947;51;18;1018
251460 SAO JOSE DO BONFIM;-;991;58;274;1323
251465 SAO JOSE DO BREJO DO CRUZ;6;523;15;4;548
251470 SAO JOSE DO SABUGI;6;996;72;48;1122
251480 SAO JOSE DOS CORDEIROS;12;1098;55;15;1180
251490 SAO MAMEDE;5;2207;148;227;2587
251500 SAO MIGUEL DE TAIPU;32;2311;58;44;2445
251510 SAO SEBASTIAO DE LAGOA DE ROCA;22;3247;118;55;3442
251520 SAO SEBASTIAO DO UMBUZEIRO;3;1038;37;5;1083
251530 SAPE;233;14403;549;1953;17138
251540 SAO VICENTE DO SERIDO;22;3637;152;158;3969
251550 SERRA BRANCA;27;3455;135;55;3672
251560 SERRA DA RAIZ;9;712;39;171;931
251570 SERRA GRANDE;5;994;37;42;1078
251580 SERRA REDONDA;10;2053;129;39;2231
251590 SERRARIA;14;1743;148;222;2127
251593 SERTAOZINHO;10;1204;51;315;1580
251597 SOBRADO;32;2248;70;153;2503
251600 SOLANEA;44;9228;439;264;9975
251610 SOLEDADE;49;4637;240;114;5040
251615 SOSSEGO;9;1210;26;6;1251
251620 SOUSA;56;21907;1048;266;23277
251630 SUME;53;5236;225;17;5531
251640 TACIMA;14;2106;136;382;2638
251650 TAPEROA;24;4508;346;292;5170
251660 TAVARES;30;4552;233;47;4862
251670 TEIXEIRA;12;4459;293;1076;5840
251675 TENORIO;10;948;26;6;990
251680 TRIUNFO;11;2461;188;56;2716
251690 UIRAUNA;11;4056;154;53;4274
251700 UMBUZEIRO;24;2761;116;25;2926
251710 VARZEA;-;646;31;42;719
251720 VIEIROPOLIS;1;1181;56;20;1258
251740 ZABELE;3;794;26;4;827
 MUNICIPIO IGNORADO - PE;-;132;9;1;142
260005 ABREU E LIMA;285;30836;1557;53;32731
260010 AFOGADOS DA INGAZEIRA;98;13450;677;24;14249
260020 AFRANIO;63;6798;343;148;7352
260030 AGRESTINA;88;7917;357;31;8393
260040 AGUA PRETA;106;11745;670;48;12569
260050 AGUAS BELAS;122;17754;926;192;18994
260060 ALAGOINHA;22;4341;262;208;4833
260070 ALIANCA;84;12190;653;810;13737
260080 ALTINHO;60;6201;435;15;6711
260090 AMARAJI;50;7457;394;33;7934
260100 ANGELIM;26;3465;228;8;3727
260105 ARACOIABA;57;7027;326;34;7444
260110 ARARIPINA;204;36754;1991;46;38995
260120 ARCOVERDE;91;25997;1433;47;27568
260130 BARRA DE GUABIRABA;38;4202;239;25;4504
260140 BARREIROS;131;17212;977;50;18370
260150 BELEM DE MARIA;29;3608;131;7;3775
260160 BELEM DE SAO FRANCISCO;60;8399;547;69;9075
260170 BELO JARDIM;253;26422;1586;29;28290
260180 BETANIA;25;4651;223;57;4956
260190 BEZERROS;136;17933;1071;30;19170
260200 BODOCO;74;12783;927;410;14194
260210 BOM CONSELHO;108;14862;825;57;15852
260220 BOM JARDIM;78;11125;697;61;11961
260230 BONITO;122;14634;856;42;15654
260240 BREJAO;23;4201;254;12;4490
260250 BREJINHO;17;2466;150;57;2690
260260 BREJO DA MADRE DE DEUS;162;16413;869;43;17487
260270 BUENOS AIRES;27;4336;208;19;4590
260280 BUIQUE;110;22374;1231;72;23787
260290 CABO DE SANTO AGOSTINHO;768;68970;3522;382;73642
260300 CABROBO;78;12722;709;45;13554
260310 CACHOEIRINHA;55;6435;372;17;6879
260320 CAETES;67;9879;501;91;10538
260330 CALCADO;20;3382;177;29;3608
260340 CALUMBI;12;2307;94;24;2437
260345 CAMARAGIBE;618;49110;2639;82;52449
260350 CAMOCIM DE SAO FELIX;46;5132;335;15;5528
260360 CAMUTANGA;24;2308;156;413;2901
260370 CANHOTINHO;71;8391;493;49;9004
260380 CAPOEIRAS;54;6798;380;42;7274
260390 CARNAIBA;36;6534;327;18;6915
260392 CARNAUBEIRA DA PENHA;37;6747;348;47;7179
260400 CARPINA;197;23068;1335;136;24736
260410 CARUARU;1489;118834;5363;126;125812
260415 CASINHAS;36;4432;181;13;4662
260420 CATENDE;108;12907;612;50;13677
260430 CEDRO;45;3883;200;28;4156
260440 CHA DE ALEGRIA;49;4460;244;14;4767
260450 CHA GRANDE;56;6971;334;6;7367
260460 CONDADO;62;7546;351;501;8460
260470 CORRENTES;42;5413;327;30;5812
260480 CORTES;32;4933;354;102;5421
260490 CUMARU;34;4388;238;16;4676
260500 CUPIRA;88;7997;517;127;8729
260510 CUSTODIA;80;12290;617;44;13031
260515 DORMENTES;52;5896;336;206;6490
260520 ESCADA;173;24196;1395;52;25816
260530 EXU;103;11909;734;188;12934
260540 FEIRA NOVA;70;7226;358;40;7694
260545 FERNANDO DE NORONHA;5;439;18;5;467
260550 FERREIROS;30;3023;161;484;3698
260560 FLORES;28;6790;329;36;7183
260570 FLORESTA;69;11148;640;96;11953
260580 FREI MIGUELINHO;43;3607;194;10;3854
260590 GAMELEIRA;63;8373;480;41;8957
260600 GARANHUNS;352;50453;2502;149;53456
260610 GLORIA DO GOITA;66;8831;524;15;9436
260620 GOIANA;230;26287;1258;920;28695
260630 GRANITO;16;2376;91;89;2572
260640 GRAVATA;232;24603;1377;32;26244
260650 IATI;46;7538;426;401;8411
260660 IBIMIRIM;67;10927;546;64;11604
260670 IBIRAJUBA;24;2349;124;19;2516
260680 IGARASSU;259;33695;1789;85;35828
260690 IGUARACY;17;3565;170;12;3764
260700 INAJA;47;6999;280;521;7847
260710 INGAZEIRA;6;1356;63;11;1436
260720 IPOJUCA;328;34829;1482;91;36730
260730 IPUBI;58;12443;714;76;13291
260740 ITACURUBA;7;1821;89;4;1921
260750 ITAIBA;70;9986;606;65;10727
260760 ILHA DE ITAMARACA;55;6765;326;21;7167
260765 ITAMBE;106;11096;565;363;12130
260770 ITAPETIM;24;4218;256;304;4802
260775 ITAPISSUMA;79;8169;442;19;8709
260780 ITAQUITINGA;36;5567;230;123;5956
260790 JABOATAO DOS GUARARAPES;2166;202717;11412;307;216602
260795 JAQUEIRA;39;4461;233;61;4794
260800 JATAUBA;55;6016;337;4;6412
260805 JATOBA;33;5118;271;143;5565
260810 JOAO ALFREDO;68;8694;598;62;9422
260820 JOAQUIM NABUCO;57;6092;314;23;6486
260825 JUCATI;32;4134;166;14;4346
260830 JUPI;35;6183;295;50;6563
260840 JUREMA;40;5173;208;120;5541
260845 LAGOA DO CARRO;47;5109;244;28;5428
260850 LAGOA DE ITAENGA;84;8408;496;53;9041
260860 LAGOA DO OURO;44;4621;238;11;4914
260870 LAGOA DOS GATOS;44;4820;230;44;5138
260875 LAGOA GRANDE;87;8928;451;146;9612
260880 LAJEDO;112;14649;750;213;15724
260890 LIMOEIRO;150;18112;1173;120;19555
260900 MACAPARANA;74;8618;618;222;9532
260910 MACHADOS;30;4366;243;58;4697
260915 MANARI;30;7344;331;52;7757
260920 MARAIAL;35;5025;282;12;5354
260930 MIRANDIBA;52;6115;373;155;6695
260940 MORENO;175;17242;949;117;18483
260950 NAZARE DA MATA;74;9781;585;67;10507
260960 OLINDA;1378;129021;7737;374;138510
260970 OROBO;68;6599;424;42;7133
260980 OROCO;26;5878;280;58;6242
260990 OURICURI;143;26641;1554;87;28425
261000 PALMARES;218;26004;1098;49;27369
261010 PALMEIRINA;19;2896;152;56;3123
261020 PANELAS;96;8743;486;145;9470
261030 PARANATAMA;40;4840;276;49;5205
261040 PARNAMIRIM;70;7906;482;55;8513
261050 PASSIRA;57;9548;529;66;10200
261060 PAUDALHO;184;18716;1395;79;20374
261070 PAULISTA;870;84758;4113;151;89892
261080 PEDRA;46;8254;489;40;8829
261090 PESQUEIRA;156;23204;1297;56;24713
261100 PETROLANDIA;107;15501;832;109;16549
261110 PETROLINA;1437;124526;5657;2358;133978
261120 POCAO;18;4247;214;11;4490
261130 POMBOS;54;8554;406;16;9030
261140 PRIMAVERA;29;4178;214;9;4430
261150 QUIPAPA;41;7664;548;275;8528
261153 QUIXABA;15;2159;107;10;2291
261160 RECIFE;5417;483322;25304;922;514965
261170 RIACHO DAS ALMAS;64;6505;363;32;6964
261180 RIBEIRAO;105;14106;828;191;15230
261190 RIO FORMOSO;72;8885;501;25;9483
261200 SAIRE;29;3273;223;6;3531
261210 SALGADINHO;15;1657;25;20;1717
261220 SALGUEIRO;182;23113;1178;120;24593
261230 SALOA;35;5539;284;24;5882
261240 SANHARO;68;6753;395;17;7233
261245 SANTA CRUZ;46;6069;270;35;6420
261247 SANTA CRUZ DA BAIXA VERDE;19;4340;180;51;4590
261250 SANTA CRUZ DO CAPIBARIBE;288;28540;1347;73;30248
261255 SANTA FILOMENA;24;4969;310;40;5343
261260 SANTA MARIA DA BOA VISTA;146;16475;959;1137;18717
261270 SANTA MARIA DO CAMBUCA;48;4529;201;24;4802
261280 SANTA TEREZINHA;19;3540;182;51;3792
261290 SAO BENEDITO DO SUL;36;3764;184;4;3988
261300 SAO BENTO DO UNA;129;17985;1033;101;19248
261310 SAO CAITANO;119;12647;689;15;13470
261320 SAO JOAO;71;7998;437;11;8517
261330 SAO JOAQUIM DO MONTE;71;7728;424;23;8246
261340 SAO JOSE DA COROA GRANDE;66;7304;298;24;7692
261350 SAO JOSE DO BELMONTE;81;12104;647;107;12939
261360 SAO JOSE DO EGITO;64;9863;497;68;10492
261370 SAO LOURENCO DA MATA;355;34008;1844;60;36267
261380 SAO VICENTE FERRER;43;6105;363;79;6590
261390 SERRA TALHADA;98;30811;1247;175;32331
261400 SERRITA;45;6857;460;42;7404
261410 SERTANIA;90;10600;549;18;11257
261420 SIRINHAEM;105;15465;933;34;16537
261430 MOREILANDIA;25;3323;195;46;3589
261440 SOLIDAO;14;2107;98;13;2232
261450 SURUBIM;172;19192;466;49;19879
261460 TABIRA;50;9817;662;221;10750
261470 TACAIMBO;41;3929;136;6;4112
261480 TACARATU;41;7249;330;140;7760
261485 TAMANDARE;77;8597;409;94;9177
261500 TAQUARITINGA DO NORTE;67;8386;419;40;8912
261510 TEREZINHA;19;2398;121;17;2555
261520 TERRA NOVA;31;3310;167;18;3526
261530 TIMBAUBA;128;15615;1163;2844;19750
261540 TORITAMA;138;13265;433;33;13869
261550 TRACUNHAEM;45;4510;178;27;4760
261560 TRINDADE;85;12931;790;57;13863
261570 TRIUNFO;29;4585;234;34;4882
261580 TUPANATINGA;43;8949;550;29;9571
261590 TUPARETAMA;31;2801;138;7;2977
261600 VENTUROSA;56;6124;278;43;6501
261610 VERDEJANTE;31;3625;227;23;3906
261618 VERTENTE DO LERIO;30;2835;116;11;2992
261620 VERTENTES;60;7106;293;8;7467
261630 VICENCIA;61;9297;626;167;10151
261640 VITORIA DE SANTO ANTAO;350;45242;2655;58;48305
261650 XEXEU;53;6181;255;15;6504
 MUNICIPIO IGNORADO - AL;-;6;7;1;14
270010 AGUA BRANCA;44;7608;455;311;8418
270020 ANADIA;42;5914;365;39;6360
270030 ARAPIRACA;313;79786;4873;7057;92029
270040 ATALAIA;97;15075;897;2008;18077
270050 BARRA DE SANTO ANTONIO;55;6012;310;62;6439
270060 BARRA DE SAO MIGUEL;34;3157;161;9;3361
270070 BATALHA;32;6792;407;80;7311
270080 BELEM;3;1759;119;31;1912
270090 BELO MONTE;21;2221;152;66;2460
270100 BOCA DA MATA;82;9710;579;20;10391
270110 BRANQUINHA;13;4549;228;104;4894
270120 CACIMBINHAS;15;4075;257;41;4388
270130 CAJUEIRO;55;8309;513;118;8995
270135 CAMPESTRE;18;2431;222;23;2694
270140 CAMPO ALEGRE;73;13633;954;234;14894
270150 CAMPO GRANDE;20;3608;254;312;4194
270160 CANAPI;43;6782;341;387;7553
270170 CAPELA;40;6370;391;135;6936
270180 CARNEIROS;27;3549;186;243;4005
270190 CHA PRETA;16;2628;157;135;2936
270200 COITE DO NOIA;17;3586;234;319;4156
270210 COLONIA LEOPOLDINA;48;7471;473;65;8057
270220 COQUEIRO SECO;15;2017;101;12;2145
270230 CORURIPE;108;20644;1075;260;22087
270235 CRAIBAS;34;9016;535;710;10295
270240 DELMIRO GOUVEIA;71;17636;1003;2127;20837
270250 DOIS RIACHOS;16;3928;329;194;4467
270255 ESTRELA DE ALAGOAS;18;5310;284;92;5704
270260 FEIRA GRANDE;30;7326;500;795;8651
270270 FELIZ DESERTO;9;1540;73;98;1720
270280 FLEXEIRAS;28;4885;284;28;5225
270290 GIRAU DO PONCIANO;50;12178;712;1203;14143
270300 IBATEGUARA;23;6008;327;108;6466
270310 IGACI;29;8188;490;259;8966
270320 IGREJA NOVA;30;6253;535;2571;9389
270330 INHAPI;45;7426;431;121;8023
270340 JACARE DOS HOMENS;10;2451;150;124;2735
270350 JACUIPE;9;2107;146;24;2286
270360 JAPARATINGA;29;2913;170;435;3547
270370 JARAMATAIA;11;2288;117;82;2498
270375 JEQUIA DA PRAIA;18;3757;-;65;3840
270380 JOAQUIM GOMES;55;9263;591;585;10494
270390 JUNDIA;13;1414;76;17;1520
270400 JUNQUEIRO;48;7602;484;1128;9262
270410 LAGOA DA CANOA;28;6819;464;561;7872
270420 LIMOEIRO DE ANADIA;40;7689;437;651;8817
270430 MACEIO;2540;332358;17029;917;352844
270440 MAJOR ISIDORO;28;6397;373;317;7115
270450 MARAGOGI;78;9845;610;2285;12818
270460 MARAVILHA;20;3518;209;276;4023
270470 MARECHAL DEODORO;148;18710;776;93;19727
270480 MARIBONDO;22;4348;307;260;4937
270490 MAR VERMELHO;6;925;77;30;1038
270500 MATA GRANDE;39;8536;485;197;9257
270510 MATRIZ DE CAMARAGIBE;78;9825;511;164;10578
270520 MESSIAS;52;6472;323;45;6892
270530 MINADOR DO NEGRAO;2;2059;121;22;2204
270540 MONTEIROPOLIS;27;2969;209;49;3254
270550 MURICI;50;11835;570;87;12542
270560 NOVO LINO;25;4103;267;42;4437
270570 OLHO D'AGUA DAS FLORES;32;8282;469;211;8994
270580 OLHO D'AGUA DO CASADO;15;3186;198;125;3524
270590 OLHO D'AGUA GRANDE;10;1789;93;206;2098
270600 OLIVENCA;31;3931;219;285;4466
270610 OURO BRANCO;23;3659;261;680;4623
270620 PALESTINA;13;2082;160;20;2275
270630 PALMEIRA DOS INDIOS;85;28978;1702;538;31303
270640 PAO DE ACUCAR;73;9779;688;55;10595
270642 PARICONHA;25;3775;182;261;4243
270644 PARIPUEIRA;44;4596;208;16;4864
270650 PASSO DE CAMARAGIBE;49;5596;267;52;5964
270660 PAULO JACINTO;7;2363;127;69;2566
270670 PENEDO;110;17489;1442;6725;25766
270680 PIACABUCU;39;5362;438;1794;7633
270690 PILAR;82;11668;640;1642;14032
270700 PINDOBA;7;904;43;48;1002
270710 PIRANHAS;57;10450;667;126;11300
270720 POCO DAS TRINCHEIRAS;35;4839;301;494;5669
270730 PORTO CALVO;83;10790;719;101;11693
270740 PORTO DE PEDRAS;26;2747;145;54;2972
270750 PORTO REAL DO COLEGIO;36;5951;395;1242;7624
270760 QUEBRANGULO;8;4169;263;46;4486
270770 RIO LARGO;165;25681;1164;163;27173
270780 ROTEIRO;28;3425;246;12;3711
270790 SANTA LUZIA DO NORTE;25;2685;158;8;2876
270800 SANTANA DO IPANEMA;109;18065;1200;1623;20997
270810 SANTANA DO MUNDAU;5;3945;246;82;4278
270820 SAO BRAS;12;2133;109;352;2606
270830 SAO JOSE DA LAJE;33;9256;596;231;10116
270840 SAO JOSE DA TAPERA;85;13140;875;514;14614
270850 SAO LUIS DO QUITUNDE;79;13842;821;178;14920
270860 SAO MIGUEL DOS CAMPOS;174;22217;1550;438;24379
270870 SAO MIGUEL DOS MILAGRES;23;2402;79;35;2539
270880 SAO SEBASTIAO;63;12430;818;1186;14497
270890 SATUBA;42;4643;225;28;4938
270895 SENADOR RUI PALMEIRA;31;5065;232;237;5565
270900 TANQUE D'ARCA;9;1756;105;113;1983
270910 TAQUARANA;26;6600;452;473;7551
270915 TEOTONIO VILELA;94;14605;765;2724;18188
270920 TRAIPU;37;8385;396;602;9420
270930 UNIAO DOS PALMARES;59;26635;1593;314;28601
270940 VICOSA;61;9912;605;370;10948
 MUNICIPIO IGNORADO - SE;1;16;4;-;21
280010 AMPARO DE SAO FRANCISCO;13;762;38;29;842
280020 AQUIDABA;49;6272;315;181;6817
280030 ARACAJU;1959;195313;10622;4703;212597
280040 ARAUA;49;3866;213;73;4201
280050 AREIA BRANCA;58;6208;349;114;6729
280060 BARRA DOS COQUEIROS;88;9894;416;302;10700
280067 BOQUIM;73;8496;588;66;9223
280070 BREJO GRANDE;17;2903;147;131;3198
280100 CAMPO DO BRITO;53;5824;306;19;6202
280110 CANHOBA;10;1524;115;126;1775
280120 CANINDE DE SAO FRANCISCO;95;12422;362;254;13133
280130 CAPELA;118;12134;413;169;12834
280140 CARIRA;48;7155;465;60;7728
280150 CARMOPOLIS;57;5545;287;114;6003
280160 CEDRO DE SAO JOAO;17;1666;103;69;1855
280170 CRISTINAPOLIS;59;6846;418;174;7497
280190 CUMBE;10;1154;65;14;1243
280200 DIVINA PASTORA;19;1588;81;41;1729
280210 ESTANCIA;225;24076;1468;159;25928
280220 FEIRA NOVA;25;2094;92;37;2248
280230 FREI PAULO;55;5052;249;61;5417
280240 GARARU;27;3305;123;231;3686
280250 GENERAL MAYNARD;9;825;49;18;901
280260 GRACHO CARDOSO;10;1794;100;24;1928
280270 ILHA DAS FLORES;23;3147;212;113;3495
280280 INDIAROBA;63;6717;320;47;7147
280290 ITABAIANA;320;31971;1761;129;34181
280300 ITABAIANINHA;145;13229;827;1415;15616
280310 ITABI;11;1326;80;31;1448
280320 ITAPORANGA D'AJUDA;93;10697;603;1572;12965
280330 JAPARATUBA;46;5293;388;400;6127
280340 JAPOATA;39;4781;236;218;5274
280350 LAGARTO;210;33580;1943;196;35929
280360 LARANJEIRAS;119;9826;607;479;11031
280370 MACAMBIRA;22;2241;108;10;2381
280380 MALHADA DOS BOIS;14;1414;76;65;1569
280390 MALHADOR;41;4132;42;85;4300
280400 MARUIM;55;6202;366;279;6902
280410 MOITA BONITA;30;3136;185;50;3401
280420 MONTE ALEGRE DE SERGIPE;35;5481;240;80;5836
280430 MURIBECA;23;2459;128;109;2719
280440 NEOPOLIS;34;5641;397;496;6568
280445 NOSSA SENHORA APARECIDA;18;2531;142;57;2748
280450 NOSSA SENHORA DA GLORIA;109;12664;608;92;13473
280460 NOSSA SENHORA DAS DORES;79;8367;536;270;9252
280470 NOSSA SENHORA DE LOURDES;15;1897;101;85;2098
280480 NOSSA SENHORA DO SOCORRO;632;61166;3194;3104;68096
280490 PACATUBA;37;4835;308;206;5386
280500 PEDRA MOLE;4;902;35;7;948
280510 PEDRINHAS;28;2912;220;30;3190
280520 PINHAO;20;2132;101;7;2260
280530 PIRAMBU;37;3266;144;111;3558
280540 POCO REDONDO;103;11728;418;143;12392
280550 POCO VERDE;46;6817;426;121;7410
280560 PORTO DA FOLHA;70;9077;588;585;10320
280570 PROPRIA;90;9752;617;502;10961
280580 RIACHAO DO DANTAS;33;6851;518;74;7476
280590 RIACHUELO;34;3733;174;107;4048
280600 RIBEIROPOLIS;46;4698;270;46;5060
280610 ROSARIO DO CATETE;31;3380;173;282;3866
280620 SALGADO;49;6070;426;143;6688
280630 SANTA LUZIA DO ITANHY;44;5455;323;26;5848
280640 SANTANA DO SAO FRANCISCO;13;2185;112;254;2564
280650 SANTA ROSA DE LIMA;19;1484;71;33;1607
280660 SANTO AMARO DAS BROTAS;30;3880;254;150;4314
280670 SAO CRISTOVAO;315;28378;1544;893;31130
280680 SAO DOMINGOS;39;3243;175;43;3500
280690 SAO FRANCISCO;8;981;75;48;1112
280700 SAO MIGUEL DO ALEIXO;21;1204;65;7;1297
280710 SIMAO DIAS;109;13702;925;127;14863
280720 SIRIRI;20;2765;132;53;2970
280730 TELHA;6;1017;48;36;1107
280740 TOBIAS BARRETO;128;16265;1152;259;17804
280750 TOMAR DO GERU;52;4520;329;80;4981
280760 UMBAUBA;84;9092;510;106;9792
 MUNICIPIO IGNORADO - BA;8;585;128;446;1167
290010 ABAIRA;11;1291;66;21;1389
290020 ABARE;57;6586;227;87;6957
290030 ACAJUTIBA;28;4060;280;994;5362
290035 ADUSTINA;18;3830;232;446;4526
290040 AGUA FRIA;17;3143;234;778;4172
290050 ERICO CARDOSO;8;2387;158;235;2788
290060 AIQUARA;7;1350;71;26;1454
290070 ALAGOINHAS;377;46178;2322;1559;50436
290080 ALCOBACA;40;5042;344;2234;7660
290090 ALMADINA;7;1704;103;41;1855
290100 AMARGOSA;78;10646;665;321;11710
290110 AMELIA RODRIGUES;24;3927;400;2603;6954
290115 AMERICA DOURADA;21;5278;313;106;5718
290120 ANAGE;38;5792;418;480;6728
290130 ANDARAI;16;4400;255;161;4832
290135 ANDORINHA;32;4134;212;76;4454
290140 ANGICAL;32;3872;213;391;4508
290150 ANGUERA;7;1140;126;1000;2273
290160 ANTAS;8;3447;203;170;3828
290170 ANTONIO CARDOSO;8;1994;161;1530;3693
290180 ANTONIO GONCALVES;7;1950;158;893;3008
290190 APORA;32;4270;219;625;5146
290195 APUAREMA;10;2145;108;84;2347
290200 ARACATU;26;3969;221;123;4339
290205 ARACAS;33;3857;246;164;4300
290210 ARACI;95;13030;1093;4555;18773
290220 ARAMARI;22;2726;160;93;3001
290225 ARATACA;13;3007;175;151;3346
290230 ARATUIPE;11;2621;33;57;2722
290240 AURELINO LEAL;29;4777;122;174;5102
290250 BAIANOPOLIS;39;4094;246;229;4608
290260 BAIXA GRANDE;32;5562;307;477;6378
290265 BANZAE;18;3422;187;577;4204
290270 BARRA;115;18137;801;891;19944
290280 BARRA DA ESTIVA;40;8634;391;50;9115
290290 BARRA DO CHOCA;71;12425;682;339;13517
290300 BARRA DO MENDES;41;4481;325;37;4884
290310 BARRA DO ROCHA;12;1849;108;19;1988
290320 BARREIRAS;407;51834;3571;4613;60425
290323 BARRO ALTO;35;3765;237;343;4380
290327 BARROCAS;25;3719;-;614;4358
290330 BARRO PRETO;12;1734;108;152;2006
290340 BELMONTE;28;7620;194;154;7996
290350 BELO CAMPO;24;5388;312;113;5837
290360 BIRITINGA;28;4007;212;964;5211
290370 BOA NOVA;29;3938;267;429;4663
290380 BOA VISTA DO TUPIM;35;4964;331;1279;6609
290390 BOM JESUS DA LAPA;67;20073;1216;3929;25285
290395 BOM JESUS DA SERRA;19;3083;136;113;3351
290400 BONINAL;22;4073;258;50;4403
290405 BONITO;52;5489;246;207;5994
290410 BOQUIRA;22;6310;421;46;6799
290420 BOTUPORA;11;3308;237;46;3602
290430 BREJOES;26;4541;310;106;4983
290440 BREJOLANDIA;23;2042;107;58;2230
290450 BROTAS DE MACAUBAS;25;2834;183;188;3230
290460 BRUMADO;92;20053;1065;399;21609
290470 BUERAREMA;50;6381;462;35;6928
290475 BURITIRAMA;77;6698;328;121;7224
290480 CAATIBA;5;2064;125;104;2298
290485 CABACEIRAS DO PARAGUACU;40;5358;146;271;5815
290490 CACHOEIRA;26;6124;452;3208;9810
290500 CACULE;36;6321;326;42;6725
290510 CAEM;20;3764;279;253;4316
290515 CAETANOS;30;2771;157;240;3198
290520 CAETITE;144;15239;328;676;16387
290530 CAFARNAUM;45;6797;377;57;7276
290540 CAIRU;21;5387;178;56;5642
290550 CALDEIRAO GRANDE;22;4054;185;183;4444
290560 CAMACAN;45;10576;632;555;11808
290570 CAMACARI;904;81196;3467;5607;91174
290580 CAMAMU;54;11607;770;1033;13464
290590 CAMPO ALEGRE DE LOURDES;32;11432;530;39;12033
290600 CAMPO FORMOSO;71;17917;1391;8497;27876
290610 CANAPOLIS;1;2907;142;136;3186
290620 CANARANA;52;8604;508;510;9674
290630 CANAVIEIRAS;66;11447;602;219;12334
290640 CANDEAL;5;1676;153;639;2473
290650 CANDEIAS;213;23598;1461;542;25814
290660 CANDIBA;16;2513;227;1105;3861
290670 CANDIDO SALES;34;8846;526;70;9476
290680 CANSANCAO;50;10133;623;520;11326
290682 CANUDOS;26;4921;204;160;5311
290685 CAPELA DO ALTO ALEGRE;13;2444;169;250;2876
290687 CAPIM GROSSO;59;10355;589;295;11298
290689 CARAIBAS;19;2402;151;133;2705
290690 CARAVELAS;37;5967;239;356;6599
290700 CARDEAL DA SILVA;16;2788;193;155;3152
290710 CARINHANHA;37;9811;463;132;10443
290720 CASA NOVA;168;24874;1098;142;26282
290730 CASTRO ALVES;32;7859;419;195;8505
290740 CATOLANDIA;12;994;33;48;1087
290750 CATU;91;14124;869;524;15608
290755 CATURAMA;13;2035;141;225;2414
290760 CENTRAL;36;5629;363;133;6161
290770 CHORROCHO;30;3715;264;132;4141
290780 CICERO DANTAS;36;8910;461;122;9529
290790 CIPO;49;5901;270;229;6449
290800 COARACI;39;7025;418;166;7648
290810 COCOS;10;5102;248;678;6038
290820 CONCEICAO DA FEIRA;18;4291;324;1330;5963
290830 CONCEICAO DO ALMEIDA;23;4054;203;176;4456
290840 CONCEICAO DO COITE;102;20309;1313;2634;24358
290850 CONCEICAO DO JACUIPE;30;5986;475;2870;9361
290860 CONDE;67;7678;457;527;8729
290870 CONDEUBA;20;4831;285;116;5252
290880 CONTENDAS DO SINCORA;3;1010;70;56;1139
290890 CORACAO DE MARIA;21;4190;331;2628;7170
290900 CORDEIROS;9;1916;139;56;2120
290910 CORIBE;22;3993;245;113;4373
290920 CORONEL JOAO SA;35;5135;299;117;5586
290930 CORRENTINA;91;8137;460;2288;10976
290940 COTEGIPE;29;3718;206;314;4267
290950 CRAVOLANDIA;16;1683;101;55;1855
290960 CRISOPOLIS;34;6175;439;98;6746
290970 CRISTOPOLIS;33;3610;168;279;4090
290980 CRUZ DAS ALMAS;136;17085;764;1044;19029
290990 CURACA;82;12204;650;132;13068
291000 DARIO MEIRA;20;3640;198;321;4179
291005 DIAS D'AVILA;202;23424;1072;565;25263
291010 DOM BASILIO;13;2919;177;237;3346
291020 DOM MACEDO COSTA;3;1049;31;77;1160
291030 ELISIO MEDRADO;15;1860;104;89;2068
291040 ENCRUZILHADA;48;7046;299;205;7598
291050 ENTRE RIOS;77;12941;920;640;14578
291060 ESPLANADA;78;8536;537;3389;12540
291070 EUCLIDES DA CUNHA;62;17164;297;766;18289
291072 EUNAPOLIS;246;38401;1976;2437;43060
291075 FATIMA;13;5007;290;52;5362
291077 FEIRA DA MATA;5;952;32;79;1068
291080 FEIRA DE SANTANA;495;124957;10339;80197;215988
291085 FILADELFIA;19;5213;333;802;6367
291090 FIRMINO ALVES;4;1434;64;32;1534
291100 FLORESTA AZUL;15;3111;158;53;3337
291110 FORMOSA DO RIO PRETO;58;8730;315;123;9226
291120 GANDU;92;11378;685;148;12303
291125 GAVIAO;7;1054;47;90;1198
291130 GENTIO DO OURO;27;3126;195;23;3371
291140 GLORIA;27;4892;239;339;5497
291150 GONGOGI;11;2104;118;57;2290
291160 GOVERNADOR MANGABEIRA;27;5834;118;377;6356
291165 GUAJERU;8;2028;134;59;2229
291170 GUANAMBI;227;26309;1466;172;28174
291180 GUARATINGA;41;6213;373;104;6731
291185 HELIOPOLIS;12;3394;208;77;3691
291190 IACU;39;9397;639;262;10337
291200 IBIASSUCE;24;2561;203;88;2876
291210 IBICARAI;40;7843;529;25;8437
