 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Consult pré-natal;;;;;;;
Período:2000-2022;;;;;;;
Município;Nenhuma;De 1 a 3 consultas;De 4 a 6 consultas;De 1 a 6 consultas, não especificado;7 ou mais consultas;Ignorado;Total
241300 SAO VICENTE;9;81;484;-;1057;13;1644
241310 SENADOR ELOI DE SOUZA;70;182;777;-;734;23;1786
241320 SENADOR GEORGINO AVELINO;37;130;569;-;762;42;1540
241330 SERRA DE SAO BENTO;34;97;902;-;939;36;2008
241335 SERRA DO MEL;54;132;1990;-;2379;24;4579
241340 SERRA NEGRA DO NORTE;31;107;809;-;1346;13;2306
241350 SERRINHA;119;212;1043;-;1031;59;2464
241355 SERRINHA DOS PINTOS;12;28;430;-;747;6;1223
241360 SEVERIANO MELO;20;70;681;-;1198;7;1976
241370 SITIO NOVO;26;82;584;-;796;17;1505
241380 TABOLEIRO GRANDE;8;36;227;-;571;1;843
241390 TAIPU;149;510;1821;-;1354;44;3878
241400 TANGARA;98;431;1939;-;2647;78;5193
241410 TENENTE ANANIAS;34;60;806;-;2500;9;3409
241415 TENENTE LAURENTINO CRUZ;24;115;757;-;1413;12;2321
241420 TIBAU DO SUL;210;446;1594;-;2304;109;4663
241430 TIMBAUBA DOS BATISTAS;2;16;144;-;396;1;559
241440 TOUROS;360;1419;4923;-;4779;97;11578
241445 TRIUNFO POTIGUAR;15;69;689;-;581;22;1376
241450 UMARIZAL;72;105;1162;-;1757;18;3114
241460 UPANEMA;76;229;1903;-;1875;22;4105
241470 VARZEA;75;106;663;-;791;29;1664
241475 VENHA-VER;7;64;443;-;797;6;1317
241480 VERA CRUZ;135;310;1405;-;1929;95;3874
241490 VICOSA;5;13;140;-;449;2;609
241500 VILA FLOR;44;99;456;-;563;26;1188
 MUNICIPIO IGNORADO - PB;9;3;19;-;40;2;73
250010 AGUA BRANCA;64;166;1656;-;1448;12;3346
250020 AGUIAR;35;61;634;-;914;33;1677
250030 ALAGOA GRANDE;240;585;3747;6;5323;282;10183
250040 ALAGOA NOVA;188;424;2916;-;4300;95;7923
250050 ALAGOINHA;98;291;1433;-;3368;172;5362
250053 ALCANTIL;37;84;717;-;1566;20;2424
250057 ALGODAO DE JANDAIRA;18;62;364;-;644;17;1105
250060 ALHANDRA;371;713;3129;-;4612;130;8955
250070 SAO JOAO DO RIO DO PEIXE;165;222;1445;-;2729;33;4594
250073 AMPARO;3;74;212;-;534;4;827
250077 APARECIDA;18;54;1174;-;1202;11;2459
250080 ARACAGI;104;280;1506;-;3085;158;5133
250090 ARARA;57;203;1391;-;1893;38;3582
250100 ARARUNA;118;283;2104;-;4011;142;6658
250110 AREIA;235;721;4047;-;4141;110;9254
250115 AREIA DE BARAUNAS;18;43;352;-;379;7;799
250120 AREIAL;30;69;688;-;1658;54;2499
250130 AROEIRAS;277;431;2845;-;3468;86;7107
250135 ASSUNCAO;19;53;450;-;909;17;1448
250140 BAIA DA TRAICAO;79;199;1138;-;1852;413;3681
250150 BANANEIRAS;96;198;2635;-;4646;91;7666
250153 BARAUNA;9;39;232;-;1136;19;1435
250157 BARRA DE SANTANA;53;90;940;-;1562;59;2704
250160 BARRA DE SANTA ROSA;38;131;1266;-;2632;58;4125
250170 BARRA DE SAO MIGUEL;30;82;510;-;1261;41;1924
250180 BAYEUX;1196;2995;12154;-;15887;570;32802
250190 BELEM;69;216;2101;-;3164;91;5641
250200 BELEM DO BREJO DO CRUZ;32;129;802;-;1061;17;2041
250205 BERNARDINO BATISTA;21;40;253;-;946;8;1268
250210 BOA VENTURA;45;191;757;-;943;31;1967
250215 BOA VISTA;37;52;667;-;1489;11;2256
250220 BOM JESUS;35;67;310;-;505;10;927
250230 BOM SUCESSO;12;75;785;-;485;5;1362
250240 BONITO DE SANTA FE;123;208;1966;-;1769;38;4104
250250 BOQUEIRAO;137;281;2222;-;4006;70;6716
250260 IGARACY;48;126;654;-;1126;43;1997
250270 BORBOREMA;33;60;659;-;952;31;1735
250280 BREJO DO CRUZ;75;201;1623;-;2538;19;4456
250290 BREJO DOS SANTOS;36;101;1313;-;707;23;2180
250300 CAAPORA;199;395;2325;-;6190;185;9294
250310 CABACEIRAS;26;60;523;1;969;18;1597
250320 CABEDELO;535;1220;5449;-;13074;429;20707
250330 CACHOEIRA DOS INDIOS;80;248;1313;-;1624;20;3285
250340 CACIMBA DE AREIA;15;36;500;-;698;10;1259
250350 CACIMBA DE DENTRO;100;303;2169;-;3109;97;5778
250355 CACIMBAS;73;230;1549;-;1569;35;3456
250360 CAICARA;35;77;892;-;1330;82;2416
250370 CAJAZEIRAS;658;1751;5996;-;11545;132;20082
250375 CAJAZEIRINHAS;13;51;282;-;804;8;1158
250380 CALDAS BRANDAO;59;111;566;-;1114;34;1884
250390 CAMALAU;22;215;744;-;1044;45;2070
250400 CAMPINA GRANDE;5248;7312;47104;-;84211;1557;145432
250403 CAPIM;45;176;771;-;1235;115;2342
250407 CARAUBAS;11;93;401;-;815;14;1334
250410 CARRAPATEIRA;13;46;238;-;368;5;670
250415 CASSERENGUE;28;76;797;-;1371;30;2302
250420 CATINGUEIRA;35;112;704;-;797;20;1668
250430 CATOLE DO ROCHA;99;405;3499;-;5721;87;9811
250435 CATURITE;35;48;517;-;1207;8;1815
250440 CONCEICAO;248;627;2548;-;2548;441;6412
250450 CONDADO;77;123;888;-;1422;22;2532
250460 CONDE;538;881;3391;-;5543;158;10511
250470 CONGO;51;170;604;-;1158;18;2001
250480 COREMAS;99;339;2457;-;2168;35;5098
250485 COXIXOLA;5;32;177;-;243;3;460
250490 CRUZ DO ESPIRITO SANTO;219;432;2535;-;3110;144;6440
250500 CUBATI;32;75;801;-;1707;12;2627
250510 CUITE;93;322;2773;-;3587;63;6838
250520 CUITEGI;51;145;837;-;1531;103;2667
250523 CUITE DE MAMANGUAPE;38;157;630;-;945;65;1835
250527 CURRAL DE CIMA;32;108;620;-;1010;128;1898
250530 CURRAL VELHO;27;102;301;-;346;7;783
250535 DAMIAO;15;47;417;-;1099;26;1604
250540 DESTERRO;50;153;1210;2;1709;33;3157
250550 VISTA SERRANA;12;47;442;-;616;11;1128
250560 DIAMANTE;68;252;935;-;949;24;2228
250570 DONA INES;53;144;1553;-;2016;102;3868
250580 DUAS ESTRADAS;30;67;376;-;785;59;1317
250590 EMAS;32;45;446;-;584;30;1137
250600 ESPERANCA;153;480;3621;1;7901;238;12394
250610 FAGUNDES;60;188;1709;-;2389;35;4381
250620 FREI MARTINHO;2;12;130;-;596;18;758
250625 GADO BRAVO;55;117;939;-;1740;17;2868
250630 GUARABIRA;248;814;4508;-;13731;545;19846
250640 GURINHEM;120;226;1470;-;2849;97;4762
250650 GURJAO;18;36;298;-;693;19;1064
250660 IBIARA;30;137;607;-;912;21;1707
250670 IMACULADA;80;204;1985;-;1936;22;4227
250680 INGA;193;287;1999;-;3489;68;6036
250690 ITABAIANA;209;641;2728;-;4734;107;8419
250700 ITAPORANGA;247;810;3461;-;3614;67;8199
250710 ITAPOROROCA;116;462;2065;-;2952;256;5851
250720 ITATUBA;127;259;1162;-;2093;53;3694
250730 JACARAU;99;329;1821;-;2937;106;5292
250740 JERICO;43;132;1166;-;1014;14;2369
250750 JOAO PESSOA;8394;18727;76582;-;156896;4057;264656
250760 JUAREZ TAVORA;130;176;950;4;1468;44;2772
250770 JUAZEIRINHO;119;322;2795;-;3921;102;7259
250780 JUNCO DO SERIDO;31;82;651;-;1540;20;2324
250790 JURIPIRANGA;118;249;1278;-;2736;49;4430
250800 JURU;38;203;1394;-;1411;16;3062
250810 LAGOA;38;89;563;-;821;16;1527
250820 LAGOA DE DENTRO;50;173;815;-;1621;107;2766
250830 LAGOA SECA;234;433;3407;-;5678;119;9871
250840 LASTRO;11;20;462;-;590;11;1094
250850 LIVRAMENTO;46;197;827;-;1486;32;2588
250855 LOGRADOURO;15;24;314;-;728;29;1110
250860 LUCENA;274;484;1838;-;2210;69;4875
250870 MAE D'AGUA;16;69;567;-;641;8;1301
250880 MALTA;36;103;765;-;1028;30;1962
250890 MAMANGUAPE;626;1221;6032;-;9114;708;17701
250900 MANAIRA;52;351;1931;-;1615;27;3976
250905 MARCACAO;69;162;908;-;1932;429;3500
250910 MARI;200;335;2019;-;3797;144;6495
250915 MARIZOPOLIS;9;44;880;-;1096;12;2041
250920 MASSARANDUBA;131;226;1750;-;2170;67;4344
250930 MATARACA;103;244;1104;-;1801;147;3399
250933 MATINHAS;21;55;511;-;1025;29;1641
250937 MATO GROSSO;23;36;307;-;441;12;819
250939 MATUREIA;41;97;826;-;1371;19;2354
250940 MOGEIRO;103;211;1314;-;2894;54;4576
250950 MONTADAS;30;47;488;-;1337;49;1951
250960 MONTE HOREBE;43;123;502;-;859;17;1544
250970 MONTEIRO;118;1396;4449;-;5132;264;11359
250980 MULUNGU;76;199;1009;-;1753;81;3118
250990 NATUBA;112;200;1001;-;1348;12;2673
251000 NAZAREZINHO;14;53;1200;-;1155;12;2434
251010 NOVA FLORESTA;90;194;1205;-;2111;60;3660
251020 NOVA OLINDA;38;140;843;-;1191;14;2226
251030 NOVA PALMEIRA;1;20;164;-;909;16;1110
251040 OLHO D'AGUA;123;174;1130;-;1141;41;2609
251050 OLIVEDOS;9;30;354;-;681;6;1080
251060 OURO VELHO;4;71;399;-;464;35;973
251065 PARARI;5;32;181;-;315;2;535
251070 PASSAGEM;27;30;321;-;451;8;837
251080 PATOS;754;1595;13269;-;20239;373;36230
251090 PAULISTA;41;161;798;-;2320;23;3343
251100 PEDRA BRANCA;28;115;478;-;676;24;1321
251110 PEDRA LAVRADA;16;60;529;-;1675;8;2288
251120 PEDRAS DE FOGO;179;470;3559;-;6697;113;11018
251130 PIANCO;94;225;1602;-;2901;49;4871
251140 PICUI;59;151;801;-;5658;134;6803
251150 PILAR;104;213;1441;-;2443;58;4259
251160 PILOES;48;188;952;-;1763;106;3057
251170 PILOEZINHOS;27;68;478;-;1366;59;1998
251180 PIRPIRITUBA;83;230;1103;-;1865;141;3422
251190 PITIMBU;289;552;2268;-;3208;133;6450
251200 POCINHOS;127;268;1924;-;4304;97;6720
251203 POCO DANTAS;33;73;414;-;949;1;1470
251207 POCO DE JOSE DE MOURA;35;46;361;-;718;4;1164
251210 POMBAL;74;224;1768;-;7858;57;9981
251220 PRATA;4;99;469;-;688;28;1288
251230 PRINCESA ISABEL;100;629;2255;-;4290;84;7358
251240 PUXINANA;96;228;1615;-;2915;27;4881
251250 QUEIMADAS;383;625;4743;-;9303;92;15146
251260 QUIXABA;8;47;273;-;356;6;690
251270 REMIGIO;115;411;2652;-;3266;94;6538
251272 PEDRO REGIS;19;116;585;-;885;43;1648
251274 RIACHAO;14;30;295;-;822;23;1184
251275 RIACHAO DO BACAMARTE;23;60;482;-;892;15;1472
251276 RIACHAO DO POCO;55;92;520;-;698;16;1381
251278 RIACHO DE SANTO ANTONIO;16;38;284;-;492;9;839
251280 RIACHO DOS CAVALOS;37;120;1354;-;1397;24;2932
251290 RIO TINTO;206;499;2381;-;3730;942;7758
251300 SALGADINHO;16;88;552;-;530;48;1234
251310 SALGADO DE SAO FELIX;74;215;1084;-;1981;22;3376
251315 SANTA CECILIA;27;67;820;-;1243;9;2166
251320 SANTA CRUZ;17;52;825;-;821;19;1734
251330 SANTA HELENA;41;101;527;-;1003;8;1680
251335 SANTA INES;33;71;498;-;410;14;1026
251340 SANTA LUZIA;75;120;807;-;3777;100;4879
251350 SANTANA DE MANGUEIRA;80;225;677;-;706;37;1725
251360 SANTANA DOS GARROTES;70;141;835;-;1146;25;2217
251365 JOCA CLAUDINO;9;19;168;-;463;-;659
251370 SANTA RITA;2269;4149;19762;-;24936;575;51691
251380 SANTA TERESINHA;35;71;725;-;860;22;1713
251385 SANTO ANDRE;11;21;214;-;443;6;695
251390 SAO BENTO;152;601;2616;-;7228;48;10645
251392 SAO BENTINHO;11;42;234;-;881;3;1171
251394 SAO DOMINGOS DO CARIRI;15;20;208;-;490;8;741
251396 SAO DOMINGOS;19;17;199;-;597;4;836
251398 SAO FRANCISCO;10;28;403;-;666;9;1116
251400 SAO JOAO DO CARIRI;22;52;461;-;785;21;1341
251410 SAO JOAO DO TIGRE;27;142;467;-;663;47;1346
251420 SAO JOSE DA LAGOA TAPADA;22;68;1100;-;1210;25;2425
251430 SAO JOSE DE CAIANA;105;283;1092;-;847;17;2344
251440 SAO JOSE DE ESPINHARAS;29;49;665;-;700;13;1456
251445 SAO JOSE DOS RAMOS;49;99;660;-;1132;12;1952
251450 SAO JOSE DE PIRANHAS;166;678;2236;-;3340;78;6498
251455 SAO JOSE DE PRINCESA;11;102;400;-;486;19;1018
251460 SAO JOSE DO BONFIM;23;45;492;-;750;13;1323
251465 SAO JOSE DO BREJO DO CRUZ;2;12;133;-;400;1;548
251470 SAO JOSE DO SABUGI;16;33;226;-;834;13;1122
251480 SAO JOSE DOS CORDEIROS;19;75;457;-;614;15;1180
251490 SAO MAMEDE;33;59;877;-;1605;13;2587
251500 SAO MIGUEL DE TAIPU;82;191;1026;-;1125;21;2445
251510 SAO SEBASTIAO DE LAGOA DE ROCA;45;134;1218;-;2004;41;3442
251520 SAO SEBASTIAO DO UMBUZEIRO;11;92;348;-;603;29;1083
251530 SAPE;801;1479;6292;-;8218;348;17138
251540 SAO VICENTE DO SERIDO;67;101;1145;-;2595;61;3969
251550 SERRA BRANCA;59;149;1219;-;2216;29;3672
251560 SERRA DA RAIZ;20;44;248;-;575;44;931
251570 SERRA GRANDE;18;85;394;-;567;14;1078
251580 SERRA REDONDA;60;111;751;-;1287;22;2231
251590 SERRARIA;67;130;718;-;1160;52;2127
251593 SERTAOZINHO;24;38;278;-;1166;74;1580
251597 SOBRADO;78;123;750;-;1527;25;2503
251600 SOLANEA;165;493;3858;-;5286;173;9975
251610 SOLEDADE;92;266;1715;-;2893;74;5040
251615 SOSSEGO;7;47;366;-;813;18;1251
251620 SOUSA;159;602;9888;-;12440;188;23277
251630 SUME;51;334;1480;-;3624;42;5531
251640 TACIMA;47;99;943;-;1481;68;2638
251650 TAPEROA;143;405;1896;-;2566;160;5170
251660 TAVARES;68;340;1667;-;2751;36;4862
251670 TEIXEIRA;122;355;2533;-;2766;64;5840
251675 TENORIO;16;31;322;-;612;9;990
251680 TRIUNFO;78;123;962;-;1520;33;2716
251690 UIRAUNA;74;137;984;-;3067;12;4274
251700 UMBUZEIRO;64;202;1047;-;1593;20;2926
251710 VARZEA;8;11;133;-;551;16;719
251720 VIEIROPOLIS;6;28;547;-;664;13;1258
251740 ZABELE;12;88;284;-;428;15;827
 MUNICIPIO IGNORADO - PE;13;13;29;-;80;7;142
260005 ABREU E LIMA;900;3027;11572;-;16801;431;32731
260010 AFOGADOS DA INGAZEIRA;126;498;5944;-;7647;34;14249
260020 AFRANIO;119;676;3216;-;3301;40;7352
260030 AGRESTINA;265;577;3439;-;4046;66;8393
260040 AGUA PRETA;881;966;4188;-;6457;77;12569
260050 AGUAS BELAS;1278;2767;6774;-;8036;139;18994
260060 ALAGOINHA;132;344;1825;-;2490;42;4833
260070 ALIANCA;584;982;4487;-;7516;168;13737
260080 ALTINHO;209;558;2447;-;3390;107;6711
260090 AMARAJI;379;756;2650;-;4110;39;7934
260100 ANGELIM;116;249;1249;-;2082;31;3727
260105 ARACOIABA;438;612;2333;-;3952;109;7444
260110 ARARIPINA;997;4604;14389;-;18881;124;38995
260120 ARCOVERDE;1011;1411;5227;-;19863;56;27568
260130 BARRA DE GUABIRABA;198;264;1477;-;2518;47;4504
260140 BARREIROS;953;1566;7733;-;8009;109;18370
260150 BELEM DE MARIA;171;242;1273;-;2077;12;3775
260160 BELEM DE SAO FRANCISCO;201;1005;3820;-;3915;134;9075
260170 BELO JARDIM;976;1903;11028;-;14265;118;28290
260180 BETANIA;98;268;2652;-;1912;26;4956
260190 BEZERROS;416;850;4800;-;13037;67;19170
260200 BODOCO;196;943;5192;-;7749;114;14194
260210 BOM CONSELHO;640;1564;7011;-;6458;179;15852
260220 BOM JARDIM;139;588;4840;-;6318;76;11961
260230 BONITO;601;1084;5565;-;8292;112;15654
260240 BREJAO;132;423;1832;-;2072;31;4490
260250 BREJINHO;10;102;1282;-;1291;5;2690
260260 BREJO DA MADRE DE DEUS;483;1583;7006;-;8344;71;17487
260270 BUENOS AIRES;169;398;1341;-;2650;32;4590
260280 BUIQUE;1360;2041;7434;-;12841;111;23787
260290 CABO DE SANTO AGOSTINHO;2024;6134;23557;-;41201;726;73642
260300 CABROBO;547;1422;4871;-;6579;135;13554
260310 CACHOEIRINHA;118;407;2368;-;3956;30;6879
260320 CAETES;186;533;3987;-;5781;51;10538
260330 CALCADO;63;235;1269;-;2003;38;3608
260340 CALUMBI;60;94;1415;-;845;23;2437
260345 CAMARAGIBE;750;3241;17218;-;30380;860;52449
260350 CAMOCIM DE SAO FELIX;154;396;1638;-;3312;28;5528
260360 CAMUTANGA;71;169;965;-;1677;19;2901
260370 CANHOTINHO;430;727;3127;-;4624;96;9004
260380 CAPOEIRAS;222;462;2838;-;3698;54;7274
260390 CARNAIBA;67;307;2955;-;3567;19;6915
260392 CARNAUBEIRA DA PENHA;287;888;2924;-;3037;43;7179
260400 CARPINA;995;1846;7425;-;14151;319;24736
260410 CARUARU;1683;6557;38356;-;79054;162;125812
260415 CASINHAS;63;210;1912;-;2461;16;4662
260420 CATENDE;700;1033;4535;-;7308;101;13677
260430 CEDRO;37;145;1499;-;2453;22;4156
260440 CHA DE ALEGRIA;167;410;1446;-;2688;56;4767
260450 CHA GRANDE;289;613;2901;-;3527;37;7367
260460 CONDADO;526;721;2513;-;4570;130;8460
260470 CORRENTES;240;474;2195;-;2867;36;5812
260480 CORTES;522;916;1499;-;2467;17;5421
260490 CUMARU;61;204;1801;-;2586;24;4676
260500 CUPIRA;373;780;2835;-;4669;72;8729
260510 CUSTODIA;327;878;5110;-;6622;94;13031
260515 DORMENTES;79;414;2526;-;3398;73;6490
260520 ESCADA;1444;2689;11104;-;10425;154;25816
260530 EXU;229;847;5764;-;5984;110;12934
260540 FEIRA NOVA;169;427;2768;-;4259;71;7694
260545 FERNANDO DE NORONHA;7;21;100;-;335;4;467
260550 FERREIROS;125;247;1205;-;2097;24;3698
260560 FLORES;128;458;3515;-;3040;42;7183
260570 FLORESTA;266;896;5189;-;5522;80;11953
260580 FREI MIGUELINHO;27;182;1724;-;1910;11;3854
260590 GAMELEIRA;488;944;3149;-;4127;249;8957
260600 GARANHUNS;1259;3671;16011;-;32010;505;53456
260610 GLORIA DO GOITA;332;636;3196;-;5203;69;9436
260620 GOIANA;1454;2571;9974;-;14297;399;28695
260630 GRANITO;67;90;1122;-;1284;9;2572
260640 GRAVATA;666;1851;8775;-;14852;100;26244
260650 IATI;573;881;3078;-;3830;49;8411
260660 IBIMIRIM;672;997;3372;-;6505;58;11604
260670 IBIRAJUBA;75;207;924;-;1295;15;2516
260680 IGARASSU;1446;3113;12458;-;18360;451;35828
260690 IGUARACY;35;211;1667;-;1835;16;3764
260700 INAJA;690;862;2088;-;4170;37;7847
260710 INGAZEIRA;11;56;582;-;779;8;1436
260720 IPOJUCA;1645;3662;11945;-;19090;388;36730
260730 IPUBI;395;1502;4717;-;6572;105;13291
260740 ITACURUBA;24;74;747;-;1063;13;1921
260750 ITAIBA;827;1945;3464;-;4425;66;10727
260760 ILHA DE ITAMARACA;297;798;2850;-;3099;123;7167
260765 ITAMBE;407;882;4239;-;6463;139;12130
260770 ITAPETIM;37;156;1494;-;3107;8;4802
260775 ITAPISSUMA;235;648;3439;-;4281;106;8709
260780 ITAQUITINGA;560;699;1928;-;2685;84;5956
260790 JABOATAO DOS GUARARAPES;7441;21273;73702;-;111668;2518;216602
260795 JAQUEIRA;314;323;1555;-;2584;18;4794
260800 JATAUBA;157;577;1792;-;3860;26;6412
260805 JATOBA;212;485;1919;-;2905;44;5565
260810 JOAO ALFREDO;250;551;3743;-;4498;380;9422
260820 JOAQUIM NABUCO;394;513;2103;-;3435;41;6486
260825 JUCATI;139;267;1477;-;2419;44;4346
260830 JUPI;193;481;1972;-;3850;67;6563
260840 JUREMA;270;536;1466;-;3192;77;5541
260845 LAGOA DO CARRO;201;412;1717;-;3055;43;5428
260850 LAGOA DE ITAENGA;342;565;2647;-;5420;67;9041
260860 LAGOA DO OURO;116;274;1266;-;3228;30;4914
260870 LAGOA DOS GATOS;306;533;1792;-;2482;25;5138
260875 LAGOA GRANDE;225;940;3456;-;4885;106;9612
260880 LAJEDO;503;1557;4947;-;8591;126;15724
260890 LIMOEIRO;468;1171;6406;-;11370;140;19555
260900 MACAPARANA;373;675;3486;-;4963;35;9532
260910 MACHADOS;118;279;1661;-;2612;27;4697
260915 MANARI;701;1134;2605;-;3299;18;7757
260920 MARAIAL;293;453;1912;-;2674;22;5354
260930 MIRANDIBA;169;468;2430;-;3504;124;6695
260940 MORENO;686;1464;5132;-;11016;185;18483
260950 NAZARE DA MATA;269;602;2773;-;6757;106;10507
260960 OLINDA;4085;13485;46560;1;71756;2623;138510
260970 OROBO;101;365;2741;-;3898;28;7133
260980 OROCO;183;500;2329;-;3199;31;6242
260990 OURICURI;650;3011;10585;-;13996;183;28425
261000 PALMARES;1577;1914;8864;-;14893;121;27369
261010 PALMEIRINA;173;276;1053;-;1540;81;3123
261020 PANELAS;296;1053;3370;-;4698;53;9470
261030 PARANATAMA;177;423;1843;-;2720;42;5205
261040 PARNAMIRIM;218;724;3285;-;4252;34;8513
261050 PASSIRA;155;545;3789;-;5663;48;10200
261060 PAUDALHO;794;1761;6232;-;11381;206;20374
261070 PAULISTA;2320;7671;29838;-;48723;1340;89892
261080 PEDRA;641;702;2614;-;4841;31;8829
261090 PESQUEIRA;1219;2154;10054;-;11156;130;24713
261100 PETROLANDIA;378;1209;3894;-;10858;210;16549
261110 PETROLINA;2314;12754;44182;-;73101;1627;133978
261120 POCAO;190;388;1675;-;2187;50;4490
261130 POMBOS;205;423;2770;-;5581;51;9030
261140 PRIMAVERA;256;520;1691;-;1923;40;4430
261150 QUIPAPA;504;636;3154;-;4166;68;8528
261153 QUIXABA;15;90;922;-;1257;7;2291
261160 RECIFE;11249;42872;158005;-;296279;6560;514965
261170 RIACHO DAS ALMAS;125;498;2413;-;3894;34;6964
261180 RIBEIRAO;858;1849;5754;-;6638;131;15230
261190 RIO FORMOSO;459;1001;2903;-;5054;66;9483
261200 SAIRE;77;304;1229;-;1886;35;3531
261210 SALGADINHO;32;102;645;-;912;26;1717
261220 SALGUEIRO;399;1825;8225;-;13995;149;24593
261230 SALOA;164;335;2669;-;2695;19;5882
261240 SANHARO;225;399;2377;-;4208;24;7233
261245 SANTA CRUZ;161;480;2312;-;3400;67;6420
261247 SANTA CRUZ DA BAIXA VERDE;101;189;2420;-;1823;57;4590
261250 SANTA CRUZ DO CAPIBARIBE;772;2140;11070;-;16038;228;30248
261255 SANTA FILOMENA;113;351;1997;-;2849;33;5343
261260 SANTA MARIA DA BOA VISTA;297;1342;6573;-;10360;145;18717
261270 SANTA MARIA DO CAMBUCA;143;397;2194;-;2054;14;4802
261280 SANTA TEREZINHA;53;121;1350;-;2256;12;3792
261290 SAO BENEDITO DO SUL;232;375;1455;-;1912;14;3988
261300 SAO BENTO DO UNA;1094;1853;6439;-;9624;238;19248
261310 SAO CAITANO;311;934;3987;-;8169;69;13470
261320 SAO JOAO;168;486;3490;-;4313;60;8517
261330 SAO JOAQUIM DO MONTE;292;678;2249;-;4972;55;8246
261340 SAO JOSE DA COROA GRANDE;299;658;3646;-;3037;52;7692
261350 SAO JOSE DO BELMONTE;237;763;4305;-;7549;85;12939
261360 SAO JOSE DO EGITO;116;493;5042;-;4822;19;10492
261370 SAO LOURENCO DA MATA;954;3656;13989;-;17283;385;36267
261380 SAO VICENTE FERRER;249;530;2508;-;3280;23;6590
261390 SERRA TALHADA;716;1975;16243;-;12862;535;32331
261400 SERRITA;138;596;3565;-;3076;29;7404
261410 SERTANIA;288;1009;3579;-;6314;67;11257
261420 SIRINHAEM;519;1417;5738;-;8743;120;16537
261430 MOREILANDIA;54;217;1318;-;1958;42;3589
261440 SOLIDAO;22;74;877;-;1254;5;2232
261450 SURUBIM;241;963;7948;-;10650;77;19879
261460 TABIRA;149;427;4007;-;6103;64;10750
261470 TACAIMBO;125;279;1538;-;2155;15;4112
261480 TACARATU;409;947;2385;-;3866;153;7760
261485 TAMANDARE;282;656;3048;-;4945;246;9177
261500 TAQUARITINGA DO NORTE;345;670;3255;-;4591;51;8912
261510 TEREZINHA;68;191;881;-;1359;56;2555
261520 TERRA NOVA;66;262;1049;-;2123;26;3526
261530 TIMBAUBA;730;1319;5935;-;11678;88;19750
261540 TORITAMA;422;1085;5134;-;7178;50;13869
261550 TRACUNHAEM;142;338;1701;-;2524;55;4760
261560 TRINDADE;297;1257;5686;-;6538;85;13863
261570 TRIUNFO;91;207;1961;-;2576;47;4882
261580 TUPANATINGA;800;1173;2714;-;4825;59;9571
261590 TUPARETAMA;35;141;1253;-;1532;16;2977
261600 VENTUROSA;168;373;2019;-;3915;26;6501
261610 VERDEJANTE;84;304;1400;-;2083;35;3906
261618 VERTENTE DO LERIO;42;163;1340;-;1436;11;2992
261620 VERTENTES;140;435;3328;1;3546;17;7467
261630 VICENCIA;373;732;3557;-;5387;102;10151
261640 VITORIA DE SANTO ANTAO;1624;3032;14075;-;29208;366;48305
261650 XEXEU;543;551;2055;-;3312;43;6504
 MUNICIPIO IGNORADO - AL;1;1;5;-;2;5;14
270010 AGUA BRANCA;787;1178;3285;1;3101;66;8418
270020 ANADIA;703;816;2095;-;2678;68;6360
270030 ARAPIRACA;3936;4888;29551;-;53262;392;92029
270040 ATALAIA;1486;2040;6788;-;7563;200;18077
270050 BARRA DE SANTO ANTONIO;233;629;2299;-;3199;79;6439
270060 BARRA DE SAO MIGUEL;136;241;1062;-;1892;30;3361
270070 BATALHA;211;1259;3041;-;2752;48;7311
270080 BELEM;80;238;723;-;858;13;1912
270090 BELO MONTE;87;401;1032;-;919;21;2460
270100 BOCA DA MATA;812;704;2088;-;6692;95;10391
270110 BRANQUINHA;276;372;1304;-;2905;37;4894
270120 CACIMBINHAS;188;515;1869;-;1754;62;4388
270130 CAJUEIRO;421;860;3904;-;3624;186;8995
270135 CAMPESTRE;334;366;841;-;1115;38;2694
270140 CAMPO ALEGRE;1620;1912;4529;-;6513;320;14894
270150 CAMPO GRANDE;205;359;1763;-;1841;26;4194
270160 CANAPI;817;1168;2466;1;3002;99;7553
270170 CAPELA;408;858;2104;-;3469;97;6936
270180 CARNEIROS;257;538;1419;1;1763;27;4005
270190 CHA PRETA;187;264;1040;-;1375;70;2936
270200 COITE DO NOIA;196;181;1368;-;2361;50;4156
270210 COLONIA LEOPOLDINA;685;1239;2975;-;3059;99;8057
270220 COQUEIRO SECO;106;199;702;-;1111;27;2145
270230 CORURIPE;726;2615;8980;-;9637;129;22087
270235 CRAIBAS;707;1006;3879;-;4574;129;10295
270240 DELMIRO GOUVEIA;1171;1765;8563;-;9172;166;20837
270250 DOIS RIACHOS;446;717;1675;-;1583;46;4467
270255 ESTRELA DE ALAGOAS;164;595;2562;-;2303;80;5704
270260 FEIRA GRANDE;457;572;3233;-;4142;247;8651
270270 FELIZ DESERTO;18;132;646;-;906;18;1720
270280 FLEXEIRAS;242;541;1665;-;2629;148;5225
270290 GIRAU DO PONCIANO;1095;1471;4737;-;6761;79;14143
270300 IBATEGUARA;407;545;1696;-;3758;60;6466
270310 IGACI;424;976;3636;-;3856;74;8966
270320 IGREJA NOVA;321;1083;4185;-;3499;301;9389
270330 INHAPI;633;912;2905;-;3518;55;8023
270340 JACARE DOS HOMENS;89;410;1016;-;1192;28;2735
270350 JACUIPE;335;211;647;-;1066;27;2286
