 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Cor/raça;;;;;;;
Período:2000-2022;;;;;;;
Município;Branca;Preta;Amarela;Parda;Indígena;Ignorado;Total
316555 SETUBINHA;288;316;15;3428;17;220;4284
316556 SEM-PEIXE;181;56;30;242;6;4;519
316557 SENADOR AMARAL;1846;37;7;262;-;49;2201
316560 SENADOR CORTES;239;205;7;188;1;7;647
316570 SENADOR FIRMINO;1350;47;7;522;-;26;1952
316580 SENADOR JOSE BENTO;278;11;-;33;-;2;324
316590 SENADOR MODESTINO GONCALVES;299;56;8;837;2;10;1212
316600 SENHORA DE OLIVEIRA;456;138;4;597;2;269;1466
316610 SENHORA DO PORTO;178;152;2;714;-;34;1080
316620 SENHORA DOS REMEDIOS;1775;70;3;540;2;59;2449
316630 SERICITA;1209;107;5;1224;2;63;2610
316640 SERITINGA;407;18;-;40;-;-;465
316650 SERRA AZUL DE MINAS;103;92;4;932;3;254;1388
316660 SERRA DA SAUDADE;110;4;-;38;-;1;153
316670 SERRA DOS AIMORES;157;84;7;2343;10;73;2674
316680 SERRA DO SALITRE;1977;260;10;1278;2;23;3550
316690 SERRANIA;1570;257;5;607;4;32;2475
316695 SERRANOPOLIS DE MINAS;299;39;-;907;3;35;1283
316700 SERRANOS;473;16;-;64;-;3;556
316710 SERRO;567;218;23;6151;10;60;7029
316720 SETE LAGOAS;10654;1932;283;34396;98;18886;66249
316730 SILVEIRANIA;372;33;4;116;-;5;530
316740 SILVIANOPOLIS;1213;63;1;175;2;18;1472
316750 SIMAO PEREIRA;249;116;2;310;-;15;692
316760 SIMONESIA;3405;237;104;2865;4;81;6696
316770 SOBRALIA;342;46;10;1058;6;73;1535
316780 SOLEDADE DE MINAS;1249;44;-;184;-;32;1509
316790 TABULEIRO;592;110;5;283;-;23;1013
316800 TAIOBEIRAS;617;209;61;2810;3;7579;11279
316805 TAPARUBA;456;59;3;407;-;16;941
316810 TAPIRA;657;25;1;349;1;20;1053
316820 TAPIRAI;268;12;1;61;-;3;345
316830 TAQUARACU DE MINAS;113;57;11;659;6;7;853
316840 TARUMIRIM;880;84;42;2113;14;424;3557
316850 TEIXEIRAS;1379;258;44;1240;2;27;2950
316860 TEOFILO OTONI;5489;712;92;40995;124;326;47738
316870 TIMOTEO;6735;1197;52;12379;32;3205;23600
316880 TIRADENTES;986;74;1;664;2;172;1899
316890 TIROS;1039;62;2;494;-;54;1651
316900 TOCANTINS;2774;271;8;1181;3;67;4304
316905 TOCOS DO MOJI;728;6;-;35;-;8;777
316910 TOLEDO;1316;20;2;124;-;23;1485
316920 TOMBOS;1356;207;2;653;4;240;2462
316930 TRES CORACOES;12935;1696;183;9637;25;169;24645
316935 TRES MARIAS;986;334;47;5450;16;2195;9028
316940 TRES PONTAS;10432;1649;14;5530;5;126;17756
316950 TUMIRITINGA;267;46;47;1493;7;32;1892
316960 TUPACIGUARA;3727;213;20;1868;3;125;5956
316970 TURMALINA;1961;32;12;3527;4;78;5614
316980 TURVOLANDIA;960;62;3;230;-;18;1273
316990 UBA;19176;2241;77;7856;20;400;29770
317000 UBAI;368;282;28;2840;5;155;3678
317005 UBAPORANGA;1420;176;40;1840;2;171;3649
317010 UBERABA;58690;5791;338;13880;48;10958;89705
317020 UBERLANDIA;113593;12630;509;61609;86;12511;200938
317030 UMBURATIBA;134;20;3;776;2;18;953
317040 UNAI;9493;960;121;16049;33;1203;27859
317043 UNIAO DE MINAS;660;58;8;349;1;45;1121
317047 URUANA DE MINAS;219;34;2;548;1;32;836
317050 URUCANIA;895;299;12;2042;3;20;3271
317052 URUCUIA;199;59;8;3136;7;102;3511
317057 VARGEM ALEGRE;623;104;19;880;1;185;1812
317060 VARGEM BONITA;309;29;-;163;1;2;504
317065 VARGEM GRANDE DO RIO PARDO;351;19;16;453;-;620;1459
317070 VARGINHA;15134;2641;134;10823;35;11063;39830
317075 VARJAO DE MINAS;940;145;9;1039;9;19;2161
317080 VARZEA DA PALMA;1963;225;55;9046;11;598;11898
317090 VARZELANDIA;1345;867;109;4114;6;357;6798
317100 VAZANTE;2786;321;25;2784;4;83;6003
317103 VERDELANDIA;326;116;21;2891;3;63;3420
317107 VEREDINHA;478;11;2;839;2;20;1352
317110 VERISSIMO;506;62;1;158;-;69;796
317115 VERMELHO NOVO;617;54;21;601;1;33;1327
317120 VESPASIANO;8324;3059;388;25678;45;1446;38940
317130 VICOSA;10854;2432;303;8156;18;228;21991
317140 VIEIRAS;537;19;4;269;-;59;888
317150 MATHIAS LOBATO;141;54;5;920;3;15;1138
317160 VIRGEM DA LAPA;592;248;19;2735;4;113;3711
317170 VIRGINIA;2199;46;-;87;-;14;2346
317180 VIRGINOPOLIS;413;106;11;2767;3;52;3352
317190 VIRGOLANDIA;122;35;16;1169;3;52;1397
317200 VISCONDE DO RIO BRANCO;6338;996;46;4213;8;162;11763
317210 VOLTA GRANDE;436;327;-;518;1;38;1320
317220 WENCESLAU BRAZ;605;18;-;38;-;2;663
 MUNICIPIO IGNORADO - ES;29;1;-;31;-;7;68
320010 AFONSO CLAUDIO;5639;417;7;4221;9;19;10312
320013 AGUIA BRANCA;825;58;9;1796;8;97;2793
320016 AGUA DOCE DO NORTE;587;112;9;2934;9;149;3800
320020 ALEGRE;5429;617;14;3201;25;157;9443
320030 ALFREDO CHAVES;1940;43;2;1181;3;47;3216
320035 ALTO RIO NOVO;727;83;10;1477;4;148;2449
320040 ANCHIETA;3478;287;20;4775;5;114;8679
320050 APIACA;979;270;5;669;4;12;1939
320060 ARACRUZ;8952;1129;22;19531;1646;140;31420
320070 ATILIO VIVACQUA;1209;154;2;1587;2;16;2970
320080 BAIXO GUANDU;3595;320;40;4571;21;792;9339
320090 BARRA DE SAO FRANCISCO;2666;310;27;11331;49;625;15008
320100 BOA ESPERANCA;877;216;23;3541;12;158;4827
320110 BOM JESUS DO NORTE;1251;291;3;851;-;17;2413
320115 BREJETUBA;2173;268;21;2236;9;62;4769
320120 CACHOEIRO DE ITAPEMIRIM;30534;2878;37;31007;45;433;64934
320130 CARIACICA;33079;5181;297;93866;102;3463;135988
320140 CASTELO;5589;488;15;4163;6;172;10433
320150 COLATINA;12764;938;65;18354;76;3231;35428
320160 CONCEICAO DA BARRA;1763;1147;43;6353;29;1194;10529
320170 CONCEICAO DO CASTELO;1924;321;12;1649;10;39;3955
320180 DIVINO DE SAO LOURENCO;915;161;2;393;-;14;1485
320190 DOMINGOS MARTINS;7797;228;14;2838;5;115;10997
320200 DORES DO RIO PRETO;1108;161;5;477;1;78;1830
320210 ECOPORANGA;1169;223;29;5934;14;384;7753
320220 FUNDAO;1721;223;16;3580;10;207;5757
320225 GOVERNADOR LINDENBERG;864;78;6;1387;3;281;2619
320230 GUACUI;5516;1318;2;3291;8;86;10221
320240 GUARAPARI;13710;1449;89;22672;33;531;38484
320245 IBATIBA;3388;246;9;4531;4;71;8249
320250 IBIRACU;1122;149;13;2156;4;41;3485
320255 IBITIRAMA;2412;214;4;1033;5;29;3697
320260 ICONHA;1980;25;1;1189;1;18;3214
320265 IRUPI;2597;150;19;1188;3;32;3989
320270 ITAGUACU;1831;85;10;1518;3;248;3695
320280 ITAPEMIRIM;5077;206;37;6580;9;135;12044
320290 ITARANA;1758;64;4;921;3;155;2905
320300 IUNA;6397;322;32;2769;5;78;9603
320305 JAGUARE;2610;722;348;6564;11;81;10336
320310 JERONIMO MONTEIRO;1298;211;3;1586;2;31;3131
320313 JOAO NEIVA;1861;164;31;2464;7;113;4640
320316 LARANJA DA TERRA;1571;42;3;638;3;128;2385
320320 LINHARES;19444;785;86;35660;63;209;56247
320330 MANTENOPOLIS;921;122;16;3025;7;180;4271
320332 MARATAIZES;5764;141;21;5883;7;123;11939
320334 MARECHAL FLORIANO;2783;132;6;1893;3;79;4896
320335 MARILANDIA;1186;79;11;1435;3;257;2971
320340 MIMOSO DO SUL;3374;776;10;2965;10;103;7238
320350 MONTANHA;1171;277;17;4708;14;79;6266
320360 MUCURICI;529;102;9;1263;8;20;1931
320370 MUNIZ FREIRE;4123;208;9;1724;10;72;6146
320380 MUQUI;1922;290;8;1981;5;96;4302
320390 NOVA VENECIA;5583;586;30;9461;12;132;15804
320400 PANCAS;2158;199;25;3382;23;290;6077
320405 PEDRO CANARIO;1705;515;72;7181;19;102;9594
320410 PINHEIROS;1209;489;42;4485;22;2569;8816
320420 PIUMA;2614;110;346;3135;4;82;6291
320425 PONTO BELO;604;90;3;1364;7;34;2102
320430 PRESIDENTE KENNEDY;1233;153;2;2028;3;44;3463
320435 RIO BANANAL;2500;121;10;2955;10;49;5645
320440 RIO NOVO DO SUL;1645;58;3;1356;1;17;3080
320450 SANTA LEOPOLDINA;1568;64;4;1215;9;77;2937
320455 SANTA MARIA DE JETIBA;11724;63;13;1112;12;247;13171
320460 SANTA TERESA;4045;124;10;2419;5;336;6939
320465 SAO DOMINGOS DO NORTE;1073;85;7;1289;3;133;2590
320470 SAO GABRIEL DA PALHA;4707;342;30;5047;14;131;10271
320480 SAO JOSE DO CALCADO;1682;521;1;1137;1;22;3364
320490 SAO MATEUS;9159;4121;144;27931;43;273;41671
320495 SAO ROQUE DO CANAA;1330;43;4;1000;3;258;2638
320500 SERRA;38396;8681;600;114146;361;4634;166818
320501 SOORETAMA;3109;149;38;7011;5;43;10355
320503 VARGEM ALTA;3360;227;5;2761;12;57;6422
320506 VENDA NOVA DO IMIGRANTE;4124;361;19;2269;10;98;6881
320510 VIANA;5666;824;46;16495;22;580;23633
320515 VILA PAVAO;1140;53;2;1262;5;48;2510
320517 VILA VALERIO;2037;151;24;2171;6;53;4442
320520 VILA VELHA;47974;5264;340;83831;96;2648;140153
320530 VITORIA;35866;4418;187;57921;72;4005;102469
 MUNICIPIO IGNORADO - RJ;158;68;2;195;3;87;513
330010 ANGRA DOS REIS;32570;2632;52;22186;326;316;58082
330015 APERIBE;1902;268;3;570;2;35;2780
330020 ARARUAMA;13911;3794;65;18234;36;572;36612
330022 AREAL;1619;448;2;1428;1;49;3547
330023 ARMACAO DOS BUZIOS;6147;1094;25;5258;17;179;12720
330025 ARRAIAL DO CABO;4475;515;13;3058;11;152;8224
330030 BARRA DO PIRAI;10884;4502;49;10582;27;323;26367
330040 BARRA MANSA;28354;4929;79;18361;25;766;52514
330045 BELFORD ROXO;50990;14216;293;94061;105;10471;170136
330050 BOM JARDIM;5582;765;12;1266;6;235;7866
330060 BOM JESUS DO ITABAPOANA;6384;1316;11;3762;3;92;11568
330070 CABO FRIO;28614;5135;149;30721;87;884;65590
330080 CACHOEIRAS DE MACACU;7095;812;37;8662;23;572;17201
330090 CAMBUCI;2102;325;5;1126;8;42;3608
330093 CARAPEBUS;1233;201;3;1748;7;80;3272
330095 COMENDADOR LEVY GASPARIAN;941;423;4;1244;4;22;2638
330100 CAMPOS DOS GOYTACAZES;75978;15212;119;70343;81;5742;167475
330110 CANTAGALO;2449;1382;10;1815;2;103;5761
330115 CARDOSO MOREIRA;2077;176;2;1029;1;70;3355
330120 CARMO;2277;1115;6;1816;3;26;5243
330130 CASIMIRO DE ABREU;4840;963;55;4832;17;641;11348
330140 CONCEICAO DE MACABU;2361;825;26;2745;18;181;6156
330150 CORDEIRO;3129;1187;8;1610;3;97;6034
330160 DUAS BARRAS;1967;511;7;728;9;68;3290
330170 DUQUE DE CAXIAS;108910;33862;744;160048;296;3730;307590
330180 ENGENHEIRO PAULO DE FRONTIN;1671;240;3;1280;1;53;3248
330185 GUAPIMIRIM;6293;2097;85;7199;27;445;16146
330187 IGUABA GRANDE;3105;648;18;2604;9;104;6488
330190 ITABORAI;24949;4372;79;45363;61;701;75525
330200 ITAGUAI;16012;2963;236;20960;50;552;40773
330205 ITALVA;2540;193;1;1143;-;7;3884
330210 ITAOCARA;4406;863;7;1136;6;57;6475
330220 ITAPERUNA;14991;3670;25;9118;11;69;27884
330225 ITATIAIA;4893;619;14;3069;8;466;9069
330227 JAPERI;8052;2928;129;22991;28;404;34532
330230 LAJE DO MURIAE;840;386;8;933;1;93;2261
330240 MACAE;31406;5527;90;39553;54;1535;78165
330245 MACUCO;986;607;6;887;5;61;2552
330250 MAGE;27621;7738;892;42441;75;1385;80152
330260 MANGARATIBA;4640;698;35;6021;11;165;11570
330270 MARICA;16857;1129;54;18030;49;521;36640
330280 MENDES;2247;629;8;1691;-;92;4667
330285 MESQUITA;14800;4841;103;30786;27;1331;51888
330290 MIGUEL PEREIRA;3703;600;4;2746;3;90;7146
330300 MIRACEMA;3523;1950;15;3369;13;100;8970
330310 NATIVIDADE;2450;545;3;1443;4;23;4468
330320 NILOPOLIS;17685;4198;91;24749;41;1062;47826
330330 NITEROI;78628;9904;288;48770;78;2559;140227
330340 NOVA FRIBURGO;38429;3895;64;10060;13;506;52967
330350 NOVA IGUACU;80114;24085;710;168972;217;6351;280449
330360 PARACAMBI;5691;841;17;5911;8;145;12613
330370 PARAIBA DO SUL;4778;1861;7;5378;10;162;12196
330380 PARATY;7651;422;25;5262;203;129;13692
330385 PATY DO ALFERES;4413;847;3;3353;-;96;8712
330390 PETROPOLIS;50569;9766;157;25136;80;6418;92126
330395 PINHEIRAL;3156;694;30;2762;3;342;6987
330400 PIRAI;4232;943;9;2795;10;132;8121
330410 PORCIUNCULA;2764;540;2;1832;5;79;5222
330411 PORTO REAL;3104;685;7;2211;1;86;6094
330412 QUATIS;2041;416;6;1431;-;27;3921
330414 QUEIMADOS;11433;4950;209;36563;37;917;54109
330415 QUISSAMA;2450;629;22;3819;11;135;7066
330420 RESENDE;24146;2522;58;12417;17;277;39437
330430 RIO BONITO;7343;1545;19;8876;8;254;18045
330440 RIO CLARO;3360;334;5;1249;4;58;5010
330450 RIO DAS FLORES;833;560;11;1081;1;53;2539
330452 RIO DAS OSTRAS;17700;2475;74;15298;30;2254;37831
330455 RIO DE JANEIRO;848936;159062;5669;825816;1657;84902;1926042
330460 SANTA MARIA MADALENA;1170;448;8;876;6;101;2609
330470 SANTO ANTONIO DE PADUA;6979;1741;15;2552;5;232;11524
330475 SAO FRANCISCO DE ITABAPOANA;7226;771;13;5021;8;358;13397
330480 SAO FIDELIS;6485;826;7;2583;5;201;10107
330490 SAO GONCALO;116379;12309;276;138053;147;2698;269862
330500 SAO JOAO DA BARRA;7475;344;2;2888;1;381;11091
330510 SAO JOAO DE MERITI;46968;13381;253;91909;99;3093;155703
330513 SAO JOSE DE UBA;1207;213;2;870;-;11;2303
330515 SAO JOSE DO VALE DO RIO PRETO;4342;511;3;1505;1;114;6476
330520 SAO PEDRO DA ALDEIA;16975;2529;38;10471;33;304;30350
330530 SAO SEBASTIAO DO ALTO;1228;426;4;764;1;29;2452
330540 SAPUCAIA;2155;625;3;1543;1;45;4372
330550 SAQUAREMA;10704;1830;59;10278;19;866;23756
330555 SEROPEDICA;8627;1678;64;13769;23;313;24474
330560 SILVA JARDIM;2360;676;21;3782;5;162;7006
330570 SUMIDOURO;3110;458;26;1000;5;203;4802
330575 TANGUA;2997;892;11;5822;3;135;9860
330580 TERESOPOLIS;34990;3958;51;14574;22;559;54154
330590 TRAJANO DE MORAES;1285;318;3;710;3;64;2383
330600 TRES RIOS;10399;4062;19;11852;15;183;26530
330610 VALENCA;9990;2986;59;7743;12;350;21140
330615 VARRE-SAI;2688;397;6;894;2;41;4028
330620 VASSOURAS;5236;1932;22;4669;8;285;12152
330630 VOLTA REDONDA;43558;7466;291;22706;43;2419;76483
 MUNICIPIO IGNORADO - SP;166;12;10;69;-;3451;3708
350010 ADAMANTINA;7210;69;24;1238;5;72;8618
350020 ADOLFO;698;23;6;139;1;83;950
350030 AGUAI;8092;502;4;1557;4;153;10312
350040 AGUAS DA PRATA;855;26;2;88;-;755;1726
350050 AGUAS DE LINDOIA;4944;94;10;436;6;95;5585
350055 AGUAS DE SANTA BARBARA;1457;29;1;148;-;84;1719
350060 AGUAS DE SAO PEDRO;489;15;2;96;-;4;606
350070 AGUDOS;5592;178;8;1208;7;4890;11883
350075 ALAMBARI;1003;13;1;225;2;211;1455
350080 ALFREDO MARCONDES;685;24;4;233;-;4;950
350090 ALTAIR;745;58;1;253;-;10;1067
350100 ALTINOPOLIS;3363;157;3;866;1;190;4580
350110 ALTO ALEGRE;708;25;-;163;-;62;958
350115 ALUMINIO;4468;150;6;1014;-;299;5937
350120 ALVARES FLORENCE;598;8;-;120;-;21;747
350130 ALVARES MACHADO;5773;226;57;1887;10;94;8047
350140 ALVARO DE CARVALHO;824;45;-;237;-;11;1117
350150 ALVINLANDIA;757;24;3;213;-;6;1003
350160 AMERICANA;51633;1033;52;6928;42;246;59934
350170 AMERICO BRASILIENSE;7122;441;19;3713;3;139;11437
350180 AMERICO DE CAMPOS;1082;19;3;184;-;11;1299
350190 AMPARO;15572;473;14;2568;7;114;18748
350200 ANALANDIA;832;46;2;228;-;11;1119
350210 ANDRADINA;12035;118;28;3576;5;180;15942
350220 ANGATUBA;6766;77;11;457;-;317;7628
350230 ANHEMBI;1426;60;-;289;2;7;1784
350240 ANHUMAS;809;21;3;279;-;4;1116
350250 APARECIDA;8276;206;4;1542;2;776;10806
350260 APARECIDA D'OESTE;955;9;-;128;1;6;1099
350270 APIAI;6071;132;11;2912;6;122;9254
350275 ARACARIGUAMA;4571;169;9;1761;7;522;7039
350280 ARACATUBA;39044;1441;171;10331;13;709;51709
350290 ARACOIABA DA SERRA;7442;151;15;917;5;87;8617
350300 ARAMINA;945;42;1;337;2;44;1371
350310 ARANDU;1644;57;-;232;1;25;1959
350315 ARAPEI;363;38;4;172;1;25;603
350320 ARARAQUARA;41472;3118;89;13657;17;543;58896
350330 ARARAS;23843;1129;46;5812;15;3865;34710
350335 ARCO-IRIS;276;4;1;158;56;3;498
350340 AREALVA;1514;25;1;228;1;147;1916
350350 AREIAS;879;27;1;218;1;30;1156
350360 AREIOPOLIS;2886;104;2;559;-;25;3576
350370 ARIRANHA;2001;48;3;270;1;17;2340
350380 ARTUR NOGUEIRA;9679;430;29;3114;18;662;13932
350390 ARUJA;18602;974;140;8890;18;1711;30335
350395 ASPASIA;380;13;-;64;-;1;458
350400 ASSIS;24296;450;32;2701;5;258;27742
350410 ATIBAIA;33546;1157;283;9013;19;1067;45085
350420 AURIFLAMA;3085;89;1;460;-;167;3802
350430 AVAI;771;15;1;208;199;323;1517
350440 AVANHANDAVA;2332;56;1;827;2;53;3271
350450 AVARE;24803;563;21;2545;9;360;28301
350460 BADY BASSITT;4117;122;17;692;3;17;4968
350470 BALBINOS;270;6;-;42;-;13;331
350480 BALSAMO;1680;72;-;168;1;44;1965
350490 BANANAL;1730;208;2;855;7;46;2848
350500 BARAO DE ANTONINA;838;8;1;78;25;21;971
350510 BARBOSA;1431;38;2;539;1;24;2035
350520 BARIRI;7524;263;6;738;4;578;9113
350530 BARRA BONITA;7444;198;5;897;2;149;8695
350535 BARRA DO CHAPEU;1111;33;-;568;1;199;1912
350540 BARRA DO TURVO;1517;69;2;837;2;15;2442
350550 BARRETOS;22830;1400;83;9000;19;254;33586
350560 BARRINHA;6835;453;9;3395;12;74;10778
350570 BARUERI;69524;4128;336;43803;87;6052;123930
350580 BASTOS;5272;83;180;1380;2;15;6932
350590 BATATAIS;12955;516;12;2573;2;449;16507
350600 BAURU;58087;3231;402;16316;33;28775;106844
350610 BEBEDOURO;16654;767;32;3773;3;216;21445
350620 BENTO DE ABREU;424;21;-;292;1;13;751
350630 BERNARDINO DE CAMPOS;2783;36;3;284;1;28;3135
350635 BERTIOGA;10108;785;24;9184;40;711;20852
350640 BILAC;1385;23;2;278;-;32;1720
350650 BIRIGUI;24912;291;30;5754;8;326;31321
350660 BIRITIBA-MIRIM;6022;145;88;2720;4;146;9125
350670 BOA ESPERANCA DO SUL;3096;122;-;1228;1;104;4551
350680 BOCAINA;2906;37;1;261;-;41;3246
350690 BOFETE;2326;96;1;421;-;13;2857
350700 BOITUVA;13026;459;12;3187;8;124;16816
350710 BOM JESUS DOS PERDOES;4955;204;13;1344;5;114;6635
350715 BOM SUCESSO DE ITARARE;1377;11;1;186;-;7;1582
350720 BORA;175;4;-;45;-;1;225
350730 BORACEIA;1097;43;1;146;1;89;1377
350740 BORBOREMA;3099;50;2;426;-;55;3632
350745 BOREBI;382;7;-;95;1;280;765
350750 BOTUCATU;33291;1158;38;4657;4;192;39340
350760 BRAGANCA PAULISTA;40777;948;109;7003;12;474;49323
350770 BRAUNA;962;16;1;362;44;70;1455
350775 BREJO ALEGRE;533;20;1;132;-;5;691
350780 BRODOWSKI;5116;223;3;1159;3;54;6558
350790 BROTAS;5685;177;1;908;-;148;6919
350800 BURI;6786;112;8;823;2;27;7758
350810 BURITAMA;3655;57;4;633;1;39;4389
350820 BURITIZAL;895;12;-;193;-;9;1109
350830 CABRALIA PAULISTA;979;21;2;284;1;100;1387
350840 CABREUVA;10128;503;42;3964;8;1838;16483
350850 CACAPAVA;24125;739;14;3573;4;240;28695
350860 CACHOEIRA PAULISTA;7280;244;10;1664;2;316;9516
350870 CACONDE;4219;195;38;833;11;40;5336
350880 CAFELANDIA;3828;101;3;1302;-;49;5283
350890 CAIABU;816;22;1;207;-;15;1061
350900 CAIEIRAS;19658;1020;77;7811;28;2279;30873
350910 CAIUA;829;11;-;235;-;8;1083
350920 CAJAMAR;16035;1023;56;9130;5;1158;27407
350925 CAJATI;7893;218;14;3678;3;55;11861
350930 CAJOBI;2100;98;-;234;-;112;2544
350940 CAJURU;7120;203;2;704;3;210;8242
350945 CAMPINA DO MONTE ALEGRE;1577;17;-;153;1;82;1830
350950 CAMPINAS;222177;16201;1454;89446;218;4735;334231
350960 CAMPO LIMPO PAULISTA;16194;857;45;5305;18;3054;25473
350970 CAMPOS DO JORDAO;17606;171;14;634;3;106;18534
350980 CAMPOS NOVOS PAULISTA;1145;21;1;222;-;9;1398
350990 CANANEIA;2892;141;6;1309;82;20;4450
350995 CANAS;1084;50;1;428;1;58;1622
351000 CANDIDO MOTA;7403;94;3;746;-;56;8302
351010 CANDIDO RODRIGUES;488;10;2;63;-;11;574
351015 CANITAR;1188;67;1;401;1;137;1795
351020 CAPAO BONITO;15075;54;44;1733;2;111;17019
351030 CAPELA DO ALTO;5304;86;2;695;1;56;6144
351040 CAPIVARI;11735;974;12;3508;3;86;16318
351050 CARAGUATATUBA;28361;501;49;7136;15;330;36392
351060 CARAPICUIBA;64966;6241;388;70629;148;10763;153135
351070 CARDOSO;2301;59;6;620;3;18;3007
351080 CASA BRANCA;6133;354;3;903;11;207;7611
351090 CASSIA DOS COQUEIROS;436;20;4;94;1;21;576
351100 CASTILHO;4034;96;3;1391;4;46;5574
351110 CATANDUVA;25737;757;18;4244;7;282;31045
351120 CATIGUA;1650;32;1;279;-;19;1981
351130 CEDRAL;1811;42;2;251;2;8;2116
351140 CERQUEIRA CESAR;4625;152;3;440;1;411;5632
351150 CERQUILHO;9497;216;9;1384;6;89;11201
351160 CESARIO LANGE;4434;113;5;526;3;40;5121
351170 CHARQUEADA;3498;174;2;948;2;21;4645
351190 CLEMENTINA;1486;38;4;669;-;32;2229
351200 COLINA;3615;162;4;1550;1;65;5397
351210 COLOMBIA;1337;86;7;725;5;24;2184
351220 CONCHAL;6865;335;11;1737;-;566;9514
351230 CONCHAS;4681;109;2;482;1;42;5317
351240 CORDEIROPOLIS;4830;259;29;1240;4;101;6463
351250 COROADOS;995;17;-;313;-;11;1336
351260 CORONEL MACEDO;1169;12;2;134;-;13;1330
351270 CORUMBATAI;832;27;1;226;-;10;1096
351280 COSMOPOLIS;11582;840;40;5179;17;227;17885
351290 COSMORAMA;1311;34;2;341;-;18;1706
351300 COTIA;46321;3285;316;32118;32;3987;86059
351310 CRAVINHOS;7332;397;6;1810;9;55;9609
351320 CRISTAIS PAULISTA;1659;108;1;659;-;13;2440
351330 CRUZALIA;488;2;-;54;-;4;548
351340 CRUZEIRO;19827;685;22;3106;10;494;24144
351350 CUBATAO;19949;1622;98;19869;30;1494;43062
351360 CUNHA;5401;135;2;671;-;149;6358
351370 DESCALVADO;7454;145;2;695;2;167;8465
351380 DIADEMA;84326;6065;278;46668;87;8609;146033
351385 DIRCE REIS;334;7;2;42;-;8;393
351390 DIVINOLANDIA;2841;27;1;271;3;33;3176
351400 DOBRADA;1766;62;2;791;3;15;2639
351410 DOIS CORREGOS;6340;176;6;1424;5;110;8061
351420 DOLCINOPOLIS;424;9;-;78;-;7;518
351430 DOURADO;1730;52;2;309;-;83;2176
351440 DRACENA;9804;113;47;1071;4;246;11285
351450 DUARTINA;2469;86;13;730;15;146;3459
351460 DUMONT;1596;44;4;627;-;6;2277
351470 ECHAPORA;1619;21;1;292;-;6;1939
351480 ELDORADO;2711;353;5;2299;23;65;5456
351490 ELIAS FAUSTO;3457;148;4;1165;-;45;4819
351492 ELISIARIO;668;13;-;82;-;6;769
351495 EMBAUBA;486;6;-;81;-;5;578
351500 EMBU DAS ARTES;45303;4536;136;43839;79;5694;99587
351510 EMBU-GUACU;11700;784;60;8230;23;1028;21825
351512 EMILIANOPOLIS;545;16;2;160;-;6;729
351515 ENGENHEIRO COELHO;3637;218;23;1487;4;40;5409
351518 ESPIRITO SANTO DO PINHAL;9887;291;10;1027;3;114;11332
351519 ESPIRITO SANTO DO TURVO;1104;14;1;225;-;150;1494
351520 ESTRELA D'OESTE;1868;52;3;237;-;32;2192
351530 ESTRELA DO NORTE;613;8;-;197;-;12;830
351535 EUCLIDES DA CUNHA PAULISTA;1475;89;1;1389;2;10;2966
351540 FARTURA;4039;144;5;454;-;23;4665
351550 FERNANDOPOLIS;14594;444;17;2055;6;85;17201
351560 FERNANDO PRESTES;1061;19;1;155;-;25;1261
351565 FERNAO;323;6;-;86;-;8;423
351570 FERRAZ DE VASCONCELOS;33331;2480;87;25189;49;4201;65337
351580 FLORA RICA;313;4;-;110;-;6;433
351590 FLOREAL;484;14;1;55;-;1;555
351600 FLORIDA PAULISTA;2139;24;4;766;2;34;2969
351610 FLORINIA;684;24;1;108;-;6;823
351620 FRANCA;84244;4927;30;19527;15;512;109255
351630 FRANCISCO MORATO;25284;1649;49;31489;34;6586;65091
351640 FRANCO DA ROCHA;27507;1941;73;16701;37;2500;48759
351650 GABRIEL MONTEIRO;540;5;3;114;-;6;668
351660 GALIA;1407;48;-;310;1;12;1778
351670 GARCA;10395;334;16;2048;6;74;12873
351680 GASTAO VIDIGAL;984;23;-;138;1;7;1153
351685 GAVIAO PEIXOTO;965;70;-;384;-;21;1440
351690 GENERAL SALGADO;2052;67;2;410;1;49;2581
351700 GETULINA;1845;61;2;744;-;33;2685
351710 GLICERIO;983;26;1;278;3;18;1309
351720 GUAICARA;2466;83;2;768;1;64;3384
351730 GUAIMBE;1326;44;7;438;2;26;1843
351740 GUAIRA;8350;285;35;2447;6;59;11182
351750 GUAPIACU;4026;143;5;753;2;18;4947
351760 GUAPIARA;5768;28;6;744;-;153;6699
351770 GUARA;3964;291;3;1851;5;89;6203
351780 GUARACAI;1608;19;13;331;1;36;2008
351790 GUARACI;1927;200;2;767;1;47;2944
351800 GUARANI D'OESTE;384;13;-;67;-;1;465
351810 GUARANTA;1532;22;5;422;1;17;1999
351820 GUARARAPES;6824;157;17;1520;6;116;8640
351830 GUARAREMA;6899;314;31;2207;1;147;9599
351840 GUARATINGUETA;28757;807;19;4953;7;409;34952
351850 GUAREI;2806;25;4;581;1;100;3517
351860 GUARIBA;6700;376;-;5116;5;94;12291
351870 GUARUJA;31981;3240;205;34092;68;37643;107229
351880 GUARULHOS;195605;18761;1506;148849;391;114146;479258
351885 GUATAPARA;1576;126;26;529;-;15;2272
351890 GUZOLANDIA;1033;41;2;275;1;25;1377
351900 HERCULANDIA;1547;51;3;966;5;8;2580
351905 HOLAMBRA;3146;178;7;809;3;114;4257
